direccion_original,direccion_consulta,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,precision,estado,fecha_consulta
"BEIRO, FRANCISCO AV. 3247;BEIRO, FRANCISCO AV. 3249;BEIRO, FRANCISCO AV. 3251",BEIRO 3247,"BEIRO, FRANCISCO AV. 3247, CABA",-34.597814,-58.498894,,11,calle_altura,exacta,2026-06-17
"SALGUERO, JERONIMO 2692;CERVIÑO AV. 3502",SALGUERO 2692,"SALGUERO, JERONIMO 2692, CABA",-34.580519,-58.408609,,14,calle_altura,exacta,2026-06-17
ARENALES 1991,ARENALES 1991,"ARENALES 1991, CABA",-34.594597,-58.395598,,2,calle_altura,exacta,2026-06-17
LOYOLA 807,LOYOLA 807,"LOYOLA 807, CABA",-34.593368,-58.437876,,15,calle_altura,exacta,2026-06-17
CASEROS AV. 2984;CASEROS AV. 2988,CASEROS 2984,"CASEROS AV. 2984, CABA",-34.637054,-58.40487,,4,calle_altura,exacta,2026-06-17
ENTRE RIOS AV. 1686,ENTRE RIOS 1686,"ENTRE RIOS AV. 1686, CABA",-34.627948,-58.390988,,1,calle_altura,exacta,2026-06-17
GASCON 1355,GASCON 1355,"GASCON 1355, CABA",-34.59463,-58.42287,,14,calle_altura,exacta,2026-06-17
QUESADA 1892,QUESADA 1892,"QUESADA 1892, CABA",-34.551674,-58.458073,,13,calle_altura,exacta,2026-06-17
"MARMOL, JOSE 996",MARMOL 996,"MARMOL, JOSE 996, CABA",-34.62641,-58.424131,,5,calle_altura,exacta,2026-06-17
"CARRIL, SALVADOR MARIA DEL AV. 2301;CARACAS 4112",CARRIL 2301,"CARRIL, SALVADOR MARIA DEL AV. 2301, CABA",-34.586493,-58.491578,,12,calle_altura,exacta,2026-06-17
RIOBAMBA 1060,RIOBAMBA 1060,"RIOBAMBA 1060, CABA",-34.596496,-58.394791,,2,calle_altura,exacta,2026-06-17
RODRIGUEZ PEÑA 1193,RODRIGUEZ PENA 1193,"RODRIGUEZ PEÑA 1193, CABA",-34.595141,-58.391991,,2,calle_altura,exacta,2026-06-17
"DEL LIBERTADOR AV. 2300;DIAZ, CNEL. AV. 2765",DEL LIBERTADOR 2300,"DEL LIBERTADOR AV. 2300, CABA",-34.580905,-58.404473,,14,calle_altura,exacta,2026-06-17
JUNIN 1295,JUNIN 1295,"JUNIN 1295, CABA",-34.593284,-58.396864,,2,calle_altura,exacta,2026-06-17
GURRUCHAGA 691;GURRUCHAGA 689,GURRUCHAGA 691,"GURRUCHAGA 691, CABA",-34.595863,-58.439372,,15,calle_altura,exacta,2026-06-17
OLAZABAL 2826,OLAZABAL 2826,"OLAZABAL 2826, CABA",-34.56247,-58.462114,,13,calle_altura,exacta,2026-06-17
SAN MARTIN 298,SAN MARTIN 298,,,,,,"HTTPSConnectionPool(host='servicios.usig.buenosaires.gob.ar', port=443): Read timed out. (read timeout=10)",error,2026-06-17
AVELLANEDA 919,AVELLANEDA 919,"AVELLANEDA 919, CABA",-34.616429,-58.443563,,6,calle_altura,exacta,2026-06-17
RESERVISTAS ARGENTINOS AV. 309,RESERVISTAS ARGENTINOS 309,"RESERVISTAS ARGENTINOS AV. 309, CABA",-34.635791,-58.523358,,9,calle_altura,exacta,2026-06-17
CORDOBA AV. 3993;CORDOBA AV. 3999,CORDOBA 3993,"CORDOBA AV. 3993, CABA",-34.597644,-58.423167,,14,calle_altura,exacta,2026-06-17
CASEROS AV. 3000,CASEROS 3000,"CASEROS AV. 3000, CABA",-34.637087,-58.40503,,4,calle_altura,exacta,2026-06-17
"CALVO, CARLOS 1784;CALVO, CARLOS 1786",CALVO 1784,"CALVO, CARLOS 1784, CABA",-34.620237,-58.391218,,1,calle_altura,exacta,2026-06-17
CARABOBO AV. 269,CARABOBO 269,"CARABOBO AV. 269, CABA",-34.630142,-58.455155,,7,calle_altura,exacta,2026-06-17
ECHEVERRIA 802,ECHEVERRIA 802,"ECHEVERRIA 802, CABA",-34.553141,-58.439235,,13,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 8561,RIVADAVIA 8561,"RIVADAVIA AV. 8561, CABA",-34.634298,-58.484447,,10,calle_altura,exacta,2026-06-17
CAMARONES 1455,CAMARONES 1455,"CAMARONES 1455, CABA",-34.603695,-58.462547,,11,calle_altura,exacta,2026-06-17
AGUERO 526,AGUERO 526,"AGUERO 526, CABA",-34.603673,-58.411691,,3,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 10,ALVAREZ THOMAS 10,"ALVAREZ THOMAS AV. 10, CABA",-34.583147,-58.444675,,15,calle_altura,exacta,2026-06-17
UGARTECHE 2896,UGARTECHE 2896,"UGARTECHE 2896, CABA",-34.58212,-58.41294,,14,calle_altura,exacta,2026-06-17
RIO CUARTO 2952,RIO CUARTO 2952,"RIO CUARTO 2952, CABA",-34.652437,-58.388181,,4,calle_altura,exacta,2026-06-17
"AVELLANEDA AV. 1409;AVELLANEDA AV. 1423;OROÑO, NICASIO 416;OROÑO, NICASIO 432",AVELLANEDA 1409,"AVELLANEDA AV. 1409, CABA",-34.619428,-58.451716,,6,calle_altura,exacta,2026-06-17
"ARTIGAS, JOSE GERVASIO, GRAL. 4407;ARTIGAS, JOSE GERVASIO, GRAL. 4401",ARTIGAS 4407,"ARTIGAS, JOSE GERVASIO, GRAL. 4407, CABA",-34.585613,-58.495669,,12,calle_altura,exacta,2026-06-17
GAONA AV. 2001,GAONA 2001,"GAONA AV. 2001, CABA",-34.612432,-58.456087,,6,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 3510,LOPE DE VEGA 3510,"LOPE DE VEGA AV. 3510, CABA",-34.611716,-58.528361,,10,calle_altura,exacta,2026-06-17
JURAMENTO AV. 2096;JURAMENTO AV. 2100,JURAMENTO 2096,"JURAMENTO AV. 2096, CABA",-34.56037,-58.453642,,13,calle_altura,exacta,2026-06-17
CHARCAS 3005,CHARCAS 3005,"CHARCAS 3005, CABA",-34.593009,-58.408511,,2,calle_altura,exacta,2026-06-17
RODRIGUEZ PEÑA 1150,RODRIGUEZ PENA 1150,"RODRIGUEZ PEÑA 1150, CABA",-34.595383,-58.392011,,2,calle_altura,exacta,2026-06-17
AMENABAR 2260,AMENABAR 2260,"AMENABAR 2260, CABA",-34.561651,-58.459902,,13,calle_altura,exacta,2026-06-17
"CALVO, CARLOS 492",CALVO 492,"CALVO, CARLOS 492, CABA",-34.619631,-58.372759,,1,calle_altura,exacta,2026-06-17
MATHEU 1527,MATHEU 1527,"MATHEU 1527, CABA",-34.627529,-58.39876,,3,calle_altura,exacta,2026-06-17
MUÑIZ 1087;MUÑIZ 1089,MUNIZ 1087,"MUÑIZ 1087, CABA",-34.626601,-58.425676,,5,calle_altura,exacta,2026-06-17
CONGRESO 1922,CONGRESO 1922,"CONGRESO 1922, CABA",-34.553114,-58.457787,,13,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 2065,INDEPENDENCIA 2065,"INDEPENDENCIA AV. 2065, CABA",-34.61827,-58.395495,,3,calle_altura,exacta,2026-06-17
MALABIA 108,MALABIA 108,"MALABIA 108, CABA",-34.601314,-58.442713,,15,calle_altura,exacta,2026-06-17
TUCUMAN 149,TUCUMAN 149,"TUCUMAN 149, CABA",-34.60052,-58.369822,,1,calle_altura,exacta,2026-06-17
REPUBLICA BOLIVARIANA DE VENEZUELA 1182,REPUBLICA BOLIVARIANA DE VENEZUELA 1182,"REPUBLICA BOLIVARIANA DE VENEZUELA 1182, CABA",-34.614394,-58.382819,,1,calle_altura,exacta,2026-06-17
BULNES 2593,BULNES 2593,"BULNES 2593, CABA",-34.582169,-58.406657,,14,calle_altura,exacta,2026-06-17
CORRIENTES AV. 1596;CORRIENTES AV. 1598,CORRIENTES 1596,"CORRIENTES AV. 1596, CABA",-34.604288,-58.389251,,1,calle_altura,exacta,2026-06-17
SALTA 322,SALTA 322,"SALTA 322, CABA",-34.612251,-58.383266,,1,calle_altura,exacta,2026-06-17
CIUDAD DE LA PAZ 2347;CIUDAD DE LA PAZ 2361;CABILDO AV. 2350,CIUDAD DE LA PAZ 2347,"CIUDAD DE LA PAZ 2347, CABA",-34.560225,-58.459669,,13,calle_altura,exacta,2026-06-17
"DEALESSI, PIERINA 1340",DEALESSI 1340,"DEALESSI, PIERINA 1340, CABA",-34.613403,-58.363571,,1,calle_altura,exacta,2026-06-17
"MITRE, BARTOLOME 1294;TALCAHUANO 95",MITRE 1294,"MITRE, BARTOLOME 1294, CABA",-34.607549,-58.384782,,1,calle_altura,exacta,2026-06-17
CORDOBA AV. 5600;FITZ ROY 1281,CORDOBA 5600,"CORDOBA AV. 5600, CABA",-34.587709,-58.440162,,15,calle_altura,exacta,2026-06-17
"PEDRAZA, MANUELA 2431",PEDRAZA 2431,"PEDRAZA, MANUELA 2431, CABA",-34.551884,-58.466637,,13,calle_altura,exacta,2026-06-17
"SANCHEZ DE LORIA 203;YRIGOYEN, HIPOLITO AV. 3302",SANCHEZ DE LORIA 203,"SANCHEZ DE LORIA 203, CABA",-34.612919,-58.413335,,5,calle_altura,exacta,2026-06-17
"HUERGO, ING. AV. 975",HUERGO 975,"HUERGO, ING. AV. 975, CABA",-34.618995,-58.366478,,1,calle_altura,exacta,2026-06-17
"ALVAREZ, JULIAN 2765",ALVAREZ 2765,"ALVAREZ, CRISOSTOMO 2765, CABA",-34.644597,-58.456183,,7,calle_altura,exacta,2026-06-17
CHILE AV. 308,CHILE 308,"CHILE AV. 308, CABA",-34.615947,-58.370516,,1,calle_altura,exacta,2026-06-17
VIEL 1443;PROVINCIAS UNIDAS 302,VIEL 1443,"VIEL 1443, CABA",-34.633777,-58.429297,,7,calle_altura,exacta,2026-06-17
BONPLAND 2117,BONPLAND 2117,"BONPLAND 2117, CABA",-34.580001,-58.433421,,14,calle_altura,exacta,2026-06-17
TRIUNVIRATO AV. 4078,TRIUNVIRATO 4078,"TRIUNVIRATO AV. 4078, CABA",-34.579352,-58.478416,,15,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 11048,RIVADAVIA 11048,"RIVADAVIA AV. 11048, CABA",-34.639122,-58.519558,,9,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 658,DIRECTORIO 658,"DIRECTORIO AV. 658, CABA",-34.628479,-58.436467,,7,calle_altura,exacta,2026-06-17
"GANA 452;JUSTO, JUAN B. AV. 9701;JUSTO, JUAN B. AV. 9703",GANA 452,"GANA 452, CABA",-34.634512,-58.526969,,10,calle_altura,exacta,2026-06-17
URIARTE 2461,URIARTE 2461,"URIARTE 2461, CABA",-34.58102,-58.423073,,14,calle_altura,exacta,2026-06-17
SANTA FE AV. 2733,SANTA FE 2733,"SANTA FE AV. 2733, CABA",-34.592986,-58.405438,,2,calle_altura,exacta,2026-06-17
CALLAO AV. 1088,CALLAO 1088,"CALLAO AV. 1088, CABA",-34.596095,-58.393418,,2,calle_altura,exacta,2026-06-17
ARGERICH 4205;PAREJA 2997,ARGERICH 4205,"ARGERICH 4205, CABA",-34.590604,-58.500236,,12,calle_altura,exacta,2026-06-17
"ALBERDI, JUAN BAUTISTA AV. 3023",ALBERDI 3023,"ALBERDI, JUAN BAUTISTA AV. 3023, CABA",-34.633761,-58.470333,,7,calle_altura,exacta,2026-06-17
"FITZ ROY 1415;VEGA, NICETO, Cnel. AV. 5599",FITZ ROY 1415,"FITZ ROY 1415, CABA",-34.586596,-58.439028,,14,calle_altura,exacta,2026-06-17
BOEDO AV. 963,BOEDO 963,"BOEDO AV. 963, CABA",-34.624995,-58.416233,,5,calle_altura,exacta,2026-06-17
ARAOZ 162,ARAOZ 162,"ARAOZ 162, CABA",-34.601589,-58.439873,,15,calle_altura,exacta,2026-06-17
"PERON, JUAN DOMINGO, TTE. GENERAL 1417",PERON 1417,"PERON, JUAN DOMINGO, TTE. GENERAL 1417, CABA",-34.60641,-58.386699,,1,calle_altura,exacta,2026-06-17
"PERON, JUAN DOMINGO, TTE. GENERAL 3792",PERON 3792,"PERON, JUAN DOMINGO, TTE. GENERAL 3792, CABA",-34.606216,-58.419624,,5,calle_altura,exacta,2026-06-17
RODRIGUEZ PEÑA 216,RODRIGUEZ PENA 216,"RODRIGUEZ PEÑA 216, CABA",-34.606414,-58.390803,,1,calle_altura,exacta,2026-06-17
BRANDSEN 1901,BRANDSEN 1901,"BRANDSEN 1901, CABA",-34.638116,-58.377797,,4,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 1511,LOPE DE VEGA 1511,"LOPE DE VEGA AV. 1511, CABA",-34.625855,-58.509506,,10,calle_altura,exacta,2026-06-17
CORDOBA AV. 2928,CORDOBA 2928,"CORDOBA AV. 2928, CABA",-34.598163,-58.408758,,3,calle_altura,exacta,2026-06-17
"JAURETCHE, ARTURO 225",JAURETCHE 225,"JAURETCHE, ARTURO 225, CABA",-34.610473,-58.436247,,6,calle_altura,exacta,2026-06-17
"AGUIRRE 499;SCALABRINI ORTIZ, RAUL AV. 601",AGUIRRE 499,"AGUIRRE 499, CABA",-34.597926,-58.435329,,15,calle_altura,exacta,2026-06-17
CASEROS AV. 2822,CASEROS 2822,"CASEROS AV. 2822, CABA",-34.636638,-58.402446,,4,calle_altura,exacta,2026-06-17
"GOYENA, PEDRO AV. 1469",GOYENA 1469,"GOYENA, PEDRO AV. 1469, CABA",-34.627594,-58.447979,,6,calle_altura,exacta,2026-06-17
MALABIA 1825,MALABIA 1825,"MALABIA 1825, CABA",-34.589309,-58.42474,,14,calle_altura,exacta,2026-06-17
"PERON, JUAN DOMINGO, TTE. GENERAL 1999",PERON 1999,"PERON, JUAN DOMINGO, TTE. GENERAL 1999, CABA",-34.607004,-58.394888,,3,calle_altura,exacta,2026-06-17
"CASTILLO, CATULO 2998;LA RIOJA 2002;LA RIOJA 2004",CASTILLO 2998,"CASTILLO, CATULO 2998, CABA",-34.634734,-58.405708,,4,calle_altura,exacta,2026-06-17
"PUEYRREDON, HONORIO, DR. AV. 683",PUEYRREDON 683,"PUEYRREDON AV. 683, CABA",-34.60213,-58.404778,,3,calle_altura,exacta,2026-06-17
PATRON 6000;LARRAZABAL AV. 502,PATRON 6000,"PATRON 6000, CABA",-34.644119,-58.510934,,9,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 6139,RIVADAVIA 6139,"RIVADAVIA AV. 6139, CABA",-34.625037,-58.45274,,6,calle_altura,exacta,2026-06-17
CORRIENTES AV. 2445;CORRIENTES AV. 2449;CORRIENTES AV. 2451;CORRIENTES AV. 2455,CORRIENTES 2445,"CORRIENTES AV. 2445, CABA",-34.604606,-58.40148,,3,calle_altura,exacta,2026-06-17
NOGOYA 6061,NOGOYA 6061,"NOGOYA 6061, CABA",-34.625153,-58.526196,,10,calle_altura,exacta,2026-06-17
"FERNANDEZ MORENO, BALDOMERO 1694",FERNANDEZ MORENO 1694,"FERNANDEZ MORENO, BALDOMERO 1694, CABA",-34.633334,-58.449015,,7,calle_altura,exacta,2026-06-17
ARTIGAS MANUEL de 5125,ARTIGAS MANUEL DE 5125,"ARTIGAS MANUEL DE 5125, CABA",-34.644214,-58.496747,,9,calle_altura,exacta,2026-06-17
CASEROS AV. 2766,CASEROS 2766,"CASEROS AV. 2766, CABA",-34.636459,-58.401463,,4,calle_altura,exacta,2026-06-17
FRAGA 602,FRAGA 602,"FRAGA 602, CABA",-34.584788,-58.452587,,15,calle_altura,exacta,2026-06-17
SIMBRON 4602,SIMBRON 4602,"SIMBRON 4602, CABA",-34.61007,-58.513993,,11,calle_altura,exacta,2026-06-17
"USPALLATA 900;MONTES DE OCA, MANUEL 402",USPALLATA 900,"USPALLATA 900, CABA",-34.633183,-58.375497,,4,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 1357,LOPE DE VEGA 1357,"LOPE DE VEGA AV. 1357, CABA",-34.627092,-58.507859,,10,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 3345,LOPE DE VEGA 3345,"LOPE DE VEGA AV. 3345, CABA",-34.612742,-58.526773,,11,calle_altura,exacta,2026-06-17
ANDONAEGUI 2151,ANDONAEGUI 2151,"ANDONAEGUI 2151, CABA",-34.578324,-58.487314,,12,calle_altura,exacta,2026-06-17
SAN JUAN AV. 950,SAN JUAN 950,"SAN JUAN AV. 950, CABA",-34.622201,-58.379326,,1,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 4533,RIVADAVIA 4533,"RIVADAVIA AV. 4533, CABA",-34.61508,-58.429407,,5,calle_altura,exacta,2026-06-17
"CALVO, CARLOS 3699",CALVO 3699,"CALVO, CARLOS 3699, CABA",-34.624446,-58.417643,,5,calle_altura,exacta,2026-06-17
GUISE 1785,GUISE 1785,"GUISE 1785, CABA",-34.591888,-58.413854,,14,calle_altura,exacta,2026-06-17
PARAGUAY 854,PARAGUAY 854,"PARAGUAY 854, CABA",-34.597722,-58.379119,,1,calle_altura,exacta,2026-06-17
MORON 3227,MORON 3227,"MORON 3227, CABA",-34.625277,-58.476854,,10,calle_altura,exacta,2026-06-17
AREVALO 2801,AREVALO 2801,"AREVALO 2801, CABA",-34.572888,-58.431902,,14,calle_altura,exacta,2026-06-17
"PELLEGRINI, CARLOS 601",PELLEGRINI 601,"PELLEGRINI, CARLOS 601, CABA",-34.601206,-58.381071,,1,calle_altura,exacta,2026-06-17
BOEDO AV. 1834;BOEDO AV. 1838,BOEDO 1834,"BOEDO AV. 1834, CABA",-34.635565,-58.416087,,5,calle_altura,exacta,2026-06-17
MOSCONI GENERAL AV. 2524,MOSCONI 2524,"MOSCONI GENERAL AV. 2524, CABA",-34.583732,-58.497893,,12,calle_altura,exacta,2026-06-17
"PERON, EVA AV. 4813",PERON 4813,"PERON, EVA AV. 4813, CABA",-34.65681,-58.477722,,9,calle_altura,exacta,2026-06-17
"BROWN, ALTE. AV. 947",BROWN 947,"BROWN, ALTE. AV. 947, CABA",-34.633251,-58.360212,,4,calle_altura,exacta,2026-06-17
MERCEDES 3088;MERCEDES 3098,MERCEDES 3088,"MERCEDES 3088, CABA",-34.607208,-58.506577,,11,calle_altura,exacta,2026-06-17
CRAMER AV. 3010,CRAMER 3010,"CRAMER AV. 3010, CABA",-34.556716,-58.468301,,13,calle_altura,exacta,2026-06-17
"ALBERDI, JUAN BAUTISTA AV. 112",ALBERDI 112,"ALBERDI, JUAN BAUTISTA AV. 112, CABA",-34.622417,-58.429437,,6,calle_altura,exacta,2026-06-17
ALVAREZ JONTE AV. 5227;ALVAREZ JONTE AV. 5229,ALVAREZ JONTE 5227,"ALVAREZ JONTE AV. 5227, CABA",-34.623414,-58.510729,,10,calle_altura,exacta,2026-06-17
EL SALVADOR 4827,EL SALVADOR 4827,"EL SALVADOR 4827, CABA",-34.588485,-58.428402,,14,calle_altura,exacta,2026-06-17
ACEVEDO 322,ACEVEDO 322,"ACEVEDO 322, CABA",-34.598695,-58.441513,,15,calle_altura,exacta,2026-06-17
NAZARRE 6102;GALLARDO 1096,NAZARRE 6102,"NAZARRE 6102, CABA",-34.624704,-58.52787,,10,calle_altura,exacta,2026-06-17
ROOSEVELT FRANKLIN D. 1702,ROOSEVELT FRANKLIN D 1702,"ROOSEVELT FRANKLIN D. 1702, CABA",-34.553622,-58.45415,,13,calle_altura,exacta,2026-06-17
AZOPARDO 413,AZOPARDO 413,"AZOPARDO 413, CABA",-34.612451,-58.368012,,1,calle_altura,exacta,2026-06-17
GUARDIA VIEJA 4160,GUARDIA VIEJA 4160,"GUARDIA VIEJA 4160, CABA",-34.600496,-58.423039,,5,calle_altura,exacta,2026-06-17
SALTA 389,SALTA 389,"SALTA 389, CABA",-34.613044,-58.383276,,1,calle_altura,exacta,2026-06-17
SERRANO 1580,SERRANO 1580,"SERRANO 1580, CABA",-34.588788,-58.430509,,14,calle_altura,exacta,2026-06-17
CORRIENTES AV. 2900;BOULOGNE SUR MER 497,CORRIENTES 2900,"CORRIENTES AV. 2900, CABA",-34.604512,-58.406539,,3,calle_altura,exacta,2026-06-17
MONROE AV. 3483,MONROE 3483,"MONROE AV. 3483, CABA",-34.564672,-58.470304,,12,calle_altura,exacta,2026-06-17
"BORGES, JORGE LUIS 1772",BORGES 1772,"BORGES, JORGE LUIS 1772, CABA",-34.587577,-58.428524,,14,calle_altura,exacta,2026-06-17
TRIUNVIRATO AV. 2799,TRIUNVIRATO 2799,"TRIUNVIRATO AV. 2799, CABA",-34.585055,-58.461935,,15,calle_altura,exacta,2026-06-17
SAN JUAN AV. 2499,SAN JUAN 2499,"SAN JUAN BAUTISTA DE LA SALLE AV. 2499, CABA",-34.656,-58.470168,,9,calle_altura,exacta,2026-06-17
LAVALLE 3780,LAVALLE 3780,"LAVALLE 3780, CABA",-34.599721,-58.418656,,5,calle_altura,exacta,2026-06-17
VARELA AV. 1296;ASAMBLEA AV. 2295;ASAMBLEA AV. 2299,VARELA 1296,"VARELA AV. 1296, CABA",-34.643609,-58.454033,,7,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 685,DIRECTORIO 685,"DIRECTORIO AV. 685, CABA",-34.628395,-58.436907,,6,calle_altura,exacta,2026-06-17
GORRITI 4758,GORRITI 4758,"GORRITI 4758, CABA",-34.59109,-58.428666,,14,calle_altura,exacta,2026-06-17
FRAGA 1299,FRAGA 1299,"FRAGA 1299, CABA",-34.582877,-58.461806,,15,calle_altura,exacta,2026-06-17
MIGUELETES 1183,MIGUELETES 1183,"MIGUELETES 1183, CABA",-34.563786,-58.438508,,14,calle_altura,exacta,2026-06-17
CHACABUCO 454,CHACABUCO 454,"CHACABUCO 454, CABA",-34.613406,-58.376093,,1,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 3102,INDEPENDENCIA 3102,"INDEPENDENCIA AV. 3102, CABA",-34.620145,-58.409422,,3,calle_altura,exacta,2026-06-17
PARAGUAY 2316,PARAGUAY 2316,"PARAGUAY 2316, CABA",-34.597998,-58.400974,,2,calle_altura,exacta,2026-06-17
PERU 1086,PERU 1086,"PERU 1086, CABA",-34.62055,-58.374185,,1,calle_altura,exacta,2026-06-17
SANTA FE AV. 920,SANTA FE 920,"SANTA FE AV. 920, CABA",-34.595336,-58.380262,,1,calle_altura,exacta,2026-06-17
"MONTES DE OCA, MANUEL 428",MONTES DE OCA 428,"MONTES DE OCA, MANUEL AV. 428, CABA",-34.633535,-58.3757,,4,calle_altura,exacta,2026-06-17
AYACUCHO 662,AYACUCHO 662,"AYACUCHO 662, CABA",-34.601404,-58.395623,,3,calle_altura,exacta,2026-06-17
SAN JOSE 129,SAN JOSE 129,"SAN JOSE 129, CABA",-34.610142,-58.386255,,1,calle_altura,exacta,2026-06-17
"ACHA, MARIANO, Gral. 929",ACHA 929,"ACHA, MARIANO, GRAL. 929, CABA",-34.584637,-58.472008,,15,calle_altura,exacta,2026-06-17
"SARANDI 103;SARANDI 107;YRIGOYEN, HIPOLITO 2002;YRIGOYEN, HIPOLITO 2004",SARANDI 103,"SARANDI 103, CABA",-34.610636,-58.394862,,3,calle_altura,exacta,2026-06-17
MONTEVIDEO 134,MONTEVIDEO 134,"MONTEVIDEO 134, CABA",-34.607385,-58.389328,,1,calle_altura,exacta,2026-06-17
GUARDIA VIEJA 3796,GUARDIA VIEJA 3796,"GUARDIA VIEJA 3796, CABA",-34.601056,-58.417633,,5,calle_altura,exacta,2026-06-17
"GAINZA, MARTIN DE, GRAL. 522;GAINZA, MARTIN DE, GRAL. 524",GAINZA 522,"GAINZA, MARTIN DE, GRAL. 522, CABA",-34.616255,-58.446768,,6,calle_altura,exacta,2026-06-17
BLANCO ENCALADA 2115,BLANCO ENCALADA 2115,"BLANCO ENCALADA 2115, CABA",-34.557617,-58.456468,,13,calle_altura,exacta,2026-06-17
DORREGO 1675;DORREGO 1677;DORREGO 1679,DORREGO 1675,"DORREGO 1675, CABA",-34.582107,-58.443603,,14,calle_altura,exacta,2026-06-17
"SANTA FE AV. 4084;SANTA FE AV. 4088;SANTA FE AV. 4096;SANTA FE AV. 4100;BORGES, JORGE LUIS 2473;BORGES, JORGE LUIS 2475;BORGES, JORGE LUIS 2477;BORGES, JORGE LUIS 2479;BORGES, JORGE LUIS 2481;BORGES, JORGE LUIS 2483;BORGES, JORGE LUIS 2485;BORGES, JORGE LUIS 2487;BORGES, JORGE LUIS 2489;BORGES, JORGE LUIS 2493",SANTA FE 4084,"SANTA FE AV. 4084, CABA",-34.58205,-58.420701,,14,calle_altura,exacta,2026-06-17
JURAMENTO 4948,JURAMENTO 4948,"JURAMENTO 4948, CABA",-34.57704,-58.480946,,12,calle_altura,exacta,2026-06-17
CORDOBA AV. 3398;CORDOBA AV. 3400,CORDOBA 3398,"CORDOBA AV. 3398, CABA",-34.597987,-58.414518,,5,calle_altura,exacta,2026-06-17
MALABIA 227,MALABIA 227,"MALABIA 227, CABA",-34.600535,-58.441588,,15,calle_altura,exacta,2026-06-17
"RAVIGNANI, EMILIO, Dr. 2394;RAVIGNANI, EMILIO, Dr. 2392;SANTA FE AV. 5202",RAVIGNANI 2394,"RAVIGNANI, EMILIO, DR. 2394, CABA",-34.576303,-58.433234,,14,calle_altura,exacta,2026-06-17
"MARTINEZ, ENRIQUE, GRAL. 1401",MARTINEZ 1401,"MARTINEZ CASTRO 1401, CABA",-34.647317,-58.467893,,9,calle_altura,exacta,2026-06-17
SANTA ELENA 432,SANTA ELENA 432,"SANTA ELENA 432, CABA",-34.648263,-58.384286,,4,calle_altura,exacta,2026-06-17
BELGRANO AV. 1414,BELGRANO 1414,"BELGRANO AV. 1414, CABA",-34.613536,-58.386371,,1,calle_altura,exacta,2026-06-17
SAENZ AV. 102;SAENZ AV. 106,SAENZ 102,"SAENZ AV. 102, CABA",-34.640528,-58.415978,,4,calle_altura,exacta,2026-06-17
ZAPIOLA 3211,ZAPIOLA 3211,"ZAPIOLA 3211, CABA",-34.555991,-58.471638,,13,calle_altura,exacta,2026-06-17
SERRANO 1550,SERRANO 1550,"SERRANO 1550, CABA",-34.589004,-58.430719,,14,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 1956,RIVADAVIA 1956,"RIVADAVIA AV. 1956, CABA",-34.609401,-58.394187,,3,calle_altura,exacta,2026-06-17
CERVIÑO AV. 3299,CERVINO 3299,"CERVIÑO AV. 3299, CABA",-34.581197,-58.406048,,14,calle_altura,exacta,2026-06-17
LAVALLE 2853,LAVALLE 2853,"LAVALLE 2853, CABA",-34.603046,-58.406906,,3,calle_altura,exacta,2026-06-17
PRIMERA JUNTA 2615;VARELA AV. 899,PRIMERA JUNTA 2615,"PRIMERA JUNTA 2615, CABA",-34.639624,-58.458729,,7,calle_altura,exacta,2026-06-17
HUMBOLDT 2295;PARAGUAY 5100,HUMBOLDT 2295,"HUMBOLDT 2295, CABA",-34.58032,-58.430085,,14,calle_altura,exacta,2026-06-17
ROSARIO 886,ROSARIO 886,"ROSARIO 886, CABA",-34.620801,-58.440816,,6,calle_altura,exacta,2026-06-17
"COSSETTINI, OLGA 1091",COSSETTINI 1091,"COSSETTINI, OLGA 1091, CABA",-34.609677,-58.363682,,1,calle_altura,exacta,2026-06-17
TRES ARROYOS 2914,TRES ARROYOS 2914,"TRES ARROYOS 2914, CABA",-34.617607,-58.476815,,11,calle_altura,exacta,2026-06-17
"DUMONT, SANTOS 4527",DUMONT 4527,"DUMONT, SANTOS 4527, CABA",-34.59352,-58.454507,,15,calle_altura,exacta,2026-06-17
ROSARIO 149,ROSARIO 149,"ROSARIO 149, CABA",-34.618515,-58.430534,,6,calle_altura,exacta,2026-06-17
"GALLARDO, ANGEL AV. 848",GALLARDO 848,"GALLARDO 848, CABA",-34.628189,-58.526079,,10,calle_altura,exacta,2026-06-17
CUENCA 2679;CUENCA 2685,CUENCA 2679,"CUENCA 2679, CABA",-34.604934,-58.492415,,11,calle_altura,exacta,2026-06-17
