direccion_original,direccion_consulta,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,precision,estado,fecha_consulta
CHILE 477,CHILE 477,"CHILE 477, CABA",-34.615988,-58.372902,,1,calle_altura,exacta,2026-06-17
BERMUDEZ 1649,BERMUDEZ 1649,"BERMUDEZ 1649, CABA",-34.622721,-58.505161,,10,calle_altura,exacta,2026-06-17
"BEIRO, FRANCISCO AV. 4941;BEIRO, FRANCISCO AV. 4945",BEIRO 4941,"BEIRO, FRANCISCO AV. 4941, CABA",-34.610781,-58.519945,,11,calle_altura,exacta,2026-06-17
"SANTA FE AV. 3251;SANTA FE AV. 3253;DIAZ, CNEL. AV. 1944;DIAZ, CNEL. AV. 1998;DIAZ, CNEL. AV. 2098;DIAZ, CNEL. AV. 1962;DIAZ, CNEL. AV. 2026;DIAZ, CNEL. AV. 2040;DIAZ, CNEL. AV. 2050;DIAZ, CNEL. AV. 2060;DIAZ, CNEL. AV. 2070;BERUTI 3328;ARENALES 3320;ARENALES 3390;ARENALES 3315;ARENALES 3319;ARENALES 3323;ARENALES 3324;ARENALES 3330;ARENALES 3340;ARENALES 3350;ARENALES 3360;ARENALES 3366;ARENALES 3370",SANTA FE 3251,"SANTA FE AV. 3251, CABA",-34.588556,-58.410667,,14,calle_altura,exacta,2026-06-17
DEL COMERCIO 1284;DEL COMERCIO 1286;ASAMBLEA AV. 849,DEL COMERCIO 1284,"DEL COMERCIO 1284, CABA",-34.634591,-58.436766,,7,calle_altura,exacta,2026-06-17
"DIAZ, AVELINO 1935",DIAZ 1935,"DIAZ, AVELINO 1935, CABA",-34.639242,-58.445789,,7,calle_altura,exacta,2026-06-17
"PAZ, GRAL. AV. 10632;PAZ, GRAL. AV. 10634;PAZ, GRAL. AV. 10654",PAZ 10632,"PAZ, GRAL. AV. 10632, CABA",-34.639869,-58.529004,,9,calle_altura,exacta,2026-06-17
"VERA PEÑALOZA, ROSARIO 401;MANSO JUANA 1702;MANSO JUANA 1704",VERA PENALOZA 401,"VERA PEÑALOZA, ROSARIO 401, CABA",-34.617877,-58.361625,,1,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 2097,DIRECTORIO 2097,"DIRECTORIO AV. 2097, CABA",-34.632068,-58.456436,,7,calle_altura,exacta,2026-06-17
SANCHEZ DE BUSTAMANTE 435,SANCHEZ DE BUSTAMANTE 435,"SANCHEZ DE BUSTAMANTE 435, CABA",-34.604724,-58.414628,,5,calle_altura,exacta,2026-06-17
"GALLARDO, ANGEL AV. 602",GALLARDO 602,"GALLARDO 602, CABA",-34.63152,-58.525061,,10,calle_altura,exacta,2026-06-17
CUCHA CUCHA 1995;CUCHA CUCHA 1997,CUCHA CUCHA 1995,"CUCHA CUCHA 1995, CABA",-34.601751,-58.456943,,15,calle_altura,exacta,2026-06-17
"BRAVO, MARIO 1089",BRAVO 1089,"BRAVO, MARIO 1089, CABA",-34.596904,-58.415541,,2,calle_altura,exacta,2026-06-17
CORRIENTES AV. 5095,CORRIENTES 5095,"CORRIENTES AV. 5095, CABA",-34.600286,-58.437271,,15,calle_altura,exacta,2026-06-17
25 DE MAYO 430,25 DE MAYO 430,"25 DE MAYO 430, CABA",-34.602737,-58.371162,,1,calle_altura,exacta,2026-06-17
THAMES 1914,THAMES 1914,"THAMES 1914, CABA",-34.585839,-58.427883,,14,calle_altura,exacta,2026-06-17
LARREA 709,LARREA 709,"LARREA 709, CABA",-34.600923,-58.402334,,3,calle_altura,exacta,2026-06-17
"IRIARTE, GRAL. 2026",IRIARTE 2026,"IRIARTE, GRAL. 2026, CABA",-34.648838,-58.376212,,4,calle_altura,exacta,2026-06-17
SANTA FE AV. 3745,SANTA FE 3745,"SANTA FE AV. 3745, CABA",-34.584773,-58.416367,,14,calle_altura,exacta,2026-06-17
PEÑA 2902,PENA 2902,"PEÑA 2902, CABA",-34.586825,-58.403802,,2,calle_altura,exacta,2026-06-17
"YRIGOYEN, HIPOLITO AV. 1800;ENTRE RIOS AV. 114",YRIGOYEN 1800,"YRIGOYEN, HIPOLITO AV. 1800, CABA",-34.610393,-58.39174,,1,calle_altura,exacta,2026-06-17
"FALCON, RAMON L.,CNEL. 3692",FALCON 3692,"FALCON, RAMON L.,CNEL. 3692, CABA",-34.634423,-58.47811,,10,calle_altura,exacta,2026-06-17
RIVERA INDARTE AV. 34,RIVERA INDARTE 34,"RIVERA INDARTE AV. 34, CABA",-34.629109,-58.462568,,7,calle_altura,exacta,2026-06-17
BARCO CENTENERA del 157,BARCO CENTENERA DEL 157,"BARCO CENTENERA DEL 157, CABA",-34.621494,-58.441063,,6,calle_altura,exacta,2026-06-17
"ALBERDI, JUAN BAUTISTA AV. 6200",ALBERDI 6200,"ALBERDI, JUAN BAUTISTA AV. 6200, CABA",-34.654435,-58.505528,,9,calle_altura,exacta,2026-06-17
MEXICO 1558,MEXICO 1558,"MEXICO 1558, CABA",-34.61559,-58.388372,,1,calle_altura,exacta,2026-06-17
CHILE 419;CHILE 417,CHILE 419,"CHILE 419, CABA",-34.615992,-58.372067,,1,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 9064;RIVADAVIA AV. 9070,RIVADAVIA 9064,"RIVADAVIA AV. 9064, CABA",-34.63634,-58.491894,,10,calle_altura,exacta,2026-06-17
"BONIFACIO, JOSE 4087",BONIFACIO 4087,"BONIFACIO, JOSE 4087, CABA",-34.639589,-58.48173,,9,calle_altura,exacta,2026-06-17
DEL LIBERTADOR AV. 6248,DEL LIBERTADOR 6248,"DEL LIBERTADOR AV. 6248, CABA",-34.554468,-58.449769,,13,calle_altura,exacta,2026-06-17
"IRIARTE, GRAL. AV. 3266",IRIARTE 3266,"IRIARTE, GRAL. AV. 3266, CABA",-34.651515,-58.393625,,4,calle_altura,exacta,2026-06-17
"CALVO, CARLOS 796;PIEDRAS 1006",CALVO 796,"CALVO, CARLOS 796, CABA",-34.61975,-58.37713,,1,calle_altura,exacta,2026-06-17
MEDRANO AV. 79,MEDRANO 79,"MEDRANO AV. 79, CABA",-34.610218,-58.421171,,5,calle_altura,exacta,2026-06-17
PARAGUAY 2038,PARAGUAY 2038,"PARAGUAY 2038, CABA",-34.598704,-58.396385,,2,calle_altura,exacta,2026-06-17
"RAVIGNANI, EMILIO, Dr. 1466",RAVIGNANI 1466,"RAVIGNANI, EMILIO, DR. 1466, CABA",-34.583762,-58.441776,,14,calle_altura,exacta,2026-06-17
TARIJA 4398;LA PLATA AV. 1306,TARIJA 4398,"TARIJA 4398, CABA",-34.630451,-58.425741,,5,calle_altura,exacta,2026-06-17
CORRIENTES AV. 3954,CORRIENTES 3954,"CORRIENTES AV. 3954, CABA",-34.603323,-58.42031,,5,calle_altura,exacta,2026-06-17
"FIGUEROA, D. APOLINARIO, CORONEL 675",FIGUEROA 675,"ACUÑA DE FIGUEROA, FRANCISCO 675, CABA",-34.603306,-58.422555,,5,calle_altura,exacta,2026-06-17
MENDOZA 2587,MENDOZA 2587,"MENDOZA 2587, CABA",-34.562052,-58.459218,,13,calle_altura,exacta,2026-06-17
POSADAS 1059,POSADAS 1059,"POSADAS 1059, CABA",-34.590105,-58.382327,,1,calle_altura,exacta,2026-06-17
POSADAS 1029,POSADAS 1029,"POSADAS 1029, CABA",-34.590113,-58.381847,,1,calle_altura,exacta,2026-06-17
"MAGARIÑOS CERVANTES, A. 2455",MAGARINOS CERVANTES 2455,"MAGARIÑOS CERVANTES, A. 2455, CABA",-34.610464,-58.474304,,11,calle_altura,exacta,2026-06-17
ALVAREZ JONTE 2139,ALVAREZ JONTE 2139,"ALVAREZ JONTE 2139, CABA",-34.604894,-58.473443,,15,calle_altura,exacta,2026-06-17
BONPLAND 924,BONPLAND 924,"BONPLAND 924, CABA",-34.589398,-58.444884,,15,calle_altura,exacta,2026-06-17
SANTA FE AV. 5224,SANTA FE 5224,"SANTA FE AV. 5224, CABA",-34.576086,-58.433576,,14,calle_altura,exacta,2026-06-17
"SCALABRINI ORTIZ, RAUL AV. 1603",SCALABRINI ORTIZ 1603,"SCALABRINI ORTIZ, RAUL AV. 1603, CABA",-34.59085,-58.424703,,14,calle_altura,exacta,2026-06-17
VIAMONTE 834,VIAMONTE 834,"VIAMONTE 834, CABA",-34.600134,-58.37883,,1,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 11164,RIVADAVIA 11164,"RIVADAVIA AV. 11164, CABA",-34.638987,-58.522067,,9,calle_altura,exacta,2026-06-17
SAN JUAN AV. 2190;SAN JUAN AV. 2200;PASCO 1218,SAN JUAN 2190,"SAN JUAN BAUTISTA DE LA SALLE AV. 2190, CABA",-34.654501,-58.475596,,9,calle_altura,exacta,2026-06-17
CONDE 2399,CONDE 2399,"CONDE 2399, CABA",-34.564561,-58.467783,,13,calle_altura,exacta,2026-06-17
PARAGUAY 4200,PARAGUAY 4200,"PARAGUAY 4200, CABA",-34.587063,-58.421199,,14,calle_altura,exacta,2026-06-17
RIVADAVIA 930,RIVADAVIA 930,"RIVADAVIA AV. 930, CABA",-34.608353,-58.37968,,1,calle_altura,exacta,2026-06-17
IBERA 1643,IBERA 1643,"IBERA 1643, CABA",-34.549472,-58.456727,,13,calle_altura,exacta,2026-06-17
HUBAC 5005,HUBAC 5005,"HUBAC 5005, CABA",-34.658359,-58.478442,,8,calle_altura,exacta,2026-06-17
"CASTRO, EMILIO AV. 6687",CASTRO 6687,"CASTRO, EMILIO AV. 6687, CABA",-34.651343,-58.514245,,9,calle_altura,exacta,2026-06-17
BAUNESS 1198,BAUNESS 1198,"BAUNESS 1198, CABA",-34.587109,-58.476802,,15,calle_altura,exacta,2026-06-17
QUIRNO 815,QUIRNO 815,"QUIRNO 815, CABA",-34.641228,-58.465833,,7,calle_altura,exacta,2026-06-17
ARENALES 3359;BERUTI 3336,ARENALES 3359,"ARENALES 3359, CABA",-34.587494,-58.410495,,14,calle_altura,exacta,2026-06-17
CHICLANA AV. 3696;CHICLANA AV. 3700,CHICLANA 3696,"CHICLANA AV. 3696, CABA",-34.637526,-58.416028,,5,calle_altura,exacta,2026-06-17
CABILDO AV. 2450,CABILDO 2450,"CABILDO AV. 2450, CABA",-34.558824,-58.459609,,13,calle_altura,exacta,2026-06-17
HONDURAS AV. 4109;HONDURAS AV. 4101,HONDURAS 4109,"HONDURAS AV. 4109, CABA",-34.594098,-58.421213,,14,calle_altura,exacta,2026-06-17
FITZ ROY 1617;FITZ ROY 1621,FITZ ROY 1617,"FITZ ROY 1617, CABA",-34.584781,-58.436952,,14,calle_altura,exacta,2026-06-17
GORRITI 4918,GORRITI 4918,"GORRITI 4918, CABA",-34.589887,-58.430534,,14,calle_altura,exacta,2026-06-17
BAUNESS 1302,BAUNESS 1302,"BAUNESS 1302, CABA",-34.585626,-58.478178,,15,calle_altura,exacta,2026-06-17
GUEMES 4202;GUEMES 4210,GUEMES 4202,"GUEMES 4202, CABA",-34.584388,-58.419867,,14,calle_altura,exacta,2026-06-17
CERVIÑO AV. 3385,CERVINO 3385,"CERVIÑO AV. 3385, CABA",-34.580942,-58.406756,,14,calle_altura,exacta,2026-06-17
ARROYO 882;ARROYO 884,ARROYO 882,"ARROYO 882, CABA",-34.591475,-58.379807,,1,calle_altura,exacta,2026-06-17
ASAMBLEA AV. 1382,ASAMBLEA 1382,"ASAMBLEA AV. 1382, CABA",-34.636332,-58.443741,,7,calle_altura,exacta,2026-06-17
ESTADOS UNIDOS 1278,ESTADOS UNIDOS 1278,"ESTADOS UNIDOS 1278, CABA",-34.618643,-58.383912,,1,calle_altura,exacta,2026-06-17
"ALBERDI, JUAN BAUTISTA AV. 7299",ALBERDI 7299,"ALBERDI, JUAN BAUTISTA AV. 7299, CABA",-34.660845,-58.515645,,9,calle_altura,exacta,2026-06-17
"YRIGOYEN, HIPOLITO AV. 1550",YRIGOYEN 1550,"YRIGOYEN, HIPOLITO AV. 1550, CABA",-34.610095,-58.388304,,1,calle_altura,exacta,2026-06-17
ARGERICH 798,ARGERICH 798,"ARGERICH 798, CABA",-34.62374,-58.474662,,7,calle_altura,exacta,2026-06-17
ASAMBLEA AV. 824,ASAMBLEA 824,"ASAMBLEA AV. 824, CABA",-34.634756,-58.435983,,7,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 1861,INDEPENDENCIA 1861,"INDEPENDENCIA AV. 1861, CABA",-34.618118,-58.392639,,3,calle_altura,exacta,2026-06-17
CAMARGO 454,CAMARGO 454,"CAMARGO 454, CABA",-34.600973,-58.439695,,15,calle_altura,exacta,2026-06-17
AZCUENAGA 787,AZCUENAGA 787,"AZCUENAGA 787, CABA",-34.599758,-58.401014,,3,calle_altura,exacta,2026-06-17
"MITRE, BARTOLOME 1899;RIOBAMBA 111",MITRE 1899,"MITRE, BARTOLOME 1899, CABA",-34.608013,-58.393309,,3,calle_altura,exacta,2026-06-17
MORENO 1102,MORENO 1102,"MORENO 1102, CABA",-34.61196,-58.382071,,1,calle_altura,exacta,2026-06-17
YERBAL 6;RIO DE JANEIRO 100,YERBAL 6,"YERBAL 6, CABA",-34.614162,-58.430284,,6,calle_altura,exacta,2026-06-17
"LAVALLEJA 1310;CABRERA, JOSE A. 4301",LAVALLEJA 1310,"LAVALLEJA 1310, CABA",-34.59472,-58.425256,,14,calle_altura,exacta,2026-06-17
CULPINA 95,CULPINA 95,"CULPINA 95, CABA",-34.631185,-58.466433,,7,calle_altura,exacta,2026-06-17
CONGRESO AV. 4869;CONGRESO AV. 4871,CONGRESO 4869,"CONGRESO AV. 4869, CABA",-34.568251,-58.487492,,12,calle_altura,exacta,2026-06-17
VIAMONTE 1334,VIAMONTE 1334,"VIAMONTE 1334, CABA",-34.600583,-58.385909,,1,calle_altura,exacta,2026-06-17
RIVERA INDARTE AV. 86,RIVERA INDARTE 86,"RIVERA INDARTE AV. 86, CABA",-34.629804,-58.462303,,7,calle_altura,exacta,2026-06-17
SOLDADO DE LA INDEPENDENCIA 1073,SOLDADO DE LA INDEPENDENCIA 1073,"SOLDADO DE LA INDEPENDENCIA 1073, CABA",-34.565487,-58.43789,,14,calle_altura,exacta,2026-06-17
LAVALLE 1731,LAVALLE 1731,"LAVALLE 1731, CABA",-34.603072,-58.391607,,1,calle_altura,exacta,2026-06-17
GUAYAQUIL 500,GUAYAQUIL 500,"GUAYAQUIL 500, CABA",-34.62039,-58.435122,,6,calle_altura,exacta,2026-06-17
"PUEYRREDON AV. 2498;LEVENE, RICARDO, Dr. 902",PUEYRREDON 2498,"PUEYRREDON AV. 2498, CABA",-34.585647,-58.393729,,2,calle_altura,exacta,2026-06-17
SAN MARTIN AV. 4935,SAN MARTIN 4935,"ESCALADA DE SAN MARTIN, R. 4935, CABA",-34.629856,-58.499371,,10,calle_altura,exacta,2026-06-17
DEFENSA 891,DEFENSA 891,"DEFENSA 891, CABA",-34.618201,-58.371664,,1,calle_altura,exacta,2026-06-17
"PERON, EVA AV. 5400;PERON, EVA AV. 5398;ALBARIÑO 2508;ALBARIÑO 2510",PERON 5400,"PERON, EVA AV. 5400, CABA",-34.660667,-58.483032,,8,calle_altura,exacta,2026-06-17
GODOY CRUZ 1702;GODOY CRUZ 1704;GODOY CRUZ 1706,GODOY CRUZ 1702,"GODOY CRUZ 1702, CABA",-34.587388,-58.433883,,14,calle_altura,exacta,2026-06-17
CORRIENTES AV. 5699,CORRIENTES 5699,"CORRIENTES AV. 5699, CABA",-34.595549,-58.443323,,15,calle_altura,exacta,2026-06-17
"YRIGOYEN, HIPOLITO 1852",YRIGOYEN 1852,"YRIGOYEN, HIPOLITO 1852, CABA",-34.610429,-58.392603,,3,calle_altura,exacta,2026-06-17
"FALCON, RAMON L.,CNEL. 2565",FALCON 2565,"FALCON, RAMON L.,CNEL. 2565, CABA",-34.630697,-58.464428,,7,calle_altura,exacta,2026-06-17
PUEYRREDON AV. 609,PUEYRREDON 609,"PUEYRREDON AV. 609, CABA",-34.603117,-58.40501,,3,calle_altura,exacta,2026-06-17
SALADILLO 5784;SALADILLO 5786,SALADILLO 5784,"SALADILLO 5784, CABA",-34.695463,-58.471521,,8,calle_altura,exacta,2026-06-17
"GONZALEZ, JOAQUIN V. 1774;GONZALEZ, JOAQUIN V. 1776",GONZALEZ 1774,"GONZALEZ, JOAQUIN V. 1774, CABA",-34.617061,-58.492303,,10,calle_altura,exacta,2026-06-17
MAIPU 349,MAIPU 349,"MAIPU 349, CABA",-34.603945,-58.376597,,1,calle_altura,exacta,2026-06-17
SANTA FE AV. 3954,SANTA FE 3954,"SANTA FE AV. 3954, CABA",-34.582894,-58.419415,,14,calle_altura,exacta,2026-06-17
PARAGUAY 3099;PARAGUAY 3095;GALLO 1307,PARAGUAY 3099,"PARAGUAY 3099, CABA",-34.595122,-58.410758,,2,calle_altura,exacta,2026-06-17
BERUTI 2652,BERUTI 2652,"BERUTI 2652, CABA",-34.591956,-58.403062,,2,calle_altura,exacta,2026-06-17
BALBASTRO 2105;CARABOBO AV. 1495;CARABOBO AV. 1499,BALBASTRO 2105,"BALBASTRO 2105, CABA",-34.641389,-58.446392,,7,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 3312;CULLEN 4801,ALVAREZ THOMAS 3312,"ALVAREZ THOMAS AV. 3312, CABA",-34.570757,-58.484451,,12,calle_altura,exacta,2026-06-17
BARCO CENTENERA del 257,BARCO CENTENERA DEL 257,"BARCO CENTENERA DEL 257, CABA",-34.622311,-58.440963,,6,calle_altura,exacta,2026-06-17
CORRIENTES AV. 2887,CORRIENTES 2887,"CORRIENTES AV. 2887, CABA",-34.604365,-58.406352,,3,calle_altura,exacta,2026-06-17
LAS HERAS GENERAL AV. 2920;LAS HERAS GENERAL AV. 2922,LAS HERAS 2920,"LAS HERAS GENERAL AV. 2920, CABA",-34.583551,-58.402654,,2,calle_altura,exacta,2026-06-17
JARAMILLO 2274,JARAMILLO 2274,"JARAMILLO 2274, CABA",-34.547404,-58.46735,,13,calle_altura,exacta,2026-06-17
LAVALLE 1150,LAVALLE 1150,"LAVALLE 1150, CABA",-34.602636,-58.382945,,1,calle_altura,exacta,2026-06-17
PARAGUAY 760,PARAGUAY 760,"PARAGUAY 760, CABA",-34.597662,-58.377664,,1,calle_altura,exacta,2026-06-17
ALICANTE 1996,ALICANTE 1996,"ALICANTE 1996, CABA",-34.622427,-58.523276,,10,calle_altura,exacta,2026-06-17
MORON 3309,MORON 3309,"MORON 3309, CABA",-34.62551,-58.477759,,10,calle_altura,exacta,2026-06-17
PASO DE LOS LIBRES 2514,PASO DE LOS LIBRES 2514,"PASO DE LOS LIBRES 2514, CABA",-34.617451,-58.518743,,11,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 2697,ALVAREZ THOMAS 2697,"ALVAREZ THOMAS AV. 2697, CABA",-34.575032,-58.478457,,12,calle_altura,exacta,2026-06-17
VALLE 733,VALLE 733,"VALLE 733, CABA",-34.624726,-58.438459,,6,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 2067,RIVADAVIA 2067,"RIVADAVIA AV. 2067, CABA",-34.609394,-58.395934,,3,calle_altura,exacta,2026-06-17
VALLE 79,VALLE 79,"VALLE 79, CABA",-34.623702,-58.428581,,6,calle_altura,exacta,2026-06-17
"SAENZ PEÑA, LUIS, PRES. 426",SAENZ PENA 426,"SAENZ PEÑA, LUIS, PRES. 426, CABA",-34.613833,-58.387467,,1,calle_altura,exacta,2026-06-17
VIDT 1893;REPUBLICA DOMINICANA 3494,VIDT 1893,"VIDT 1893, CABA",-34.590187,-58.41492,,14,calle_altura,exacta,2026-06-17
BELGRANO AV. 1119,BELGRANO 1119,"BELGRANO AV. 1119, CABA",-34.613066,-58.382055,,1,calle_altura,exacta,2026-06-17
"LOPEZ, VICENTE 2238",LOPEZ 2238,"SOLANO LOPEZ, F., MARISCAL 2238, CABA",-34.588928,-58.488126,,15,calle_altura,exacta,2026-06-17
CASEROS AV. 2620,CASEROS 2620,"CASEROS AV. 2620, CABA",-34.636054,-58.39931,,4,calle_altura,exacta,2026-06-17
PASTEUR 679,PASTEUR 679,"PASTEUR 679, CABA",-34.601406,-58.399742,,3,calle_altura,exacta,2026-06-17
FOREST AV. 617,FOREST 617,"FOREST AV. 617, CABA",-34.584795,-58.454207,,15,calle_altura,exacta,2026-06-17
CAAGUAZU 6050,CAAGUAZU 6050,"CAAGUAZU 6050, CABA",-34.642898,-58.513965,,9,calle_altura,exacta,2026-06-17
MORON 3186,MORON 3186,"MORON 3186, CABA",-34.62518,-58.47633,,7,calle_altura,exacta,2026-06-17
BOEDO AV. 1087,BOEDO 1087,"BOEDO AV. 1087, CABA",-34.626765,-58.416098,,5,calle_altura,exacta,2026-06-17
"PERON, EVA AV. 4718",PERON 4718,"PERON, EVA AV. 4718, CABA",-34.656044,-58.476663,,9,calle_altura,exacta,2026-06-17
BRAGADO 5300,BRAGADO 5300,"BRAGADO 5300, CABA",-34.648601,-58.496928,,9,calle_altura,exacta,2026-06-17
MEDRANO AV. 472,MEDRANO 472,"MEDRANO AV. 472, CABA",-34.605501,-58.421325,,5,calle_altura,exacta,2026-06-17
QUESADA 2885,QUESADA 2885,"QUESADA 2885, CABA",-34.556696,-58.467827,,13,calle_altura,exacta,2026-06-17
"ALVAREZ, DONATO, Tte. Gral. 634",ALVAREZ 634,"ALVAREZ, DONATO, TTE. GRAL. 634, CABA",-34.618357,-58.457445,,7,calle_altura,exacta,2026-06-17
VERA 599,VERA 599,"VERA 599, CABA",-34.598291,-58.438312,,15,calle_altura,exacta,2026-06-17
"ARANGUREN, JUAN F., Dr. 928",ARANGUREN 928,"ARANGUREN, JUAN F., DR. 928, CABA",-34.615791,-58.445514,,6,calle_altura,exacta,2026-06-17
"ALVAREZ THOMAS AV. 1595;AVILES, VIRREY 3888;ESTOMBA 1297",ALVAREZ THOMAS 1595,"ALVAREZ THOMAS AV. 1595, CABA",-34.578604,-58.464478,,15,calle_altura,exacta,2026-06-17
DE LOS CONSTITUYENTES AV. 3600,DE LOS CONSTITUYENTES 3600,"DE LOS CONSTITUYENTES AV. 3600, CABA",-34.588465,-58.485428,,15,calle_altura,exacta,2026-06-17
REGIMIENTO DE PATRICIOS AV. 110,REGIMIENTO DE PATRICIOS 110,"REGIMIENTO DE PATRICIOS AV. 110, CABA",-34.630935,-58.370451,,4,calle_altura,exacta,2026-06-17
PASEO COLON AV. 591,PASEO COLON 591,"PASEO COLON AV. 591, CABA",-34.614536,-58.369542,,1,calle_altura,exacta,2026-06-17
MEMBRILLAR 407,MEMBRILLAR 407,"MEMBRILLAR 407, CABA",-34.633189,-58.458967,,7,calle_altura,exacta,2026-06-17
VUELTA DE OBLIGADO 2311,VUELTA DE OBLIGADO 2311,"VUELTA DE OBLIGADO 2311, CABA",-34.559412,-58.457388,,13,calle_altura,exacta,2026-06-17
BUCARELLI 2392,BUCARELLI 2392,"BUCARELLI 2392, CABA",-34.575623,-58.48823,,12,calle_altura,exacta,2026-06-17
CORDOBA AV. 3399,CORDOBA 3399,"CORDOBA AV. 3399, CABA",-34.59782,-58.414399,,2,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 1775;ALVAREZ THOMAS AV. 1771,ALVAREZ THOMAS 1775,"ALVAREZ THOMAS AV. 1775, CABA",-34.579076,-58.4668,,15,calle_altura,exacta,2026-06-17
"BULLRICH, INT. AV. 345",BULLRICH 345,"BULLRICH, INT. AV. 345, CABA",-34.574925,-58.425342,,14,calle_altura,exacta,2026-06-17
ROOSEVELT FRANKLIN D. 2408,ROOSEVELT FRANKLIN D 2408,"ROOSEVELT FRANKLIN D. 2408, CABA",-34.557786,-58.460808,,13,calle_altura,exacta,2026-06-17
LA PAMPA 1502,LA PAMPA 1502,"LA PAMPA 1502, CABA",-34.559684,-58.445391,,13,calle_altura,exacta,2026-06-17
GARCIA DE COSSIO 6001,GARCIA DE COSSIO 6001,"GARCIA DE COSSIO 6001, CABA",-34.643421,-58.512493,,9,calle_altura,exacta,2026-06-17
BOLIVAR 908;ESTADOS UNIDOS 500,BOLIVAR 908,"BOLIVAR 908, CABA",-34.618674,-58.372961,,1,calle_altura,exacta,2026-06-17
"ANCHORENA, TOMAS MANUEL DE, DR. 533",ANCHORENA 533,"ANCHORENA, TOMAS MANUEL DE, DR. 533, CABA",-34.603609,-58.410136,,3,calle_altura,exacta,2026-06-17
MELINCUE 3220,MELINCUE 3220,"MELINCUE 3220, CABA",-34.60315,-58.494415,,11,calle_altura,exacta,2026-06-17
HOLMBERG 1415,HOLMBERG 1415,"HOLMBERG 1415, CABA",-34.578512,-58.468783,,15,calle_altura,exacta,2026-06-17
"CABRERA, JOSE A. 5502",CABRERA 5502,"CABRERA, JOSE A. 5502, CABA",-34.586364,-58.437338,,14,calle_altura,exacta,2026-06-17
GORRITI 5516;HUMBOLDT 1578;HUMBOLDT 1580,GORRITI 5516,"GORRITI 5516, CABA",-34.585559,-58.436432,,14,calle_altura,exacta,2026-06-17
ROOSEVELT FRANKLIN D. AV. 5435,ROOSEVELT FRANKLIN D 5435,"ROOSEVELT FRANKLIN D. AV. 5435, CABA",-34.575623,-58.491074,,12,calle_altura,exacta,2026-06-17
"CABRERA, JOSE A. 2912",CABRERA 2912,"CABRERA, JOSE A. 2912, CABA",-34.597032,-58.407849,,2,calle_altura,exacta,2026-06-17
ZAPIOLA 1375,ZAPIOLA 1375,"ZAPIOLA 1375, CABA",-34.572155,-58.455683,,13,calle_altura,exacta,2026-06-17
ASAMBLEA AV. 195;ASAMBLEA AV. 199,ASAMBLEA 195,"ASAMBLEA AV. 195, CABA",-34.631495,-58.42838,,7,calle_altura,exacta,2026-06-17
BOEDO AV. 1839,BOEDO 1839,"BOEDO AV. 1839, CABA",-34.635819,-58.416285,,5,calle_altura,exacta,2026-06-17
BOGOTA 351,BOGOTA 351,"BOGOTA 351, CABA",-34.614347,-58.437119,,6,calle_altura,exacta,2026-06-17
MONTEVIDEO 372,MONTEVIDEO 372,"MONTEVIDEO 372, CABA",-34.60463,-58.389422,,1,calle_altura,exacta,2026-06-17
ZAPIOLA 4782;ZAPIOLA 4784;ZAPIOLA 4778,ZAPIOLA 4782,"ZAPIOLA 4782, CABA",-34.542811,-58.479835,,12,calle_altura,exacta,2026-06-17
SAENZ AV. 88,SAENZ 88,"SAENZ AV. 88, CABA",-34.64003,-58.415978,,4,calle_altura,exacta,2026-06-17
"CABRERA, JOSE A. 3797;MEDRANO 1107",CABRERA 3797,"CABRERA, JOSE A. 3797, CABA",-34.596464,-58.419818,,14,calle_altura,exacta,2026-06-17
CORRIENTES AV. 2168,CORRIENTES 2168,"CORRIENTES AV. 2168, CABA",-34.604646,-58.397777,,3,calle_altura,exacta,2026-06-17
YERBAL 591,YERBAL 591,"YERBAL 591, CABA",-34.618056,-58.439354,,6,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 2515,LOPE DE VEGA 2515,"LOPE DE VEGA AV. 2515, CABA",-34.61816,-58.519549,,11,calle_altura,exacta,2026-06-17
MONROE 5246,MONROE 5246,"MONROE 5246, CABA",-34.575164,-58.487761,,12,calle_altura,exacta,2026-06-17
TUCUMAN 688,TUCUMAN 688,"TUCUMAN 688, CABA",-34.601139,-58.376442,,1,calle_altura,exacta,2026-06-17
LLAVALLOL 5000,LLAVALLOL 5000,"LLAVALLOL 5000, CABA",-34.587929,-58.511049,,11,calle_altura,exacta,2026-06-17
"CARRIL, SALVADOR MARIA DEL AV. 3139",CARRIL 3139,"CARRIL, SALVADOR MARIA DEL AV. 3139, CABA",-34.592543,-58.501293,,12,calle_altura,exacta,2026-06-17
BERUTI 3477,BERUTI 3477,"BERUTI 3477, CABA",-34.586001,-58.411297,,14,calle_altura,exacta,2026-06-17
