archivo,clasificacion,formato,cantidad_hojas,filas_aprox,columnas_detectadas_no_sensibles,senal,observacion
PUESTA EN VALOR MERCADOS.pptx,mercados_gastronomicos,pptx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
RAYADOS-INCORPORACION SUP BCO CIUDAD_12-05-26.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Reglamento CAM´s.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Reu concesiones 27-12.docx,gestion_concesiones,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
reu dps san nicolas 8.8 temas.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Reu Mercados y patios 19-9.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Reu seg 7-agosto DGDGAS.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Revisión Ley tarifaria 2024_removed.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
rn 26(8.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Status MERCADOS.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
TABLA 3.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Tareas repar-mant_MSN y MBELGR.xlsx,dudoso,xlsx,2,24,TAREA (REPARACION/HIGIENE) | HERRAMIENTAS Y MATERIALES REQUERIDOS | ESTADO EJECUCION TAREA | OBSERVACIONES,metadata_no_sensible,clasificacion heuristica; revisar manualmente
temas  a ver con concesiones 16-1.docx,gestion_concesiones,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Temas pendientes 17-8.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Temas pendientes de los mercados para nueva DG.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Vencimientos y tipo permisos- MERCADOS.xlsx,mercados_gastronomicos,xlsx,3,999,0.0 | TAD  | TAD 2024,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Visita al Mercado de Flores 28-6.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
