item,clase,coord
Q111708384,Q721747,Point(-58.464195 -34.62796)
Q111708385,Q653208,Point(-58.464195 -34.62796)
Q111708385,Q721747,Point(-58.464195 -34.62796)
Q111708386,Q653208,Point(-58.464195 -34.62796)
Q111708386,Q721747,Point(-58.464195 -34.62796)
Q111708387,Q721747,Point(-58.464195 -34.62796)
Q111708388,Q653208,Point(-58.464195 -34.62796)
Q111708388,Q721747,Point(-58.464195 -34.62796)
Q111708389,Q721747,Point(-58.464195 -34.62796)
Q111708390,Q721747,Point(-58.464195 -34.62796)
Q111708391,Q653208,Point(-58.464195 -34.62796)
Q111708391,Q721747,Point(-58.464195 -34.62796)
Q111708392,Q653208,Point(-58.464195 -34.62796)
Q111708392,Q721747,Point(-58.464195 -34.62796)
Q111708394,Q653208,Point(-58.464195 -34.62796)
Q111708394,Q721747,Point(-58.464195 -34.62796)
Q111708395,Q653208,Point(-58.464195 -34.62796)
Q111708395,Q721747,Point(-58.464195 -34.62796)
Q111708396,Q179700,Point(-58.464195 -34.62796)
Q111708396,Q12014132,Point(-58.464195 -34.62796)
Q111708397,Q179700,Point(-58.464195 -34.62796)
Q111708397,Q12014132,Point(-58.464195 -34.62796)
Q111708398,Q179700,Point(-58.464195 -34.62796)
Q111708398,Q12014132,Point(-58.464195 -34.62796)
Q111708399,Q16542381,Point(-58.464195 -34.62796)
Q113206337,Q210272,Point(-58.486468791 -34.596109776)
Q113309557,Q294297,Point(-58.486382961 -34.596070033)
Q121748050,Q1530704,Point(-58.49138118 -34.60264497)
Q136805901,Q174782,Point(-58.488416666 -34.610166666)
Q397422,Q486972,Point(-58.483333333 -34.6)
Q397422,Q851517,Point(-58.483333333 -34.6)
Q771260,Q851517,Point(-58.483333333 -34.6)
Q790450,Q79007,Point(-58.4601974 -34.6226349)
Q790450,Q7543083,Point(-58.4601974 -34.6226349)
Q937473,Q928830,Point(-58.456083 -34.626417)
Q937473,Q22808403,Point(-58.456083 -34.626417)
Q1026651,Q851517,Point(-58.473702777 -34.6076)
Q1369186,Q1154710,Point(-58.472583 -34.606028)
Q5713408,Q79007,Point(-58.464493461 -34.615507143)
Q5713408,Q7543083,Point(-58.464493461 -34.615507143)
Q5714074,Q7543083,Point(-58.482833333 -34.597955555)
Q5732962,Q953806,Point(-58.46777778 -34.61138889)
Q5813371,Q953806,Point(-58.4625 -34.60722222)
Q5854750,Q180958,Point(-58.47805556 -34.59472222)
Q5918265,Q13226383,Point(-58.482847 -34.595715)
Q6079595,Q174782,Point(-58.45777778 -34.61447222)
Q16145002,Q16917,Point(-58.474722222 -34.594722222)
Q16540478,Q79007,Point(-58.475721132 -34.603102124)
Q16609656,Q33506,Point(-58.472236461 -34.60588384)
Q16609656,Q41176,Point(-58.472236461 -34.60588384)
Q18707071,Q21514702,Point(-58.482248753 -34.599362137)
Q29177334,Q16917,Point(-58.475258888 -34.59721)
Q38263200,Q41253,Point(-58.4594149 -34.6277725)
Q38263707,Q41253,Point(-58.4609926 -34.6034985)
Q56826578,Q41176,Point(-58.478143 -34.611267)
Q56826886,Q41176,Point(-58.462239 -34.60388)
Q58483739,Q28564,Point(-58.483896 -34.609491)
Q58483739,Q385994,Point(-58.483896 -34.609491)
Q64338436,Q5728070,Point(-58.481144 -34.601326)
Q65389623,Q33506,Point(-58.467495 -34.611756)
Q65483961,Q33506,Point(-58.455834 -34.6279263)
Q83869756,Q385994,Point(-58.477416 -34.595597)
Q83869756,Q856234,Point(-58.477416 -34.595597)
Q83869759,Q385994,Point(-58.472 -34.6098)
Q83869817,Q385994,Point(-58.472 -34.6098)
Q83869820,Q385994,Point(-58.472 -34.6098)
Q83869837,Q385994,Point(-58.482556 -34.597885)
Q83869837,Q856234,Point(-58.482556 -34.597885)
Q83869843,Q385994,Point(-58.482556 -34.597885)
Q83870735,Q385994,Point(-58.458419 -34.62577)
Q83870859,Q385994,Point(-58.458337 -34.613305)
Q83871040,Q385994,Point(-58.472 -34.6098)
Q83871042,Q385994,Point(-58.472 -34.6098)
Q83873267,Q385994,Point(-58.472 -34.6098)
Q83873270,Q385994,Point(-58.472 -34.6098)
Q84500941,Q33506,Point(-58.467495 -34.611756)
Q89822267,Q16917,Point(-58.460186111 -34.605433888)
Q90206852,Q569500,Point(-58.478244 -34.606609)
Q90410234,Q16917,Point(-58.457436 -34.61283)
Q93139712,Q16917,Point(-58.464947 -34.619965)
Q93139821,Q16917,Point(-58.466339 -34.612154)
Q93140111,Q16917,Point(-58.45611 -34.612651)
Q111545259,Q22908,Point(-58.475808986 -34.597304522)
Q111545259,Q837142,Point(-58.475808986 -34.597304522)
Q111591218,Q174782,Point(-58.470964415 -34.596012492)
Q111591250,Q174782,Point(-58.484126989 -34.601001762)
Q111591252,Q174782,Point(-58.482901618 -34.602468334)
Q111685509,Q174782,Point(-58.466259236 -34.615892019)
Q111685519,Q174782,Point(-58.456656074 -34.62180823)
Q111685529,Q174782,Point(-58.467532645 -34.610283806)
Q111694492,Q241045,Point(-58.457054712 -34.61404991)
Q111694517,Q245117,Point(-58.458906 -34.614846)
Q111694517,Q483453,Point(-58.458906 -34.614846)
Q111707602,Q653208,Point(-58.391578 -34.586494)
Q111707602,Q721747,Point(-58.391578 -34.586494)
Q111707673,Q721747,Point(-58.392996 -34.589215)
Q111707674,Q191851,Point(-58.392996 -34.589215)
Q111708007,Q241045,Point(-58.38996486 -34.594608381)
Q111708008,Q4989906,Point(-58.38898 -34.59265)
Q111708246,Q241045,Point(-58.388982 -34.589127)
Q111708247,Q241045,Point(-58.388982 -34.589127)
Q113677117,Q88178910,Point(-58.387572222 -34.592847222)
Q114844873,Q4989906,Point(-58.390535932 -34.586978971)
Q115184573,Q4989906,Point(-58.391049907 -34.587609347)
Q116209772,Q174782,Point(-58.39218378 -34.593870907)
Q136324650,Q17000324,Point(-58.3909915 -34.59424)
Q138735966,Q41176,Point(-58.386209 -34.5896908)
Q790466,Q79007,Point(-58.398138888 -34.580694444)
Q790466,Q7543083,Point(-58.398138888 -34.580694444)
Q1319177,Q22806,Point(-58.39805556 -34.58444444)
Q2057876,Q178706,Point(-58.401383055 -34.582735)
Q2057876,Q2093358,Point(-58.401383055 -34.582735)
Q3733326,Q483110,Point(-58.397368 -34.581905)
Q3733326,Q74539696,Point(-58.397368 -34.581905)
Q5240318,Q860861,Point(-58.393263 -34.583019)
Q5902873,Q16917,Point(-58.400513055 -34.584766111)
Q5963895,Q123705,Point(-58.39611111 -34.585)
Q6017435,Q15847440,Point(-58.39645 -34.58559)
Q6017435,Q126977439,Point(-58.39645 -34.58559)
Q6022966,Q860861,Point(-58.3961 -34.5843)
Q6023016,Q4989906,Point(-58.39694444 -34.58333333)
Q6057815,Q16560,Point(-58.398055555 -34.584444444)
Q6057815,Q19860854,Point(-58.398055555 -34.584444444)
Q7414874,Q41176,Point(-58.40138889 -34.58055556)
Q7414874,Q1232589,Point(-58.40138889 -34.58055556)
Q7414874,Q2772772,Point(-58.40138889 -34.58055556)
Q9054362,Q207694,Point(-58.401061 -34.582681)
Q9054362,Q699405,Point(-58.401061 -34.582681)
Q9060878,Q174782,Point(-58.3934543 -34.5849426)
Q9060913,Q174782,Point(-58.395014204 -34.582794918)
Q17197966,Q33506,Point(-58.38554 -34.5866)
Q17197966,Q41176,Point(-58.38554 -34.5866)
Q17624168,Q131295,Point(-58.400162861 -34.581776447)
Q17624168,Q1076486,Point(-58.400162861 -34.581776447)
Q17624168,Q1188223,Point(-58.400162861 -34.581776447)
Q17624168,Q19860854,Point(-58.400162861 -34.581776447)
Q20639610,Q33506,Point(-58.399433305 -34.585321388)
Q21044246,Q174782,Point(-58.400164375 -34.581503114)
Q38262943,Q41253,Point(-58.3995388 -34.5853386)
Q56075120,Q41176,Point(-58.3985 -34.584333333)
Q56079317,Q41176,Point(-58.399972222 -34.582944444)
Q56317697,Q4989906,Point(-58.40101 -34.58071)
Q63442073,Q33506,Point(-58.3998 -34.5826)
Q83869585,Q385994,Point(-58.397598 -34.584541)
Q83869589,Q385994,Point(-58.397412 -34.584645)
Q83869698,Q385994,Point(-58.400313 -34.585403)
Q83870622,Q385994,Point(-58.39327 -34.5839)
Q83870622,Q18628369,Point(-58.39327 -34.5839)
Q83870627,Q385994,Point(-58.400449 -34.582466)
Q83871156,Q385994,Point(-58.401085 -34.58048)
Q83873216,Q385994,Point(-58.397598 -34.584541)
Q83873226,Q385994,Point(-58.399723 -34.585328)
Q84507499,Q33506,Point(-58.397598 -34.584541)
Q90410239,Q16917,Point(-58.394529 -34.5854)
Q93139920,Q16917,Point(-58.398707 -34.586143)
Q111095875,Q4989906,Point(-58.397460247 -34.58193414)
Q111591203,Q174782,Point(-58.396571986 -34.58523289)
Q111685500,Q174782,Point(-58.396105931 -34.583944618)
Q111685543,Q174782,Point(-58.401373303 -34.580499938)
Q111685576,Q174782,Point(-58.399078536 -34.585604243)
Q111685588,Q174782,Point(-58.398217202 -34.582079046)
Q111694364,Q241045,Point(-58.394220336 -34.584232814)
Q111694376,Q483453,Point(-58.395354912 -34.583792249)
Q111694376,Q4989906,Point(-58.395354912 -34.583792249)
Q111694378,Q653208,Point(-58.396471175 -34.584349617)
Q111694378,Q721747,Point(-58.396471175 -34.584349617)
Q111694379,Q721747,Point(-58.396188177 -34.584299435)
Q111694428,Q653208,Point(-58.394257149 -34.584268272)
Q111694428,Q721747,Point(-58.394257149 -34.584268272)
Q111694462,Q653208,Point(-58.396245471 -34.584397568)
Q111694462,Q721747,Point(-58.396245471 -34.584397568)
Q111694469,Q4989906,Point(-58.394819451 -34.584174191)
Q111694497,Q653208,Point(-58.396001 -34.583383)
Q111694497,Q721747,Point(-58.396001 -34.583383)
Q111694498,Q789783,Point(-58.396001 -34.583383)
Q111694684,Q789783,Point(-58.396241 -34.584536)
Q111694970,Q241045,Point(-58.3939125 -34.5843931)
Q111695000,Q4989906,Point(-58.397527 -34.583197)
Q111695002,Q653208,Point(-58.397527 -34.583197)
Q111695002,Q721747,Point(-58.397527 -34.583197)
Q111695003,Q653208,Point(-58.397527 -34.583197)
Q111695003,Q721747,Point(-58.397527 -34.583197)
Q111695004,Q721747,Point(-58.397527 -34.583197)
Q111695005,Q653208,Point(-58.397527 -34.583197)
Q111695014,Q4989906,Point(-58.400452864 -34.58071)
Q111695014,Q14562306,Point(-58.400452864 -34.58071)
Q111695016,Q4989906,Point(-58.400839102 -34.581204666)
Q111695017,Q4989906,Point(-58.400195372 -34.581434331)
Q111695018,Q4989906,Point(-58.400656712 -34.580877833)
Q111695023,Q4989906,Point(-58.40113 -34.58182)
Q111695024,Q4989906,Point(-58.400699627 -34.581072166)
Q111695025,Q4989906,Point(-58.39975549 -34.581125166)
Q111695026,Q4989906,Point(-58.399734032 -34.581955492)
Q5908685,Q16917,Point(-58.399889 -34.598778)
Q6079572,Q174782,Point(-58.39805556 -34.59888889)
Q6139600,Q24354,Point(-58.3861 -34.6042)
Q6139784,Q24354,Point(-58.384781219 -34.603972068)
Q6139799,Q24354,Point(-58.385828 -34.603879)
Q6139799,Q41253,Point(-58.385828 -34.603879)
Q6139861,Q24354,Point(-58.38888333 -34.603975)
Q6139861,Q41253,Point(-58.38888333 -34.603975)
Q6940866,Q33506,Point(-58.398628 -34.600173)
Q9008746,Q4671277,Point(-58.395700047 -34.601697824)
Q9008746,Q11946645,Point(-58.395700047 -34.601697824)
Q16488122,Q123705,Point(-58.4 -34.6)
Q16941718,Q2085381,Point(-58.3870849 -34.6039729)
Q16962259,Q847017,Point(-58.39576062 -34.600659294)
Q16962259,Q43009164,Point(-58.39576062 -34.600659294)
Q25409622,Q41176,Point(-58.39403053 -34.601001645)
Q30270338,Q16917,Point(-58.40097 -34.598419)
Q38263903,Q41253,Point(-58.3885052 -34.6041399)
Q50036281,Q43229,Point(-58.401337 -34.599168)
Q56076196,Q1416696,Point(-58.399694444 -34.601805555)
Q56826634,Q200764,Point(-58.393339 -34.599018)
Q63588925,Q33506,Point(-58.3972 -34.6003)
Q63589426,Q33506,Point(-58.3942 -34.6015)
Q64338447,Q5728070,Point(-58.401001 -34.600857)
Q64764396,Q33506,Point(-58.39502 -34.6003)
Q64764396,Q33506,Point(-58.394982 -34.600313)
Q83869625,Q385994,Point(-58.399634773 -34.596872721)
Q83869625,Q856234,Point(-58.399634773 -34.596872721)
Q83869670,Q385994,Point(-58.394031 -34.60166)
Q83869674,Q385994,Point(-58.394407 -34.600267)
Q83869674,Q385994,Point(-58.395094 -34.599758)
Q83869767,Q385994,Point(-58.397657 -34.599819)
Q83869767,Q856234,Point(-58.397657 -34.599819)
Q83869770,Q385994,Point(-58.400508 -34.599475)
Q83869900,Q385994,Point(-58.400508 -34.599475)
Q83870021,Q385994,Point(-58.395364 -34.602678)
Q83870023,Q385994,Point(-58.395364 -34.602678)
Q83870026,Q385994,Point(-58.395364 -34.602678)
Q83870031,Q385994,Point(-58.395364 -34.602678)
Q83870034,Q385994,Point(-58.395367 -34.602647)
Q83870039,Q385994,Point(-58.395367 -34.602647)
Q83870043,Q385994,Point(-58.395684 -34.601706)
Q83870055,Q385994,Point(-58.400961 -34.599926)
Q83870059,Q385994,Point(-58.39488 -34.602187)
Q83870060,Q385994,Point(-58.400508 -34.597064)
Q83870100,Q385994,Point(-58.3865 -34.603047)
Q83870220,Q385994,Point(-58.397801 -34.60112)
Q83870454,Q385994,Point(-58.39835 -34.59996)
Q83870454,Q856234,Point(-58.39835 -34.59996)
Q83870461,Q385994,Point(-58.400508 -34.599475)
Q83870478,Q385994,Point(-58.396157 -34.599777)
Q83870481,Q385994,Point(-58.39774 -34.60026)
Q83870481,Q385994,Point(-58.397657 -34.599819)
Q83870517,Q385994,Point(-58.387148 -34.603928)
Q83870521,Q385994,Point(-58.387148 -34.603928)
Q83870524,Q385994,Point(-58.388284 -34.604033)
Q83870529,Q385994,Point(-58.388586 -34.604067)
Q83870529,Q856234,Point(-58.388586 -34.604067)
Q83871065,Q385994,Point(-58.388731 -34.603044)
Q83871148,Q385994,Point(-58.399805 -34.596922)
Q90410222,Q16917,Point(-58.400983 -34.596776)
Q93141168,Q16917,Point(-58.399458 -34.5969)
Q93141281,Q16917,Point(-58.399544 -34.596971)
Q93141385,Q16917,Point(-58.39993 -34.600362)
Q93141481,Q16917,Point(-58.393342 -34.602022)
Q93141481,Q4284971,Point(-58.393342 -34.602022)
Q106574509,Q2385804,Point(-58.395325 -34.602623)
Q106613564,Q24354,Point(-58.38619 -34.6042)
Q106613564,Q19860854,Point(-58.38619 -34.6042)
Q111591227,Q174782,Point(-58.399050551 -34.599218498)
Q111694821,Q241045,Point(-58.397047 -34.599804)
Q111694822,Q241045,Point(-58.397047 -34.599804)
Q111694823,Q241045,Point(-58.397047 -34.599804)
Q111694824,Q241045,Point(-58.397047 -34.599804)
Q111694825,Q653208,Point(-58.397047 -34.599804)
Q111694825,Q721747,Point(-58.397047 -34.599804)
Q111694826,Q721747,Point(-58.397047 -34.599804)
Q111694827,Q653208,Point(-58.397047 -34.599804)
Q111694827,Q721747,Point(-58.397047 -34.599804)
Q111694828,Q721747,Point(-58.397047 -34.599804)
Q111694829,Q653208,Point(-58.397047 -34.599804)
Q111694829,Q721747,Point(-58.397047 -34.599804)
Q111694830,Q653208,Point(-58.39751 -34.59903)
Q111694830,Q721747,Point(-58.39751 -34.59903)
Q111694831,Q653208,Point(-58.39749 -34.59909)
Q111694831,Q721747,Point(-58.39749 -34.59909)
Q111694833,Q721747,Point(-58.39746 -34.59923)
Q111694834,Q721747,Point(-58.39744 -34.59939)
Q111694921,Q860861,Point(-58.388642 -34.604238)
Q111694922,Q241045,Point(-58.388642 -34.604238)
Q111694923,Q99516640,Point(-58.388642 -34.604238)
Q111694924,Q179700,Point(-58.388642 -34.604238)
Q111694925,Q99516640,Point(-58.388642 -34.604238)
Q111694926,Q5784272,Point(-58.388642 -34.604238)
Q111694927,Q2293362,Point(-58.388642 -34.604238)
Q111694928,Q5784272,Point(-58.388642 -34.604238)
Q111697292,Q721747,Point(-58.398729 -34.599756)
Q111706857,Q653208,Point(-58.39882 -34.599386)
Q111706857,Q721747,Point(-58.39882 -34.599386)
Q125599722,Q7315155,Point(-58.399646 -34.597085)
Q111707668,Q653208,Point(-58.381462 -34.62095)
Q111707668,Q721747,Point(-58.381462 -34.62095)
Q111707979,Q860861,Point(-58.434819839 -34.553823562)
Q111708065,Q653208,Point(-58.428484 -34.551282)
Q111708065,Q721747,Point(-58.428484 -34.551282)
Q111708082,Q4989906,Point(-58.43233 -34.55623)
Q111708220,Q653208,Point(-58.377205 -34.622061)
Q111708220,Q721747,Point(-58.377205 -34.622061)
Q111708221,Q721747,Point(-58.377205 -34.622061)
Q111708222,Q80793,Point(-58.377205 -34.622061)
Q111708223,Q653208,Point(-58.377205 -34.622061)
Q111708223,Q721747,Point(-58.377205 -34.622061)
Q111708224,Q241045,Point(-58.377205 -34.622061)
Q112049392,Q92755865,Point(-58.384090535 -34.626617744)
Q115188660,Q4989906,Point(-58.434733326 -34.541727028)
Q115188892,Q4989906,Point(-58.434607263 -34.542696937)
Q118955415,Q928830,Point(-58.449004 -34.542312)
Q118955415,Q28043022,Point(-58.449004 -34.542312)
Q121745838,Q315630,Point(-58.439889138 -34.542388949)
Q122150122,Q3236743,Point(-58.451228333 -34.544105)
Q122150122,Q11631078,Point(-58.451228333 -34.544105)
Q124322757,Q1076486,Point(-58.443953803 -34.543466329)
Q130392283,Q928830,Point(-58.382316 -34.626908)
Q130392283,Q28043022,Point(-58.382316 -34.626908)
Q136098205,Q44613,Point(-58.373555315 -34.627350648)
Q136098205,Q102496,Point(-58.373555315 -34.627350648)
Q137358918,Q31855,Point(-58.441225562 -34.541960886)
Q139806905,Q139806488,Point(-58.4428131 -34.5424906)
Q139806925,Q139806488,Point(-58.4396099 -34.5438894)
Q139806928,Q139806488,Point(-58.4425181 -34.5425259)
Q57785,Q16735822,Point(-58.37055556 -34.62694444)
Q57785,Q17431399,Point(-58.37055556 -34.62694444)
Q57785,Q24699794,Point(-58.37055556 -34.62694444)
Q541430,Q174782,Point(-58.38133611 -34.62595833)
Q800596,Q55485,Point(-58.3813056 -34.6277778)
Q800596,Q55488,Point(-58.3813056 -34.6277778)
Q999047,Q1248784,Point(-58.41638889 -34.55888889)
Q999047,Q94993988,Point(-58.41638889 -34.55888889)
Q1133613,Q22698,Point(-58.36944444 -34.62666667)
Q2995069,Q55485,Point(-58.381305555 -34.627777777)
Q2995069,Q928830,Point(-58.381305555 -34.627777777)
Q2995069,Q1342434,Point(-58.381305555 -34.627777777)
Q2995069,Q22808403,Point(-58.381305555 -34.627777777)
Q3296610,Q928830,Point(-58.38 -34.62191667)
Q3296610,Q22808403,Point(-58.38 -34.62191667)
Q4411449,Q114785346,Point(-58.370005555 -34.625072222)
Q5428851,Q180958,Point(-58.44247222 -34.54205556)
Q5706759,Q41253,Point(-58.382739668 -34.627111211)
Q5713507,Q7543083,Point(-58.408012415 -34.559838506)
Q5713732,Q7543083,Point(-58.438271333 -34.543975739)
Q5784571,Q168565,Point(-58.381306 -34.627778)
Q5784571,Q928830,Point(-58.381306 -34.627778)
Q5784571,Q4663385,Point(-58.381306 -34.627778)
Q5784571,Q11606300,Point(-58.381306 -34.627778)
Q5784571,Q22808403,Point(-58.381306 -34.627778)
Q5850616,Q4989906,Point(-58.36961111 -34.62802778)
Q5854525,Q180958,Point(-58.443944444 -34.54125)
Q5854733,Q180958,Point(-58.38463889 -34.62041667)
Q5858872,Q902104,Point(-58.37942 -34.62112)
Q5858872,Q45400320,Point(-58.37942 -34.62112)
Q5912795,Q16970,Point(-58.381121 -34.6243157)
Q6023086,Q4989906,Point(-58.367978 -34.625209)
Q6091683,Q12280,Point(-58.44916667 -34.5425)
Q6106241,Q179049,Point(-58.4439 -34.5397)
Q6150253,Q41176,Point(-58.37602084 -34.624570538)
Q6391555,Q34442,Point(-58.433739317 -34.550354496)
Q6391555,Q7543083,Point(-58.433739317 -34.550354496)
Q6815684,Q22698,Point(-58.43694444 -34.54111111)
Q6815684,Q294440,Point(-58.43694444 -34.54111111)
Q6815684,Q12327290,Point(-58.43694444 -34.54111111)
Q7801123,Q2416723,Point(-58.4325 -34.5472)
Q8346516,Q209465,Point(-58.4418 -34.5423)
Q9060940,Q174782,Point(-58.41666667 -34.55)
Q11806171,Q102496,Point(-58.37 -34.6252)
Q16535985,Q30022,Point(-58.371075 -34.62521)
Q16535985,Q187456,Point(-58.371075 -34.62521)
Q16890403,Q2338524,Point(-58.4263 -34.5601)
Q17634879,Q1664720,Point(-58.440888 -34.543569)
Q17634879,Q13226383,Point(-58.440888 -34.543569)
Q18603116,Q55488,Point(-58.448333333 -34.542777777)
Q21829398,Q1210950,Point(-58.431111111 -34.539166666)
Q26110611,Q174782,Point(-58.41 -34.557222222)
Q38263166,Q41253,Point(-58.379322 -34.6251874)
Q38263256,Q41253,Point(-58.3782048 -34.6280981)
Q38263594,Q41253,Point(-58.3710056 -34.6251454)
Q50039428,Q4287745,Point(-58.3739832 -34.6256938)
Q51783428,Q483242,Point(-58.44441 -34.54241)
Q51783428,Q13226383,Point(-58.44441 -34.54241)
Q54823860,Q385994,Point(-58.4448 -34.5409)
Q54823860,Q856234,Point(-58.4448 -34.5409)
Q56826669,Q41176,Point(-58.371295 -34.62526)
Q61931536,Q13226383,Point(-58.444422 -34.542083)
Q61932049,Q163740,Point(-58.444433 -34.542083)
Q83869207,Q385994,Point(-58.446104 -34.542057)
Q83869211,Q385994,Point(-58.446104 -34.542057)
Q83869217,Q385994,Point(-58.446104 -34.542057)
Q83869223,Q385994,Point(-58.446104 -34.542057)
Q83869496,Q385994,Point(-58.377394 -34.620414)
Q83870313,Q385994,Point(-58.446104 -34.542057)
Q83870317,Q385994,Point(-58.446104 -34.542057)
Q83870325,Q385994,Point(-58.446104 -34.542057)
Q83870329,Q385994,Point(-58.442083333 -34.542056944)
Q83870329,Q856234,Point(-58.442083333 -34.542056944)
Q83870399,Q385994,Point(-58.446104 -34.542057)
Q83870946,Q385994,Point(-58.446104 -34.542057)
Q84510981,Q33506,Point(-58.3709 -34.6266)
Q97624909,Q31855,Point(-58.438846113 -34.54240653)
Q97772073,Q31855,Point(-58.4425 -34.541944444)
Q111591254,Q174782,Point(-58.376446412 -34.62232469)
Q111631924,Q174782,Point(-58.410262754 -34.557297796)
Q111631926,Q174782,Point(-58.380619902 -34.621655111)
Q111685498,Q174782,Point(-58.431687916 -34.556693367)
Q111685507,Q174782,Point(-58.431653803 -34.551136762)
Q111696159,Q4989906,Point(-58.367978 -34.625209)
Q111696160,Q179700,Point(-58.367978 -34.625209)
Q111696161,Q331744,Point(-58.367978 -34.625209)
Q111696162,Q653208,Point(-58.367978 -34.625209)
Q111696162,Q721747,Point(-58.367978 -34.625209)
Q111696163,Q179700,Point(-58.367978 -34.625209)
Q111697086,Q653208,Point(-58.42922 -34.550845)
Q111697086,Q721747,Point(-58.42922 -34.550845)
Q111697382,Q721747,Point(-58.409525284 -34.556682326)
Q111706667,Q653208,Point(-58.429979 -34.557207)
Q111706667,Q721747,Point(-58.429979 -34.557207)
Q111707655,Q2293362,Point(-58.382344 -34.626563)
Q111707657,Q4989906,Point(-58.382344 -34.626563)
Q111707658,Q653208,Point(-58.382344 -34.626563)
Q111707660,Q331744,Point(-58.382344 -34.626563)
Q111707661,Q4989906,Point(-58.382344 -34.626563)
Q111707662,Q483453,Point(-58.382344 -34.626563)
Q111697104,Q653208,Point(-58.401479643 -34.580649525)
Q111697104,Q721747,Point(-58.401479643 -34.580649525)
Q111697105,Q331744,Point(-58.40131871 -34.580399983)
Q111697290,Q789783,Point(-58.398392 -34.585654)
Q111697380,Q789783,Point(-58.395437 -34.585974)
Q111697410,Q860861,Point(-58.393263 -34.583019)
Q111697411,Q331744,Point(-58.393263 -34.583019)
Q111697412,Q331744,Point(-58.393263 -34.583019)
Q111697440,Q4989906,Point(-58.385852 -34.586585)
Q111697442,Q653208,Point(-58.38591 -34.58645)
Q111697442,Q721747,Point(-58.38591 -34.58645)
Q111706613,Q653208,Point(-58.393263 -34.583019)
Q111706613,Q721747,Point(-58.393263 -34.583019)
Q111706614,Q653208,Point(-58.393263 -34.583019)
Q111706614,Q721747,Point(-58.393263 -34.583019)
Q111706616,Q653208,Point(-58.39363 -34.58247)
Q111706616,Q721747,Point(-58.39363 -34.58247)
Q111706636,Q4989906,Point(-58.396668884 -34.582856793)
Q111706637,Q179700,Point(-58.400894921 -34.580157065)
Q111706638,Q653208,Point(-58.40076 -34.58001)
Q111706638,Q721747,Point(-58.40076 -34.58001)
Q111706686,Q653208,Point(-58.398115 -34.580699)
Q111706686,Q721747,Point(-58.398115 -34.580699)
Q111707533,Q721747,Point(-58.396590777 -34.585340942)
Q111707534,Q241045,Point(-58.396572009 -34.585317464)
Q111707554,Q4989906,Point(-58.39777 -34.584772)
Q111707555,Q483453,Point(-58.39777 -34.584772)
Q111707557,Q191851,Point(-58.39777 -34.584772)
Q111707558,Q191851,Point(-58.39777 -34.584772)
Q111707559,Q191851,Point(-58.39777 -34.584772)
Q111707631,Q241045,Point(-58.399148 -34.585614)
Q111707633,Q191851,Point(-58.39912 -34.585759)
Q111708098,Q4989906,Point(-58.393131347 -34.583633337)
Q111708414,Q179700,Point(-58.39564 -34.58318)
Q112971952,Q3914,Point(-58.398272898 -34.58500874)
Q114055771,Q245117,Point(-58.401466232 -34.580300607)
Q115187064,Q174782,Point(-58.397058142 -34.583567089)
Q116478327,Q483453,Point(-58.396915197 -34.584283276)
Q126188772,Q7543083,Point(-58.396940871 -34.585994266)
Q130374034,Q856584,Point(-58.39805556 -34.58444444)
Q132655595,Q1759852,Point(-58.393205108 -34.583567089)
Q132655595,Q15090615,Point(-58.393205108 -34.583567089)
Q132655595,Q15206795,Point(-58.393205108 -34.583567089)
Q1571142,Q33506,Point(-58.389655 -34.585994)
Q1571142,Q33506,Point(-58.38936111 -34.58572222)
Q1571142,Q41176,Point(-58.389655 -34.585994)
Q1571142,Q41176,Point(-58.38936111 -34.58572222)
Q1848918,Q207694,Point(-58.39297 -34.583986)
Q1848918,Q17431399,Point(-58.39297 -34.583986)
Q2362930,Q22698,Point(-58.3878 -34.5844)
Q3064260,Q38723,Point(-58.3917 -34.5822)
Q4121129,Q194195,Point(-58.38611111 -34.58555556)
Q5691559,Q174782,Point(-58.39094444 -34.58583333)
Q5818219,Q41176,Point(-58.386514989 -34.578402056)
Q6023231,Q4989906,Point(-58.391705 -34.58476)
Q6023286,Q860861,Point(-58.391705 -34.58476)
Q6079537,Q55491,Point(-58.39106 -34.58306)
Q6079537,Q928830,Point(-58.39106 -34.58306)
Q6079537,Q11606300,Point(-58.39106 -34.58306)
Q6080257,Q174782,Point(-58.39358333 -34.5815)
Q6150150,Q41176,Point(-58.399217761 -34.579364358)
Q6403386,Q180958,Point(-58.39191667 -34.5825)
Q16545862,Q41176,Point(-58.3897 -34.58239722)
Q16564342,Q4663385,Point(-58.38666667 -34.58333333)
Q16564342,Q19860854,Point(-58.38666667 -34.58333333)
Q16615014,Q928830,Point(-58.38563 -34.57816)
Q16615014,Q28109487,Point(-58.38563 -34.57816)
Q16619982,Q174782,Point(-58.390615275 -34.584611084)
Q17274738,Q10283556,Point(-58.38583333 -34.58277778)
Q25408136,Q179700,Point(-58.391705 -34.58476)
Q27954743,Q3305213,Point(-58.393 -34.584011111)
Q63442085,Q33506,Point(-58.392699 -34.583246)
Q83869801,Q385994,Point(-58.392059 -34.58260508)
Q83869801,Q856234,Point(-58.392059 -34.58260508)
Q83870714,Q385994,Point(-58.392531 -34.583258)
Q111547221,Q174782,Point(-58.38973 -34.5848)
Q111591221,Q174782,Point(-58.389828667 -34.585315423)
Q111591247,Q174782,Point(-58.39043527 -34.585259173)
