item,clase,coord
Q140283938,Q67388747,Point(-58.529195 -34.607424)
Q140283939,Q9842,Point(-58.52787 -34.605456)
Q140283939,Q423208,Point(-58.52787 -34.605456)
Q140283939,Q67388747,Point(-58.52787 -34.605456)
Q140283940,Q9842,Point(-58.530542 -34.605242)
Q140283940,Q423208,Point(-58.530542 -34.605242)
Q140283940,Q67388747,Point(-58.530542 -34.605242)
Q140283941,Q9842,Point(-58.536706 -34.602471)
Q140283941,Q1080794,Point(-58.536706 -34.602471)
Q140283941,Q67388747,Point(-58.536706 -34.602471)
Q140283942,Q9842,Point(-58.533723 -34.597835)
Q140283942,Q423208,Point(-58.533723 -34.597835)
Q140283942,Q67388747,Point(-58.533723 -34.597835)
Q140283943,Q9842,Point(-58.531216 -34.59947)
Q140283943,Q1080794,Point(-58.531216 -34.59947)
Q140283943,Q67388747,Point(-58.531216 -34.59947)
Q140283997,Q9842,Point(-58.53557 -34.565197)
Q140283997,Q423208,Point(-58.53557 -34.565197)
Q140283997,Q67388747,Point(-58.53557 -34.565197)
Q140283999,Q9842,Point(-58.535719 -34.568487)
Q140283999,Q1080794,Point(-58.535719 -34.568487)
Q140283999,Q67388747,Point(-58.535719 -34.568487)
Q140284958,Q9842,Point(-58.52521 -34.591606)
Q140284958,Q423208,Point(-58.52521 -34.591606)
Q140284958,Q67388747,Point(-58.52521 -34.591606)
Q140284959,Q9842,Point(-58.531815 -34.590658)
Q140284959,Q1080794,Point(-58.531815 -34.590658)
Q140284959,Q67388747,Point(-58.531815 -34.590658)
Q140284976,Q9842,Point(-58.524683 -34.570704)
Q140284976,Q423208,Point(-58.524683 -34.570704)
Q140284976,Q67388747,Point(-58.524683 -34.570704)
Q140284977,Q9842,Point(-58.534227 -34.569629)
Q140284977,Q423208,Point(-58.534227 -34.569629)
Q140284977,Q67388747,Point(-58.534227 -34.569629)
Q140284978,Q9842,Point(-58.530058 -34.573518)
Q140284978,Q1080794,Point(-58.530058 -34.573518)
Q140284978,Q67388747,Point(-58.530058 -34.573518)
Q140284980,Q9842,Point(-58.524393 -34.57062)
Q140284980,Q1080794,Point(-58.524393 -34.57062)
Q140284980,Q67388747,Point(-58.524393 -34.57062)
Q140414515,Q159334,Point(-58.532608727 -34.626303926)
Q140414515,Q1080794,Point(-58.532608727 -34.626303926)
Q140414515,Q67388747,Point(-58.532608727 -34.626303926)
Q140415235,Q159334,Point(-58.536223866 -34.589184216)
Q140415235,Q423208,Point(-58.536223866 -34.589184216)
Q140415235,Q67388747,Point(-58.536223866 -34.589184216)
Q140415237,Q159334,Point(-58.532869657 -34.579418626)
Q140415237,Q1080794,Point(-58.532869657 -34.579418626)
Q140415237,Q67388747,Point(-58.532869657 -34.579418626)
Q140415243,Q159334,Point(-58.536496024 -34.577818959)
Q140415243,Q1080794,Point(-58.536496024 -34.577818959)
Q140415243,Q67388747,Point(-58.536496024 -34.577818959)
Q140415244,Q159334,Point(-58.535147903 -34.580167245)
Q140415244,Q1080794,Point(-58.535147903 -34.580167245)
Q140415244,Q67388747,Point(-58.535147903 -34.580167245)
Q140415245,Q159334,Point(-58.535170737 -34.570929133)
Q140415245,Q423208,Point(-58.535170737 -34.570929133)
Q140415245,Q67388747,Point(-58.535170737 -34.570929133)
Q140415246,Q159334,Point(-58.537049846 -34.577622631)
Q140415246,Q1080794,Point(-58.537049846 -34.577622631)
Q140415246,Q67388747,Point(-58.537049846 -34.577622631)
Q140415250,Q159334,Point(-58.522768091 -34.581723136)
Q140415250,Q1080794,Point(-58.522768091 -34.581723136)
Q140415250,Q67388747,Point(-58.522768091 -34.581723136)
Q140415798,Q159334,Point(-58.533447125 -34.618892972)
Q140415798,Q1080794,Point(-58.533447125 -34.618892972)
Q140415798,Q67388747,Point(-58.533447125 -34.618892972)
Q140415799,Q159334,Point(-58.53365393 -34.620485803)
Q140415799,Q423208,Point(-58.53365393 -34.620485803)
Q140415799,Q67388747,Point(-58.53365393 -34.620485803)
Q140417671,Q159334,Point(-58.528189979 -34.605052795)
Q140417671,Q423208,Point(-58.528189979 -34.605052795)
Q140417671,Q67388747,Point(-58.528189979 -34.605052795)
Q140417672,Q159334,Point(-58.527767437 -34.605501544)
Q140417672,Q423208,Point(-58.527767437 -34.605501544)
Q140417672,Q67388747,Point(-58.527767437 -34.605501544)
Q140417673,Q159334,Point(-58.530556203 -34.605316691)
Q140417673,Q423208,Point(-58.530556203 -34.605316691)
Q140417673,Q67388747,Point(-58.530556203 -34.605316691)
Q140417706,Q159334,Point(-58.535677912 -34.565092712)
Q140417706,Q423208,Point(-58.535677912 -34.565092712)
Q140417706,Q67388747,Point(-58.535677912 -34.565092712)
Q140417709,Q159334,Point(-58.535821903 -34.568491647)
Q140417709,Q1080794,Point(-58.535821903 -34.568491647)
Q140417709,Q67388747,Point(-58.535821903 -34.568491647)
Q140418532,Q159334,Point(-58.526313591 -34.590985355)
Q140418532,Q1080794,Point(-58.526313591 -34.590985355)
Q140418532,Q67388747,Point(-58.526313591 -34.590985355)
Q140418533,Q159334,Point(-58.525281696 -34.591605734)
Q140418533,Q423208,Point(-58.525281696 -34.591605734)
Q140418533,Q67388747,Point(-58.525281696 -34.591605734)
Q140418556,Q159334,Point(-58.524993557 -34.570522014)
Q140418556,Q423208,Point(-58.524993557 -34.570522014)
Q140418556,Q67388747,Point(-58.524993557 -34.570522014)
Q140418557,Q159334,Point(-58.52997694 -34.573506197)
Q140418557,Q1080794,Point(-58.52997694 -34.573506197)
Q140418557,Q67388747,Point(-58.52997694 -34.573506197)
Q140418560,Q159334,Point(-58.524317495 -34.57055594)
Q140418560,Q1080794,Point(-58.524317495 -34.57055594)
Q140418560,Q67388747,Point(-58.524317495 -34.57055594)
Q140418573,Q159334,Point(-58.52916499 -34.607435753)
Q140418573,Q1080794,Point(-58.52916499 -34.607435753)
Q140418573,Q67388747,Point(-58.52916499 -34.607435753)
Q140418502,Q67388747,Point(-58.528447989 -34.540217805)
Q140418503,Q159334,Point(-58.522557415 -34.554490475)
Q140418503,Q1080794,Point(-58.522557415 -34.554490475)
Q140418503,Q67388747,Point(-58.522557415 -34.554490475)
Q140418537,Q159334,Point(-58.502997692 -34.696400704)
Q140418537,Q423208,Point(-58.502997692 -34.696400704)
Q140418537,Q67388747,Point(-58.502997692 -34.696400704)
Q140418539,Q159334,Point(-58.480916588 -34.707475648)
Q140418539,Q1080794,Point(-58.480916588 -34.707475648)
Q140418539,Q67388747,Point(-58.480916588 -34.707475648)
Q140418542,Q159334,Point(-58.488763283 -34.698820243)
Q140418542,Q1080794,Point(-58.488763283 -34.698820243)
Q140418542,Q67388747,Point(-58.488763283 -34.698820243)
Q140418543,Q159334,Point(-58.48910454 -34.697498374)
Q140418543,Q423208,Point(-58.48910454 -34.697498374)
Q140418543,Q67388747,Point(-58.48910454 -34.697498374)
Q140418545,Q159334,Point(-58.50451974 -34.697546146)
Q140418545,Q423208,Point(-58.50451974 -34.697546146)
Q140418545,Q67388747,Point(-58.50451974 -34.697546146)
Q140418548,Q159334,Point(-58.474910009 -34.703058095)
Q140418548,Q1080794,Point(-58.474910009 -34.703058095)
Q140418548,Q67388747,Point(-58.474910009 -34.703058095)
Q140418553,Q159334,Point(-58.489669601 -34.702737582)
Q140418553,Q1080794,Point(-58.489669601 -34.702737582)
Q140418553,Q67388747,Point(-58.489669601 -34.702737582)
Q140418559,Q159334,Point(-58.523719517 -34.561022869)
Q140418559,Q1080794,Point(-58.523719517 -34.561022869)
Q140418559,Q67388747,Point(-58.523719517 -34.561022869)
Q730109,Q13997861,Point(-58.4 -34.7)
Q1026678,Q851517,Point(-58.466666666 -34.7)
Q1622565,Q1549591,Point(-58.4 -34.7)
Q1622565,Q5770918,Point(-58.4 -34.7)
Q2527509,Q515,Point(-58.443 -34.707)
Q5842270,Q4663385,Point(-58.441 -34.7054)
Q5843228,Q55488,Point(-58.3907 -34.7074)
Q5845403,Q55488,Point(-58.4291 -34.6981)
Q6091506,Q537127,Point(-58.46111111 -34.705)
Q48001619,Q47521,Point(-58.462111111 -34.699972222)
Q64338841,Q5728070,Point(-58.41125 -34.696017)
Q64338998,Q5728070,Point(-58.417332 -34.699745)
Q64339022,Q5728070,Point(-58.388017 -34.70535)
Q64339187,Q5728070,Point(-58.411267 -34.703733)
Q93819746,Q16917,Point(-58.392978 -34.709026)
Q93820274,Q16917,Point(-58.393436 -34.70106)
Q93820507,Q16917,Point(-58.393732 -34.704718)
Q93820553,Q16917,Point(-58.395397 -34.695639)
Q93821301,Q16917,Point(-58.389544 -34.709974)
Q93822318,Q16917,Point(-58.400788 -34.696426)
Q111017523,Q22698,Point(-58.46806562 -34.699149869)
Q111695566,Q653208,Point(-58.469811 -34.698014)
Q111695566,Q721747,Point(-58.469811 -34.698014)
Q111695567,Q4989906,Point(-58.469811 -34.698014)
Q111695568,Q179700,Point(-58.469811 -34.698014)
Q111695569,Q191851,Point(-58.469811 -34.698014)
Q111695570,Q191851,Point(-58.469811 -34.698014)
Q111695571,Q483453,Point(-58.469811 -34.698014)
Q111695572,Q483453,Point(-58.469811 -34.698014)
Q111695573,Q264458,Point(-58.469811 -34.698014)
Q111695574,Q191851,Point(-58.469811 -34.698014)
Q111695575,Q653208,Point(-58.469811 -34.698014)
Q111695575,Q721747,Point(-58.469811 -34.698014)
Q111695576,Q721747,Point(-58.469811 -34.698014)
Q111708316,Q241045,Point(-58.469826 -34.698002)
Q133247642,Q108325,Point(-58.394722222 -34.703166666)
Q137170619,Q839954,Point(-58.460020917 -34.698418877)
Q140279566,Q9842,Point(-58.456034 -34.709913)
Q140279566,Q1080794,Point(-58.456034 -34.709913)
Q140279566,Q67388747,Point(-58.456034 -34.709913)
Q140279570,Q9842,Point(-58.461426 -34.706928)
Q140279570,Q1080794,Point(-58.461426 -34.706928)
Q140279570,Q67388747,Point(-58.461426 -34.706928)
Q140279572,Q9842,Point(-58.451877 -34.708895)
Q140279572,Q1080794,Point(-58.451877 -34.708895)
Q140279572,Q67388747,Point(-58.451877 -34.708895)
Q140281219,Q9842,Point(-58.418155 -34.704904)
Q140281219,Q423208,Point(-58.418155 -34.704904)
Q140281219,Q67388747,Point(-58.418155 -34.704904)
Q140281225,Q9842,Point(-58.415375 -34.705198)
Q140281225,Q1080794,Point(-58.415375 -34.705198)
Q140281225,Q67388747,Point(-58.415375 -34.705198)
Q140281229,Q9842,Point(-58.386319 -34.705934)
Q140281229,Q1080794,Point(-58.386319 -34.705934)
Q140281229,Q67388747,Point(-58.386319 -34.705934)
Q140281237,Q9842,Point(-58.407389 -34.707253)
Q140281237,Q1080794,Point(-58.407389 -34.707253)
Q140281237,Q67388747,Point(-58.407389 -34.707253)
Q140282113,Q9842,Point(-58.38906 -34.707588)
Q140282113,Q423208,Point(-58.38906 -34.707588)
Q140282113,Q67388747,Point(-58.38906 -34.707588)
Q140282138,Q9842,Point(-58.407382 -34.701796)
Q140282138,Q1080794,Point(-58.407382 -34.701796)
Q140282138,Q67388747,Point(-58.407382 -34.701796)
Q140282139,Q9842,Point(-58.410179 -34.700548)
Q140282139,Q423208,Point(-58.410179 -34.700548)
Q140282139,Q67388747,Point(-58.410179 -34.700548)
Q140282141,Q9842,Point(-58.392047 -34.705322)
Q140282141,Q423208,Point(-58.392047 -34.705322)
Q140282141,Q67388747,Point(-58.392047 -34.705322)
Q140282142,Q9842,Point(-58.397669 -34.706613)
Q140282142,Q423208,Point(-58.397669 -34.706613)
Q140282142,Q67388747,Point(-58.397669 -34.706613)
Q140282143,Q9842,Point(-58.396786 -34.709548)
Q140282143,Q423208,Point(-58.396786 -34.709548)
Q140282143,Q67388747,Point(-58.396786 -34.709548)
Q140282144,Q9842,Point(-58.394839 -34.703369)
Q140282144,Q423208,Point(-58.394839 -34.703369)
Q140282144,Q67388747,Point(-58.394839 -34.703369)
Q140282145,Q9842,Point(-58.391115 -34.701139)
Q140282145,Q1080794,Point(-58.391115 -34.701139)
Q140282145,Q67388747,Point(-58.391115 -34.701139)
Q140282146,Q9842,Point(-58.429501 -34.700034)
Q140282146,Q423208,Point(-58.429501 -34.700034)
Q140282146,Q67388747,Point(-58.429501 -34.700034)
Q140282147,Q9842,Point(-58.435755 -34.698096)
Q140282147,Q1080794,Point(-58.435755 -34.698096)
Q140282147,Q67388747,Point(-58.435755 -34.698096)
Q140282150,Q9842,Point(-58.428823 -34.698823)
Q140282150,Q1080794,Point(-58.428823 -34.698823)
Q140282150,Q67388747,Point(-58.428823 -34.698823)
Q140282151,Q9842,Point(-58.425999 -34.697359)
Q140282151,Q423208,Point(-58.425999 -34.697359)
Q140282151,Q67388747,Point(-58.425999 -34.697359)
Q140282153,Q9842,Point(-58.430244 -34.702218)
Q140282153,Q423208,Point(-58.430244 -34.702218)
Q140282153,Q67388747,Point(-58.430244 -34.702218)
Q140282156,Q9842,Point(-58.433955 -34.703881)
Q140282156,Q1080794,Point(-58.433955 -34.703881)
Q140282156,Q67388747,Point(-58.433955 -34.703881)
Q140282157,Q9842,Point(-58.412899 -34.703427)
Q140282157,Q1080794,Point(-58.412899 -34.703427)
Q140282157,Q67388747,Point(-58.412899 -34.703427)
Q140282161,Q9842,Point(-58.397726 -34.706905)
Q140282161,Q423208,Point(-58.397726 -34.706905)
Q140282161,Q67388747,Point(-58.397726 -34.706905)
Q140282162,Q9842,Point(-58.403108 -34.706219)
Q140282162,Q423208,Point(-58.403108 -34.706219)
Q140282162,Q67388747,Point(-58.403108 -34.706219)
Q140282164,Q9842,Point(-58.396243 -34.700243)
Q140282164,Q1080794,Point(-58.396243 -34.700243)
Q140282164,Q67388747,Point(-58.396243 -34.700243)
Q140282165,Q9842,Point(-58.425116 -34.704364)
Q140282165,Q1080794,Point(-58.425116 -34.704364)
Q140282165,Q67388747,Point(-58.425116 -34.704364)
Q140282166,Q9842,Point(-58.394904 -34.708567)
Q140282166,Q1080794,Point(-58.394904 -34.708567)
Q140282166,Q67388747,Point(-58.394904 -34.708567)
Q140282417,Q9842,Point(-58.441113 -34.705169)
Q140282417,Q1080794,Point(-58.441113 -34.705169)
Q140282417,Q67388747,Point(-58.441113 -34.705169)
Q140283864,Q9842,Point(-58.417474 -34.708389)
Q140283864,Q423208,Point(-58.417474 -34.708389)
Q140283864,Q67388747,Point(-58.417474 -34.708389)
Q140284780,Q9842,Point(-58.433566 -34.704434)
Q140284780,Q1080794,Point(-58.433566 -34.704434)
Q140284780,Q67388747,Point(-58.433566 -34.704434)
Q140284900,Q9842,Point(-58.442699 -34.70084)
Q140284900,Q1080794,Point(-58.442699 -34.70084)
Q140284900,Q67388747,Point(-58.442699 -34.70084)
Q140284901,Q9842,Point(-58.438947 -34.701927)
Q140284901,Q1080794,Point(-58.438947 -34.701927)
Q140284901,Q67388747,Point(-58.438947 -34.701927)
Q140284903,Q9842,Point(-58.444412 -34.697512)
Q140284903,Q1080794,Point(-58.444412 -34.697512)
Q140284903,Q67388747,Point(-58.444412 -34.697512)
Q140328945,Q3257686,Point(-58.40056 -34.703771)
Q140413698,Q159334,Point(-58.45595897 -34.709848788)
Q140413698,Q1080794,Point(-58.45595897 -34.709848788)
Q140413698,Q67388747,Point(-58.45595897 -34.709848788)
Q140415265,Q159334,Point(-58.389337563 -34.70516786)
Q140415265,Q1080794,Point(-58.389337563 -34.70516786)
Q140415265,Q67388747,Point(-58.389337563 -34.70516786)
Q140415273,Q159334,Point(-58.428747636 -34.698759177)
Q140415273,Q1080794,Point(-58.428747636 -34.698759177)
Q140415273,Q67388747,Point(-58.428747636 -34.698759177)
Q140415278,Q159334,Point(-58.397517989 -34.706599502)
Q140415278,Q423208,Point(-58.397517989 -34.706599502)
Q140415278,Q67388747,Point(-58.397517989 -34.706599502)
Q140415281,Q159334,Point(-58.415584002 -34.706784816)
Q140415281,Q423208,Point(-58.415584002 -34.706784816)
Q140415281,Q67388747,Point(-58.415584002 -34.706784816)
Q140416082,Q159334,Point(-58.3900566 -34.704925978)
Q140416082,Q1080794,Point(-58.3900566 -34.704925978)
Q140416082,Q67388747,Point(-58.3900566 -34.704925978)
Q140416096,Q159334,Point(-58.386243488 -34.705869498)
Q140416096,Q1080794,Point(-58.386243488 -34.705869498)
Q140416096,Q67388747,Point(-58.386243488 -34.705869498)
Q140416098,Q159334,Point(-58.388985144 -34.707523598)
Q140416098,Q423208,Point(-58.388985144 -34.707523598)
Q140416098,Q67388747,Point(-58.388985144 -34.707523598)
Q140416108,Q159334,Point(-58.429567741 -34.700072012)
Q140416108,Q423208,Point(-58.429567741 -34.700072012)
Q140416108,Q67388747,Point(-58.429567741 -34.700072012)
Q140416109,Q159334,Point(-58.417489521 -34.708106205)
Q140416109,Q423208,Point(-58.417489521 -34.708106205)
Q140416109,Q67388747,Point(-58.417489521 -34.708106205)
Q140416112,Q159334,Point(-58.398994995 -34.699783958)
Q140416112,Q1080794,Point(-58.398994995 -34.699783958)
Q140416112,Q67388747,Point(-58.398994995 -34.699783958)
Q140416116,Q159334,Point(-58.394921255 -34.708499747)
Q140416116,Q1080794,Point(-58.394921255 -34.708499747)
Q140416116,Q67388747,Point(-58.394921255 -34.708499747)
Q140416118,Q159334,Point(-58.425260366 -34.704918388)
Q140416118,Q1080794,Point(-58.425260366 -34.704918388)
Q140416118,Q67388747,Point(-58.425260366 -34.704918388)
Q140416120,Q159334,Point(-58.40730668 -34.701731951)
Q140416120,Q1080794,Point(-58.40730668 -34.701731951)
Q140416120,Q67388747,Point(-58.40730668 -34.701731951)
Q140416122,Q159334,Point(-58.435679658 -34.698032264)
Q140416122,Q1080794,Point(-58.435679658 -34.698032264)
Q140416122,Q67388747,Point(-58.435679658 -34.698032264)
Q140416123,Q159334,Point(-58.412823997 -34.703362544)
Q140416123,Q1080794,Point(-58.412823997 -34.703362544)
Q140416123,Q67388747,Point(-58.412823997 -34.703362544)
Q140416125,Q159334,Point(-58.434270297 -34.704025175)
Q140416125,Q1080794,Point(-58.434270297 -34.704025175)
Q140416125,Q67388747,Point(-58.434270297 -34.704025175)
Q140416126,Q159334,Point(-58.407313934 -34.707188641)
Q140416126,Q1080794,Point(-58.407313934 -34.707188641)
Q140416126,Q67388747,Point(-58.407313934 -34.707188641)
Q140416130,Q159334,Point(-58.433615043 -34.704214641)
Q140416130,Q1080794,Point(-58.433615043 -34.704214641)
Q140416130,Q67388747,Point(-58.433615043 -34.704214641)
Q140416132,Q159334,Point(-58.415299758 -34.705133432)
Q140416132,Q1080794,Point(-58.415299758 -34.705133432)
Q140416132,Q67388747,Point(-58.415299758 -34.705133432)
Q140416135,Q159334,Point(-58.410103576 -34.700483455)
Q140416135,Q423208,Point(-58.410103576 -34.700483455)
Q140416135,Q67388747,Point(-58.410103576 -34.700483455)
Q140416136,Q159334,Point(-58.403033109 -34.706154913)
Q140416136,Q423208,Point(-58.403033109 -34.706154913)
Q140416136,Q67388747,Point(-58.403033109 -34.706154913)
Q140416137,Q159334,Point(-58.391971443 -34.705257744)
Q140416137,Q423208,Point(-58.391971443 -34.705257744)
Q140416137,Q67388747,Point(-58.391971443 -34.705257744)
Q140416138,Q159334,Point(-58.397593783 -34.706549389)
Q140416138,Q423208,Point(-58.397593783 -34.706549389)
Q140416138,Q67388747,Point(-58.397593783 -34.706549389)
Q140416139,Q159334,Point(-58.430168722 -34.702154198)
Q140416139,Q423208,Point(-58.430168722 -34.702154198)
Q140416139,Q67388747,Point(-58.430168722 -34.702154198)
Q140416140,Q159334,Point(-58.425923842 -34.697294809)
Q140416140,Q423208,Point(-58.425923842 -34.697294809)
Q140416140,Q67388747,Point(-58.425923842 -34.697294809)
Q140416141,Q159334,Point(-58.394764164 -34.70330446)
Q140416141,Q423208,Point(-58.394764164 -34.70330446)
Q140416141,Q67388747,Point(-58.394764164 -34.70330446)
Q140416144,Q159334,Point(-58.3969441 -34.709561858)
Q140416144,Q423208,Point(-58.3969441 -34.709561858)
Q140416144,Q67388747,Point(-58.3969441 -34.709561858)
Q140416306,Q159334,Point(-58.461350997 -34.706864003)
Q140416306,Q1080794,Point(-58.461350997 -34.706864003)
Q140416306,Q67388747,Point(-58.461350997 -34.706864003)
Q140418473,Q159334,Point(-58.442114307 -34.705453265)
Q140418473,Q1080794,Point(-58.442114307 -34.705453265)
Q140418473,Q67388747,Point(-58.442114307 -34.705453265)
Q140418475,Q159334,Point(-58.441037954 -34.705105223)
Q140418475,Q1080794,Point(-58.441037954 -34.705105223)
Q140418475,Q67388747,Point(-58.441037954 -34.705105223)
Q140418477,Q159334,Point(-58.438871456 -34.701862797)
Q140418477,Q1080794,Point(-58.438871456 -34.701862797)
Q140418477,Q67388747,Point(-58.438871456 -34.701862797)
Q7854,Q18608583,Point(-58.45934722 -34.69427222)
Q7854,Q108886259,Point(-58.45934722 -34.69427222)
Q12447,Q7854,Point(-58.45934722 -34.69427222)
Q12447,Q114609228,Point(-58.45934722 -34.69427222)
Q12448,Q114609228,Point(-58.45934722 -34.69427222)
Q12450,Q114609228,Point(-58.45934722 -34.69427222)
Q12451,Q114609228,Point(-58.45934722 -34.69427222)
Q12452,Q114609228,Point(-58.45934722 -34.69427222)
Q12454,Q114609228,Point(-58.45934722 -34.69427222)
Q12455,Q114609228,Point(-58.45934722 -34.69427222)
Q12459,Q114609228,Point(-58.45934722 -34.69427222)
Q12463,Q114609228,Point(-58.45934722 -34.69427222)
Q12466,Q114609228,Point(-58.45934722 -34.69427222)
Q12469,Q114609228,Point(-58.45934722 -34.69427222)
Q12470,Q114609228,Point(-58.45934722 -34.69427222)
Q12471,Q114609228,Point(-58.45934722 -34.69427222)
Q12474,Q114609228,Point(-58.45934722 -34.69427222)
Q12475,Q114609228,Point(-58.45934722 -34.69427222)
Q12477,Q114609228,Point(-58.45934722 -34.69427222)
Q12636,Q114609228,Point(-58.45934722 -34.69427222)
Q12641,Q114609228,Point(-58.45934722 -34.69427222)
Q12646,Q114609228,Point(-58.45934722 -34.69427222)
Q12649,Q114609228,Point(-58.45934722 -34.69427222)
Q173116,Q2338524,Point(-58.459347222 -34.694272222)
Q600606,Q18608583,Point(-58.459444444 -34.694166666)
Q600606,Q24050099,Point(-58.459444444 -34.694166666)
Q731094,Q851517,Point(-58.466666666 -34.683333333)
Q1082815,Q3774608,Point(-58.45944444 -34.69416667)
Q5574873,Q2175765,Point(-58.4644 -34.6781)
Q5720303,Q12104567,Point(-58.475322059 -34.66610721)
Q5720466,Q123705,Point(-58.464 -34.685)
Q5720466,Q12104567,Point(-58.464 -34.685)
Q5720731,Q123705,Point(-58.468052936 -34.686860812)
Q5780399,Q5780448,Point(-58.455586111 -34.685916666)
Q5840837,Q2175765,Point(-58.4669 -34.6806)
Q5841475,Q2175765,Point(-58.46523 -34.68349)
