local_id,nombre,direccion_norm,manzana,mz_dist_m,barrio_geo
LOC000012,,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 942",014-033,3.184148111422199,CONSTITUCION
LOC000063,,"MORENO, JOSE MARIA AV. 386",002-051,1.6046966303310632,MONSERRAT
LOC000086,,"VARELA, JOSE PEDRO 3215",052-091,5.988950638211327,VILLA SOLDATI
LOC000111,,SAN MARTIN AV. 2368,067-099,5.129878658590137,VILLA GRAL. MITRE
LOC000168,,"MARTINEZ, VICTOR 5;RIVADAVIA AV. 5702",033-086C,6.776385341353066,COLEGIALES
LOC000183,,"GOYENA, PEDRO AV. 263",047-082,3.314367514312337,VILLA CRESPO
LOC000221,,"DIAZ, CNEL. AV. 2043",044-088,4.980105472065794,PARQUE CHACABUCO
LOC000344,,SAN MARTIN AV. 2247,067-111,4.313742227263461,VILLA GRAL. MITRE
LOC000379,,"SUAREZ, JOSE LEON 119;SUAREZ, JOSE LEON 121",006-068,1.6390517691851991,BOCA
LOC000381,,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 1126;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 1132",014-031,3.205948390988645,CONSTITUCION
LOC000412,La Gran Esquina,SAN MARTIN AV. 2510,067-077,5.047503062203973,VILLA GRAL. MITRE
LOC000468,CAFE MARTINEZ,DEL LIBERTADOR AV. 3598,021-093,9.80983477765895,PALERMO
LOC000480,,"MORENO, JOSE MARIA AV. 305",002-052,1.8216625217687576,MONSERRAT
LOC000606,,"MARTINEZ, VICTOR 197",033-088A,6.395920602641191,COLEGIALES
LOC000651,,"PERON, EVA AV. 4301;PERON, EVA AV. 4309;MEDINA 1797;MEDINA 1799",017-030,3.234709602195064,ALMAGRO
LOC000660,,"MARTINEZ, ENRIQUE, GRAL. 1425",056-137A,4.566879751248458,PARQUE AVELLANEDA
LOC000698,,"ALVEAR, MARCELO T. De 1586",007-051,1.5753559146427445,RETIRO
LOC000706,,DIRECTORIO AV. 2083,072-087,4.576077601281143,LINIERS
LOC000744,,"GARCIA, MANUEL 411",045-009,3.3210104215791065,CABALLITO
LOC000751,,"MORENO, JOSE MARIA AV. 601;GOYENA, PEDRO AV. 508",002-024A,1.0490009755927394,MONSERRAT
LOC000755,,"ALVEAR, MARCELO T. De 2199",015-174,12.714607307046997,RECOLETA
LOC000807,,SAN MARTIN AV. 2834;SAN MARTIN AV. 2838,067-042,3.237916008443927,VILLA SANTA RITA
LOC000827,,"MORENO, JOSE MARIA AV. 735",002-015,1.37609035235446,MONSERRAT
LOC000968,,"MORENO, JOSE MARIA AV. 627",002-024A,1.1275555253608274,MONSERRAT
LOC001004,,"PAZ, MARCOS 2006",039-090,2.724598906246452,BELGRANO
LOC001032,,"ALVAREZ, JULIAN 2538",049-006,6.177094832264741,PATERNAL
LOC001081,,"RAMIREZ DE VELASCO, JUAN 290",045-075,5.060673885098821,CABALLITO
LOC001099,Remember,"PUEYRREDON, HONORIO, DR. AV. 784",013-101,3.0712203597530703,BALVANERA
LOC001112,,"PERON, EVA AV. 2589",009-018,2.363585553401183,BALVANERA
LOC001129,PARRILLA CORDOBA,CORDOBA AV. 1768,005-008,16.221534998424953,SAN NICOLAS
LOC001201,,"ALVAREZ, CRISOSTOMO 4807",073-016A,1.4715457929672795,VILLA PUEYRREDON
LOC001223,,"PERON, EVA AV. 2601",009-013,2.7053078542490336,BALVANERA
LOC001233,,"GARCIA, TEODORO 1725",059-056,4.431760617515063,VILLA GRAL. MITRE
LOC001236,,"RIVERA, PEDRO I., Dr. 2935",052-051,4.313354568155446,VILLA SOLDATI
LOC001259,Dos escudos,"ALVEAR, MARCELO T. De 1491",007-053,1.145981065301577,RETIRO
LOC001284,,"IRIGOYEN, BERNARDO de 580",091-038,2.8938557985212703,VERSALLES
LOC001318,,RODRIGUEZ PEÑA 1714,081-163,3.969190283086932,VILLA DEL PARQUE
LOC001360,,"BASUALDO 2308;PERON, EVA AV. 5100",001-009,1.153749073451095,SAN NICOLAS
LOC001364,,"ALVEAR, MARCELO T. De 2177",011-041,9.680249603290251,RECOLETA
LOC001410,,"GALLARDO, ANGEL AV. 271",095-023,2.7813802410072817,LINIERS
LOC001411,,"SUAREZ, JOSE LEON 276;SUAREZ, JOSE LEON 274",006-052,3.1468109945894267,BOCA
LOC001416,,CHILE 1854,073-018,3.4085571032335062,VILLA PUEYRREDON
LOC001439,,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 901",014-024,8.433807207929105,CONSTITUCION
LOC001450,,"GALLARDO, ANGEL AV. 1036",093-042A,4.413388199920844,VILLA REAL
LOC001452,,CUENCA 2301,074-024,2.921889021409808,MATADEROS
LOC001454,,"CABEZON, JOSE LEON 3725",031-082,3.353515084032939,VILLA CRESPO
LOC001485,,"JUSTO, JUAN B. AV. 6765",076-101,3.5618238876705464,MATADEROS
LOC001547,,MAIPU 2,011-051,3.1277129835877107,RECOLETA
LOC001560,,SAN JUAN AV. 2009,062-158A,4.29605036843773,PARQUE AVELLANEDA
LOC001571,,"PERON, EVA AV. 1201",005-045,1.0462663313676313,SAN NICOLAS
LOC001593,,"IRIGOYEN, BERNARDO de 1518",093-203,3.269079395965407,VERSALLES
LOC001673,,"ALVAREZ, JULIAN 2765",050-105,4.528102023581308,FLORES
LOC001684,,SAN MARTIN AV. 2218,067-110A,4.433657066248876,VILLA GRAL. MITRE
LOC001726,,"LOPEZ, VICENTE 2180",061-137,4.404121886062605,AGRONOMIA
LOC001731,,"MITRE, EMILIO 1002",005-058A,5.336590110234009,SAN NICOLAS
LOC001732,,"IRIGOYEN, BERNARDO de 1034",091-051,3.175662374330587,VERSALLES
LOC001765,,RONDEAU 3226;RONDEAU 3228;RONDEAU 3236,013-003,2.8109967528849955,ALMAGRO
LOC001776,,SAN MARTIN AV. 2283,067-111,4.579746742591598,VILLA GRAL. MITRE
LOC001788,Grido,"PUEYRREDON, HONORIO, DR. AV. 601",009-007,4.295709220710268,BALVANERA
LOC001799,,SAN JUAN AV. 1838;SAN JUAN AV. 1840,062-144A,,PARQUE AVELLANEDA
LOC001804,,"ALVEAR, MARCELO T. De 1995",011-067,8.35423776536052,RECOLETA
LOC001829,,SAN MARTIN AV. 4935,085-014,4.288457305499873,VELEZ SARSFIELD
LOC001851,,"PERON, EVA AV. 4251",017-045,3.32725598757209,ALMAGRO
LOC001855,,SAN MARTIN AV. 1976;SAN MARTIN AV. 1978;ESPINOSA 1611,059-021D,3.1054442547212484,VILLA GRAL. MITRE
LOC001886,,GUIDO 1713;GUIDO 1705,045-117,3.196652265808654,CABALLITO
LOC001889,,"PERON, EVA AV. 2643",009-013,2.53358245009376,BALVANERA
LOC001894,,"ALVAREZ, JULIAN 2422",067-094,3.637889851069289,VILLA GRAL. MITRE
LOC001903,,"DIAZ, CNEL. AV. 2475",053-001B,4.6184646115384975,VILLA URQUIZA
LOC001956,,"DEL LIBERTADOR AV. 2300;DIAZ, CNEL. AV. 2765",017-106,2.6056317741833186,ALMAGRO
LOC002001,,DEL LIBERTADOR AV. 4818,023-121,3.928757925881363,PALERMO
LOC002022,,"PERON, EVA AV. 4236;PERON, EVA AV. 4238",017-044A,2.27631571289464,ALMAGRO
LOC002150,,BARCO CENTENERA del 226,001-004,0.7805415719456095,SAN NICOLAS
LOC002167,,TRIUNVIRATO AV. 2799,013-060,2.090396236493816,BALVANERA
LOC002172,,SAN MARTIN AV. 3001,067-019,3.198502590495104,VILLA SANTA RITA
LOC002201,PLAZA ITALIA,DEL LIBERTADOR AV. 186,003-047,9.09022161142407,RETIRO
LOC002232,,"PERON, EVA AV. 1693",005-011,1.3071627561834958,SAN NICOLAS
LOC002236,,"GALLARDO, ANGEL AV. 715",093-053,4.538613941881445,VERSALLES
LOC002252,,"DIAZ, CNEL. AV. 1641",044-116,3.2179157024548863,PARQUE CHACABUCO
LOC002260,,ENTRE RIOS AV. 866,022-006,3.515321943247351,SAN CRISTOBAL
LOC002273,,"BALCARCE, FLORENCIO 44",002-062,5.0788767206413,MONSERRAT
LOC002297,,"PERON, EVA AV. 3400",013-036,3.802953748597898,ALMAGRO
LOC002302,,"ALVAREZ, JULIAN 1674",059-067,2.3923632278336844,VILLA GRAL. MITRE
LOC002304,,"GALLARDO, ANGEL AV. 801",093-040,10.634077140343637,VERSALLES
LOC002322,,"CAMPOS, LUIS M. AV. 499",040-100B,2.8407950859857496,CABALLITO
LOC002348,,"PAZ, MARCOS 2708;BAIGORRIA 4601",041-143,2.90363476491518,BELGRANO
LOC002349,,"PUEYRREDON, HONORIO, DR. AV. 1484",015-137,3.705933682264015,RECOLETA
LOC002372,,"PERON, EVA AV. 4399",017-030,3.345119338218145,ALMAGRO
LOC002436,,ALBERTI 1716,054-024,3.9661878549377736,VILLA LURO
LOC002440,,ROOSEVELT FRANKLIN D. 1806,044-137A,2.063583365919635,PARQUE CHACABUCO
LOC002453,,"MITRE, EMILIO 1544",005-019,1.76133208082146,SAN NICOLAS
LOC002459,,SAN JUAN AV. 2350;SAN JUAN AV. 2354,056-053,4.607344751396132,PARQUE AVELLANEDA
LOC002460,,COCHABAMBA 3897;COCHABAMBA 3899,001-024,1.8712588046488947,SAN NICOLAS
LOC002461,,"MORENO, JOSE MARIA AV. 912",012-074,1.53024238780247,MONSERRAT
LOC002462,,"RODRIGUEZ, MARTIN 780",065-077,3.4286213101984964,FLORES
LOC002542,,CUENCA 3422,029-009,5.549039511052094,NUÑEZ
LOC002565,Freddo,"CABILDO AV. 1690;HERNANDEZ, JOSE 2412",037-158,12.133468542787456,BELGRANO
LOC002584,,ARMENIA 1743,020-008,2.073487108433166,BALVANERA
LOC002638,,"FIGUEROA, D. APOLINARIO, CORONEL 717;SAN MARTIN AV. 1422",017-081,2.774930916066487,ALMAGRO
LOC002658,,"ALVAREZ, JULIAN 2491;ALVAREZ, JULIAN 2489",069-065B,3.6202696947510535,VILLA DEL PARQUE
LOC002700,,"RIVERA, PEDRO I., Dr. 3245;RIVERA, PEDRO I., Dr. 3243",052-019A,8.172040056530552,VILLA SOLDATI
LOC002719,La Torre de Retiro,DEL LIBERTADOR AV. 118,003-047,7.879567149224696,RETIRO
LOC002722,,"CRUZ, OSVALDO AV. 1793",044-002T,15.137747577032046,FLORES
LOC002736,,"FIGUEROA, D. APOLINARIO, CORONEL 275;FIGUEROA, D. APOLINARIO, CORONEL 277",017-077,3.0189505295539805,ALMAGRO
LOC002790,POLLOS CAMPEON,SAN JUAN AV. 1720,062-145B,,PARQUE AVELLANEDA
LOC002807,SABIS,"MORENO, JOSE MARIA AV. 714",002-014A,1.4728070456962306,MONSERRAT
LOC002841,,"MITRE, EMILIO 744",001-009,1.4774199858159336,SAN NICOLAS
LOC002853,,"ALVEAR, MARCELO T. De 1647",007-025,1.843043026013568,RECOLETA
LOC002883,AZUL PROFUNDO,DEL LIBERTADOR AV. 310,003-033,8.301205285055758,RETIRO
LOC002885,,"GARCIA, TEODORO 2502",043-174,1.7431837079475752,SAAVEDRA
LOC002914,,"PERON, EVA AV. 1760",005-002,1.4664084285774988,SAN NICOLAS
LOC002932,,"GOMEZ, VALENTIN 3300",078-075P,2.1561868544932388,VILLA LUGANO
LOC002940,,SAN MARTIN AV. 2339,067-100,8.305292085078996,VILLA GRAL. MITRE
LOC002978,OSOLEMIO,CABILDO AV. 1576,037-157,10.732667129125064,COLEGIALES
LOC002984,,"GARCIA, JUAN AGUSTIN 3999;GARCIA, JUAN AGUSTIN 3985;GARCIA, JUAN AGUSTIN 3989",055-256,2.795204165144945,SAAVEDRA
LOC003003,,GURRUCHAGA 1088,035-009A,23.3072132723442,COLEGIALES
LOC003007,Las Marías,SAN MARTIN AV. 2911,067-031A,2.675573178038408,VILLA SANTA RITA
LOC003029,,"GALLARDO, ANGEL AV. 229",095-023,2.755278854483373,LINIERS
LOC003106,,"CHILAVERT, MARTINIANO, CORONEL 6622;CHILAVERT, MARTINIANO, CORONEL 6624",011-009,6.177442791881319,RECOLETA
LOC003110,,"ALVAREZ, JULIAN 2097;ALVAREZ, JULIAN 2099",059-092,4.613966753314156,VILLA GRAL. MITRE
LOC003122,,"JUSTO, JUAN B. AV. 7064",076-061,4.4427533337689855,MATADEROS
LOC003136,,"MARTINEZ, VICTOR 42",033-086C,8.009254118963117,COLEGIALES
LOC003147,,OLAZABAL 1767,001-018B,,SAN NICOLAS
LOC003183,Costumbres Argentinas,"PUEYRREDON, HONORIO, DR. AV. 1084",015-132,5.1832148700606,RECOLETA
LOC003287,,"DIAZ, CNEL. AV. 1489",044-137C,8.410165413438929,PARQUE CHACABUCO
LOC003290,,"BULLRICH, INT. AV. 345",023-068,8.105787851275513,PALERMO
LOC003322,,INDEPENDENCIA AV. 3401;LINIERS VIRREY 797,012-037,1.933240688481071,MONSERRAT
LOC003354,,SAN JUAN AV. 2056,054-002C,3.811774157804668,PARQUE AVELLANEDA
LOC003370,Cohiba,"MORENO, JOSE MARIA AV. 525",002-033,1.1978301578966963,MONSERRAT
LOC003372,,"MORENO, JOSE MARIA AV. 346",002-051,1.1362354334243765,MONSERRAT
LOC003377,,"BEIRO, FRANCISCO AV. 5294;BEIRO, FRANCISCO AV. 5300",067-041,3.3385633042844005,VILLA SANTA RITA
LOC003378,,SAN JUAN AV. 1811,062-144B,,PARQUE AVELLANEDA
LOC003381,,"PERON, EVA AV. 1653",005-011,1.232809919893762,SAN NICOLAS
LOC003402,,"MORENO, JOSE MARIA AV. 756",002-014A,1.517224468874493,MONSERRAT
LOC003407,,"LOPEZ, VICENTE 2205",061-139,4.438451876993036,AGRONOMIA
LOC003451,,SAN MARTIN AV. 2318,067-099,5.1553176957276,VILLA GRAL. MITRE
LOC003457,,MANSO JUANA 1641,031-102,3.4486004694160437,PALERMO
LOC003507,,CHARCAS 3401,077-004,2.617035479948913,VILLA LURO
LOC003517,,"PUEYRREDON, HONORIO, DR. AV. 1057",011-001,3.7528529218231657,RECOLETA
LOC003531,,"JUSTO, JUAN B. AV. 6925",076-074,4.167173315261204,MATADEROS
LOC003544,Le Blé,DEL LIBERTADOR AV. 4502,023-118,3.280397955139865,PALERMO
LOC003546,,"ALVAREZ, JULIAN 2577",049-010,5.319737718993298,PATERNAL
LOC003571,,LAVALLE 1669,040-132,3.2712664589973515,CABALLITO
LOC003621,,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 702;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 708",012-023,2.8003423501833704,MONSERRAT
LOC003622,,"GARDEL, CARLOS 3137",001-043,1.0146204763386597,SAN NICOLAS
LOC003647,,SAN MARTIN AV. 2537,067-078,4.5637757443688045,VILLA GRAL. MITRE
LOC003707,,DEL LIBERTADOR AV. 256,003-040,7.3173027088000895,RETIRO
LOC003713,,DEL LIBERTADOR AV. 2587;DEL LIBERTADOR AV. 2599,021-102,16.554770915926525,PALERMO
LOC003796,,"MORENO, JOSE MARIA AV. 702",002-015,8.790886969481258,MONSERRAT
LOC003799,,URUGUAY 380,072-072,3.980486806260695,LINIERS
LOC003805,,SAN MARTIN AV. 3103,067-007,3.182902886185361,VILLA SANTA RITA
LOC003815,,ALVAREZ THOMAS AV. 1602,095-060A,4.454106617099861,VILLA LURO
LOC003822,,"DIAZ, CNEL. AV. 1944;DIAZ, CNEL. AV. 1962;DIAZ, CNEL. AV. 1998;DIAZ, CNEL. AV. 2026;DIAZ, CNEL. AV. 2040;DIAZ, CNEL. AV. 2050;DIAZ, CNEL. AV. 2060;DIAZ, CNEL. AV. 2070;DIAZ, CNEL. AV. 2098;SANTA FE AV. 3251;SANTA FE AV. 3253;ARENALES 3315;ARENALES 3319;ARENALES 3320;ARENALES 3323;ARENALES 3324;BERUTI 3328;ARENALES 3330;ARENALES 3340;ARENALES 3350;ARENALES 3360;ARENALES 3366;ARENALES 3370;ARENALES 3390",044-094,4.72849988120377,PARQUE CHACABUCO
LOC003880,,"MORENO, JOSE MARIA AV. 318",002-051,1.022568384080074,MONSERRAT
LOC003895,,SAN JUAN AV. 2035,062-158A,4.238345950689556,PARQUE AVELLANEDA
LOC003959,,SAN MARTIN AV. 3153,067-007,3.0715535671666268,VILLA SANTA RITA
LOC003980,,SAN MARTIN AV. 2820,067-042,3.234458428606024,VILLA SANTA RITA
LOC004016,,SAN MARTIN AV. 2462,067-088,4.78904545892945,VILLA GRAL. MITRE
LOC004096,,SAN MARTIN AV. 4527,085-080,4.586341317839136,VELEZ SARSFIELD
LOC004097,,"SCALABRINI ORTIZ, RAUL AV. 1603",059-120,3.828958955228456,PATERNAL
LOC004104,,HEREDIA 499,019-051B,4.466757141449107,PALERMO
LOC004119,,ALVAREZ JONTE AV. 3591;CONCORDIA 2109,021-005,3.870384315358776,PALERMO
LOC004131,,"ALVEAR, MARCELO T. De 1679",007-025,1.818871501512336,RECOLETA
LOC004135,,"GARCIA, JUAN AGUSTIN 2600",043-174,3.3828568160922994,SAAVEDRA
LOC004178,,"GALLARDO, ANGEL AV. 109",095-022,3.306894102774771,LINIERS
LOC004199,,SAN MARTIN AV. 2096,059-006,0.3986481191758457,VILLA GRAL. MITRE
LOC004223,,SAN JUAN AV. 2062,054-003A,15.254073540586411,PARQUE AVELLANEDA
LOC004224,,"GALLARDO, ANGEL AV. 848",093-040,4.180538386672805,VERSALLES
LOC004438,,"RODRIGUEZ, MARTIN 599",065-085,3.159511875502269,FLORES
LOC004465,,"ALVAREZ, JULIAN 2802",050-080A,4.332576408195931,FLORES
LOC004534,,"PUEYRREDON, HONORIO, DR. AV. 1029",011-001,4.110854227109511,RECOLETA
LOC004538,,"PAZ, MARCOS 2191;ALVAREZ JONTE AV. 4600",039-098,3.3324658472137965,BELGRANO
LOC004544,,SAN MARTIN AV. 2601,067-067,4.532479272197532,VILLA GRAL. MITRE
LOC004587,,SAN MARTIN AV. 3185,067-007,3.05978013713601,VILLA SANTA RITA
LOC004605,,"PERON, EVA AV. 3701;PERON, EVA AV. 3707",017-103,,ALMAGRO
LOC004607,,"SUAREZ, JOSE LEON 108",006-067,,BOCA
LOC004638,,DEL LIBERTADOR AV. 5100,023-123,9.840776909948286,PALERMO
LOC004664,,LAVALLE 1565;LAVALLE 1561,007-041,2.471833536621228,RETIRO
LOC004683,,"MARTINEZ, ENRIQUE, GRAL. 1269",054-123,4.544329323911457,PARQUE AVELLANEDA
LOC004698,,"PERON, EVA AV. 3594",013-014,3.072965694522743,ALMAGRO
LOC004868,,"ALVAREZ, JULIAN 1706",059-068,3.648253965768482,VILLA GRAL. MITRE
LOC004884,,"LOPEZ, VICENTE 2238",061-136,4.355595644275212,AGRONOMIA
LOC004896,,"MORENO, JOSE MARIA AV. 565;MORENO, JOSE MARIA AV. 569",002-033,1.1975556875275175,MONSERRAT
LOC004899,,DE LOS CONSTITUYENTES AV. 3600,015-142,3.220012516121038,RECOLETA
LOC004920,,"DIAZ, CNEL. AV. 2614",063-126,2.7973957350806224,VILLA URQUIZA
LOC004924,,"GALLARDO, ANGEL AV. 197",095-022,2.742232453702023,LINIERS
LOC004939,LO DE AGUSTINA,"MORENO, JOSE MARIA AV. 120",002-071B,,MONSERRAT
LOC004966,,BUCARELLI 2340,077-075,3.396372141834245,VELEZ SARSFIELD
LOC005018,,"GARCIA, TEODORO 2669",043-170,2.347400731219502,SAAVEDRA
LOC005035,,CASTAÑARES AV. 4516,039-092,2.5738116325611964,BELGRANO
LOC005076,,"PERON, EVA AV. 3635",013-004,2.542341546202079,ALMAGRO
LOC005092,,"GALLARDO, ANGEL AV. 581",093-051,4.717032003341465,VERSALLES
LOC005107,,"PICHINCHA 94;YRIGOYEN, HIPOLITO 2295",011-086,,RECOLETA
LOC005109,,"GARCIA, JUAN AGUSTIN 5901;RUIZ DE LOS LLANOS 708",060-011,6.426063901254315,LINIERS
LOC005119,,"RODRIGUEZ, MANUEL A., GENERAL 2420",048-101B,4.971985073479781,FLORES
LOC005121,,SARMIENTO 4701,023-148B,,PALERMO
LOC005141,Pizza Bum,RIVADAVIA AV. 8104;RIVADAVIA AV. 8112,054-164,10.35520060138704,FLORESTA
LOC005156,,"GALLARDO, ANGEL AV. 702",093-038,4.125813258916275,VERSALLES
LOC005170,,"ALVAREZ, JULIAN 1479",059-080,3.076067955397808,CABALLITO
LOC005172,,"MITRE, EMILIO 900",001-001,1.3335763165989658,SAN NICOLAS
LOC005173,,"CRUZ, OSVALDO AV. 2099",046-181,7.721335441813611,FLORES
LOC005175,,CUENCA 678,093-184B,3.518498678827728,MONTE CASTRO
LOC005184,,SAN MARTIN AV. 4692,085-078,4.36169552495263,VELEZ SARSFIELD
LOC005188,,"GARCIA, TEODORO 2806;CRAMER 792;CRAMER 800",043-141,1.5816610178146144,SAAVEDRA
LOC005219,,"GONZALEZ, JOAQUIN V. 4902;GONZALEZ, JOAQUIN V. 4912",085-036,,MONTE CASTRO
