polo_a,nombre_a,polo_b,nombre_b,local_id,barrio,comuna
R08,Villa Crespo,R21,La Paternal,LOC014625,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018562,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC002905,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018431,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC011008,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018576,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC008918,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018447,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC010957,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018526,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC007956,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014626,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014627,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC001245,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018595,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014628,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018529,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018530,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018551,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC000710,Caballito,6.0
R08,Villa Crespo,R21,La Paternal,LOC026883,Caballito,6.0
R08,Villa Crespo,R21,La Paternal,LOC014635,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014587,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018601,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC000343,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018528,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC009422,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014593,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018425,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC009483,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014594,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018429,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014570,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC006088,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC007139,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014564,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014563,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018537,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018459,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014567,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018577,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC004296,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018557,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018556,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC009199,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC002720,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC003223,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC014566,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC006312,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC001134,Chacarita,15.0
R08,Villa Crespo,R21,La Paternal,LOC007710,Villa Crespo,15.0
R08,Villa Crespo,R21,La Paternal,LOC018035,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC018034,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC018053,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC018032,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC000173,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC018036,Paternal,15.0
R08,Villa Crespo,R21,La Paternal,LOC010530,Paternal,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017401,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC006614,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007616,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017461,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017460,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008803,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017459,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017476,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017386,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017514,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004291,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009148,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017467,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004046,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017468,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017418,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008206,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC000450,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017409,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014133,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017447,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008234,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014140,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017436,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017513,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017437,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004183,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC018474,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC018559,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014075,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC018470,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC001930,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC018452,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC018453,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014073,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009413,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004218,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014119,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014121,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017532,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017470,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014122,Villa Crespo,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007969,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC006074,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007427,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017471,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014168,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017469,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC001528,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014166,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014162,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017509,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009626,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017510,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017511,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007189,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017505,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008820,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017506,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017504,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017462,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008094,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008265,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007190,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014132,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014131,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017439,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008904,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC001565,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009957,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC001006,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004280,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017498,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017496,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC006216,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017499,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017500,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017474,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008730,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017457,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017458,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014137,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017448,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017449,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC001482,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC003924,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC005319,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC000502,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009961,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC010607,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC006479,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009965,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC000235,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017455,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC005277,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014130,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC014129,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015473,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008486,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017394,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017466,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017402,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC003771,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017393,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015474,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008279,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017429,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC003637,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008092,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015471,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017518,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015465,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017489,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017493,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017423,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC009416,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017438,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015472,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC005871,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015467,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015468,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017479,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015469,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017416,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC002311,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015484,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC002559,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008869,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015485,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017442,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC004546,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC002388,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015470,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017480,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015457,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015458,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017485,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC000624,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC008121,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC007926,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC000056,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC010096,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017391,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC005587,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC017534,Colegiales,13.0
R09,Chacarita,R19,Federico Lacroze,LOC002233,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC002434,Chacarita,15.0
R09,Chacarita,R19,Federico Lacroze,LOC015433,Colegiales,13.0
R09,Chacarita,R19,Federico Lacroze,LOC000606,Colegiales,13.0
R09,Chacarita,R19,Federico Lacroze,LOC015432,Colegiales,13.0
R09,Chacarita,R19,Federico Lacroze,LOC017537,Colegiales,13.0
R09,Chacarita,R19,Federico Lacroze,LOC020109,Palermo,14.0
R09,Chacarita,R19,Federico Lacroze,LOC005821,Palermo,14.0
R09,Chacarita,R21,La Paternal,LOC004183,Villa Crespo,15.0
R09,Chacarita,R21,La Paternal,LOC018474,Villa Crespo,15.0
R09,Chacarita,R21,La Paternal,LOC018559,Villa Crespo,15.0
R09,Chacarita,R21,La Paternal,LOC014075,Villa Crespo,15.0
R09,Chacarita,Z43,Colegiales,LOC017534,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017663,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC015452,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC015451,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017539,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017533,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC004789,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC007100,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC011087,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017617,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC002977,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC003428,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017656,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC009168,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017629,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC001200,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC009834,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC015433,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC000606,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC015432,Colegiales,13.0
R09,Chacarita,Z43,Colegiales,LOC017537,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC017663,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC015452,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC007100,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC002977,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC003428,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC017656,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC009168,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC017629,Colegiales,13.0
R09,Chacarita,Z44,Villa Ortuzar,LOC001200,Colegiales,13.0
R11,Boulevard Caseros,Z50,Barracas · Av. Montes de Oca,LOC000498,Barracas,4.0
R11,Boulevard Caseros,Z50,Barracas · Av. Montes de Oca,LOC009131,Barracas,4.0
R11,Boulevard Caseros,Z50,Barracas · Av. Montes de Oca,LOC006772,Barracas,4.0
R12,Centro y Microcentro,Z46,Retiro,LOC009749,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005888,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003038,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004570,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024155,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009782,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006520,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003473,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024142,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024099,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024160,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003817,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024101,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024159,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024057,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016139,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005202,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016118,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024108,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016119,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024124,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024106,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024145,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002193,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024144,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005564,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016140,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007806,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008178,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005795,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005327,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010186,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000081,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007044,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005625,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000035,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024079,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024077,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024078,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002241,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024062,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002460,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001675,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024149,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024033,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016134,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004580,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016166,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024061,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016131,San Nicolas,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000134,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024809,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016211,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004632,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024790,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024789,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005008,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016206,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001688,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024791,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009254,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007974,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002859,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016219,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024808,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024806,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024807,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010179,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016222,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024810,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009462,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004360,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024811,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024817,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024816,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024815,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016223,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024874,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016220,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009428,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001969,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024875,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008949,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007774,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005703,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006372,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024855,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009222,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002454,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006357,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007122,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004383,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024792,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024804,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024803,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024801,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016216,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005666,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000490,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005611,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009273,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024737,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009300,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016232,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024831,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024832,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024736,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016214,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024788,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024802,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024787,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024805,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024793,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016255,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024800,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009761,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016256,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016826,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009972,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007210,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024786,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000044,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024857,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016250,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016251,Retiro,1.0
