fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2015_2018.csv,347000,356940,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"ACHA, MARIANO, Gral. 3060",,,-34.565362,-58.483291,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0791,unica,no,1,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,191820,356949,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,GALLO 724,,,-34.60118,-58.41256,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0792,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,215624,356955/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CHILE 524,,,-34.616072,-58.373512,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0793,unica,no,1,1,San Telmo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,57529,862,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"PERON, EVA AV. 4236",,,-34.606007,-58.425922,cache_usig_exacta_sin_control_comuna,,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0794,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,233956,357201,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"ALVAREZ, DONATO, Tte. Gral. 1689",,,-34.607561,-58.462537,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0795,unica,no,1,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,450287,357334/3,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ESMERALDA 887,,,-34.597798,-58.378322,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0796,media,no,2,1,Retiro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,232841,357532/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SAN MARTIN AV. 2837,,,-34.615,-58.47751,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0797,unica,si,1,11,Villa Santa Rita,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,45365,357534/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,COBO AV. 1229,,,-34.641739,-58.432677,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0798,unica,si,1,7,Parque Chacabuco,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,236686,357637,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CARACAS 1733,,,-34.611059,-58.471124,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0799,media,no,2,11,Villa Gral. Mitre,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218461,357916,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ENTRE RIOS AV. 654,,,-34.616239,-58.39157,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0800,media,no,2,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,207573,357931/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RIVADAVIA AV. 2339,,,-34.60968,-58.399699,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0801,unica,si,1,3,Balvanera,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,263331,358236/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,GAONA AV. 4701,,,-34.627181,-58.489187,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0802,unica,si,1,10,Floresta,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,179036,358260,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ROJAS 40,,,-34.619964,-58.441724,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0803,unica,si,1,6,Caballito,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,158082,358263/4,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ROSARIO 871,,,-34.62063,-58.440565,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0804,unica,si,1,6,Caballito,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,260901,358492,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"GONZALEZ, JOAQUIN V. 2033",,,-34.614736,-58.495053,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0805,media,no,2,11,Villa Del Parque,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,179480,358563/4,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LEZICA 4206,,,-34.612157,-58.425641,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0806,unica,si,1,5,Almagro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,100319,358668,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ALBERTI 1716,,,-34.629947,-58.399452,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0807,media,no,2,4,Parque Patricios,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,311126,358715/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,NUEVA YORK 3670,,,-34.597642,-58.507536,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0808,unica,si,1,11,Villa Devoto,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,39714,358821/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LA PLATA AV. 1595,,,-34.633574,-58.425326,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0809,media,no,2,7,Parque Chacabuco,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,145100,358860,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SAN PEDRITO AV. 664,,,-34.638549,-58.466043,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0810,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,421940,358877,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MALABIA 718,,,-34.596669,-58.436223,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0811,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,370212,359086,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RAMALLO 1900,,,-34.540523,-58.467597,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0812,unica,si,1,13,Nuñez,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,357572,359268,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"BALBIN, RICARDO, DR. AV. 4179",,,-34.555002,-58.490901,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0813,unica,no,1,12,Saavedra,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,221163,359279/11,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,TUCUMAN 818,,,-34.601258,-58.378398,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0814,media,no,2,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,251546,359406,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,GAONA AV. 3775,,,-34.622243,-58.477729,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0815,unica,no,1,11,Villa Santa Rita,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,98452,359430,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BOEDO AV. 2059,,,-34.63835,-58.416083,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0816,media,no,2,5,Boedo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,174094,359574,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RAMOS MEJIA 1055,,,-34.603401,-58.433638,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0817,media,no,2,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,12469,359606,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CUZCO 141,,,-34.637987,-58.527809,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0818,media,no,2,9,Liniers,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,14127,359679/4,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CASTRO, EMILIO AV. 6208",,,-34.649058,-58.509026,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0819,media,no,2,9,Mataderos,A
