fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2015_2018.csv,179360,363149/42,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MEDRANO AV. 264,,,-34.607695,-58.42153,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0864,unica,si,1,5,Almagro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,289863,363223,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"BEIRO, FRANCISCO AV. 5686",,,-34.617093,-58.528991,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0865,media,no,3,10,Villa Real,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,911765,363362/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,JUJUY AV. 2094,,,-34.63462,-58.399238,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0866,media,no,2,4,Parque Patricios,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,258280,363522,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CUENCA 1560,,,-34.61588,-58.483332,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0867,unica,no,1,11,Villa Santa Rita,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,7027,363530/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"JUSTO, JUAN B. AV. 8262",,,-34.633904,-58.50391,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0868,unica,no,1,10,Villa Luro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,225184,363568/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORRIENTES AV. 5082,,,-34.60041,-58.437431,cache_usig_exacta,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0869,unica,si,1,15,Villa Crespo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,117519,363572,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIO LIMAY 1364,,,-34.650155,-58.38656,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0870,media,no,2,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,217973,363864/5,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CHILE 1563,,,-34.616677,-58.388359,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0871,unica,no,1,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,352001,363995/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MONROE 5781,,,-34.578849,-58.49428,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0872,unica,si,1,12,Villa Urquiza,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,421738,364023,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CORDOBA AV. 4667,,,-34.593752,-58.430733,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0873,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,178778,364129/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ACOYTE AV. 671,,,-34.611095,-58.439095,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0874,unica,no,1,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,910883,364167/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CASEROS AV. 2701,,,-34.636155,-58.400688,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0875,unica,no,1,4,Parque Patricios,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,123575,364176/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"CERRI, DANIEL, Gral. 1448",,,-34.646883,-58.370139,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0876,unica,no,1,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,183483,364288,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CHICLANA AV. 2905,,,-34.628841,-58.405296,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0877,unica,no,1,3,San Cristobal,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,441309,364322,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,PUEYRREDON AV. 1070,,,-34.597826,-58.403615,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0878,unica,no,1,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,18328,364324,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CARHUE 54,,,-34.639779,-58.524985,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0879,unica,si,1,9,Liniers,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,213623,364427,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ENTRE RIOS AV. 866,,,-34.618778,-58.391584,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0880,unica,si,1,1,Constitucion,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,43893,364437,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LA PLATA AV. 2489,,,-34.643827,-58.422136,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0881,media,no,2,4,Nueva Pompeya,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,287902,364518,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"BEIRO, FRANCISCO AV. 5294",,,-34.61387,-58.524813,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0882,unica,si,1,11,Villa Devoto,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,299037,364569/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,DE LOS INCAS AV. 5069,,,-34.585646,-58.480223,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0883,unica,si,1,15,Parque Chas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,355770,364668,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"LARRALDE, CRISOLOGO AV. 5704",,,-34.565423,-58.500389,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0884,unica,no,1,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,310144,364698/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ALVAREZ, DONATO, Tte. Gral. 1454",,,-34.610163,-58.461397,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0885,media,no,2,11,Villa Gral. Mitre,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,413012,1076,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SOLDADO DE LA INDEPENDENCIA 851,,,-34.56693,-58.435443,cache_usig_exacta_sin_control_comuna,,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0886,unica,si,1,14,Palermo,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,155740,364896,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,GUAYAQUIL 264,,,-34.620018,-58.432338,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0887,unica,no,1,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,150419,365199/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"CALVO, CARLOS 3699",,,-34.624446,-58.417643,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0888,media,no,2,5,Boedo,A
