solicitud,domicilio,partida_matriz,grupo_pan,rubros_en_la_habilitacion,giro_ajeno,giro_ajeno_detectado
358860,SAN PEDRITO AV. 664,145100,solo_despacho,10,no,
359268,"BALBIN, RICARDO, DR. AV. 4179",357572,solo_despacho,4,no,
359279,TUCUMAN 818,221163,solo_despacho,5,no,
359406,GAONA AV. 3775,251546,solo_despacho,5,no,
359774,REPUBLICA BOLIVARIANA DE VENEZUELA 4115,152637,solo_despacho,1,no,
359907,RIVADAVIA AV. 2471,206639,solo_despacho,8,no,
359948,GUIDO 1890,441883,solo_despacho,4,no,
360023,YERBAL 2381,134813,solo_despacho,1,no,
360245,LAS HERAS GENERAL AV. 3315,429769,solo_despacho,8,no,
360246,SANTA FE AV. 2429,441200,solo_despacho,9,no,
360326,AYACUCHO 1409,441792,solo_despacho,1,no,
360330,"SALGUERO, JERONIMO 572",170599,solo_despacho,2,no,
361047,SEGUROLA AV. 207,1922,solo_despacho,7,no,
361241,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6381",78609,solo_despacho,1,no,
361620,ALVAREZ JONTE AV. 5372,284444,solo_despacho,4,no,
362363,"BEIRO, FRANCISCO AV. 4748",279775,solo_despacho,2,no,
362389,INDEPENDENCIA AV. 4032,152779,solo_despacho,9,no,
362429,CHARCAS 4248,427746,solo_despacho,6,no,
362578,CASEROS AV. 3317,104222,solo_despacho,3,no,
362616,"LACROZE, FEDERICO AV. 3642",402214,solo_despacho,9,no,
363522,CUENCA 1560,258280,solo_despacho,10,no,
363530,"JUSTO, JUAN B. AV. 8262",7027,solo_despacho,4,no,
364023,CORDOBA AV. 4667,421738,solo_despacho,10,no,
364129,ACOYTE AV. 671,178778,solo_despacho,6,no,
364167,CASEROS AV. 2701,910883,solo_despacho,5,no,
364288,CHICLANA AV. 2905,183483;183482,solo_despacho,9,no,
364322,PUEYRREDON AV. 1070,441309,solo_despacho,9,no,
364668,"LARRALDE, CRISOLOGO AV. 5704",355770,solo_despacho,2,no,
365199,"CALVO, CARLOS 3699",150419,solo_despacho,5,no,
365613,GOROSTIAGA 1659,413237,solo_despacho,4,no,
365614,VIDAL 2463,326868,solo_despacho,9,no,
365767,FITZ ROY 2317,417481,solo_despacho,7,no,
366173,"ALBERDI, JUAN BAUTISTA AV. 2304",142187,solo_despacho,1,no,
366333,NOGOYA 4496,277190,solo_despacho,2,no,
366604,SANABRIA 3345,268853,solo_despacho,1,no,
366738,RIVADAVIA AV. 10543,7459,solo_despacho,6,no,
366817,PARAGUAY 2600,441295,solo_despacho,4,no,
367072,FAMATINA 3116,104839,solo_despacho,2,no,
367193,SAN MARTIN AV. 6882,270286,solo_despacho,3,no,
367370,"GOYENA, PEDRO AV. 394",156378,solo_despacho,4,no,
367620,YERBAL 2381,134813,solo_despacho,2,no,
367641,LA RIOJA 1937,103125,solo_despacho,3,no,
367697,ECUADOR 1283,447402,solo_despacho,2,no,
367720,"PAZ, MARCOS 2708",278567,solo_despacho,5,no,
367763,CABILDO AV. 2978,328929,solo_despacho,1,no,
367912,ALVAREZ THOMAS AV. 2400,241372,solo_despacho,1,no,
367996,"MANSILLA, LUCIO NORBERTO, GENERAL 2892",447715,solo_despacho,3,no,
368196,NEUQUEN 1828,132899,solo_despacho,2,no,
368227,VIAMONTE 2210,206286,solo_despacho,5,no,
368506,MONROE 4290,344997,solo_despacho,6,no,
368593,CARACAS 513,134591,solo_despacho,5,no,
368702,"PELLEGRINI, CARLOS 655",221398,solo_despacho,3,no,
368763,ACOYTE AV. 621,178393,solo_despacho,3,no,
368780,VARELA AV. 1257,53432,solo_despacho,5,no,
368873,PARAGUAY 639,453521,solo_despacho,2,no,
369270,"YRIGOYEN, HIPOLITO 2215",201164,solo_despacho,2,no,
369516,"MORENO, JOSE MARIA AV. 1216",157058,solo_despacho,9,no,
369517,CARABOBO AV. 1442,48440,solo_despacho,9,no,
369597,CAÑADA DE GOMEZ 1890,17849,solo_despacho,5,no,
369602,TONELERO 6381,14476,solo_despacho,1,no,
369605,SAN BENITO DE PALERMO 1698,415323,solo_despacho,5,no,
370307,NAZCA 4825,362188,solo_despacho,10,no,
371099,SEGUROLA AV. 726,2459,solo_despacho,3,no,
371525,"ALVAREZ, DONATO, Tte. Gral. 767",132602,solo_despacho,2,no,
373194,CABILDO AV. 2040,325783,solo_despacho,1,no,
373266,"PERON, EVA AV. 4399",82896,solo_despacho,4,no,
373682,"PERON, EVA AV. 4311",82905,solo_despacho,4,no,
373704,SOMELLERA 1747,47009,solo_despacho,2,no,
374414,"MITRE, EMILIO 1544",46168,solo_despacho,2,no,
374704,RIVADAVIA AV. 1986,200266,solo_despacho,3,no,
374929,CLAY 2866,412301,solo_despacho,2,no,
375282,"ACOSTA, MARIANO AV. 1145",23572,solo_despacho,3,no,
375312,CAÑADA DE GOMEZ 4830,71889,solo_despacho,9,no,
375620,BACACAY 4060,2241,solo_despacho,6,no,
375830,"CASTRO, EMILIO 4999",8016,solo_despacho,7,no,
376111,DEHEZA 3171,334827,solo_despacho,8,no,
376112,CORDOBA AV. 2440,206881,solo_despacho,9,no,
376773,VIAMONTE 2662,207716,solo_despacho,6,no,
376796,"ALVAREZ, JULIAN 2816",429423,solo_despacho,3,no,
376816,LARRAZABAL 3012,60745,solo_despacho,2,no,
376994,DE LOS INCAS AV. 4325,241075,solo_despacho,2,no,
377080,TINOGASTA 3734,308258,solo_despacho,5,no,
336371,PASEO COLON AV. 1207,214104,solo_despacho,2,no,
353153,MORENO 970,218904,solo_despacho,9,no,
369296,MARTINEZ CASTRO 1095,99786,solo_despacho,4,no,
370008,MONTIEL 85,20584,solo_despacho,5,no,
370236,BARCO CENTENERA del 157,158931,solo_despacho,8,no,
372928,ALVAREZ JONTE AV. 4873,279450,solo_despacho,7,no,
373340,DE MAYO AV. 1497,219148,solo_despacho,3,no,
375061,CABILDO AV. 899,411430,solo_despacho,4,no,
375738,PARAGUAY 3758,433607,solo_despacho,5,no,
376087,ELCANO AV. 3591,408800,solo_despacho,3,no,
376120,SEGUROLA AV. 1548,275360,solo_despacho,1,no,
376449,CHARCAS 4787,431935,solo_despacho,6,no,
377987,HONDURAS AV. 4006,424802,solo_despacho,6,no,
378492,"SEGUI, JUAN FRANCISCO 3545",433026,solo_despacho,6,no,
378607,CIUDAD DE LA PAZ 2601,367048,solo_despacho,4,no,
378851,BOGOTA 809,177053,solo_despacho,4,no,
379113,ESPARZA 26,194016,solo_despacho,6,no,
379293,MONROE 881,342505,solo_despacho,9,no,
379376,"ALVEAR, MARCELO T. De 2409",447881,solo_despacho,2,no,
373445,SANTA FE AV. 2683,448100,solo_despacho,8,no,
378458,"MORENO, JOSE MARIA AV. 386",162162,solo_despacho,6,no,
368013,GUAMINI 4861,68270,solo_despacho,1,no,
376142,ESCALADA 609,79682,solo_despacho,5,no,
230999,"CARRIL, SALVADOR MARIA DEL AV. 2335",359389,solo_despacho,2,no,
