polo_a,polo_b,local_id,barrio,comuna
R01,R08,LOC014382,Palermo,14.0
R01,R08,LOC020206,Palermo,14.0
R01,R08,LOC020592,Palermo,14.0
R01,R08,LOC004805,Palermo,14.0
R01,R08,LOC010883,Palermo,14.0
R01,R08,LOC014386,Palermo,14.0
R01,R08,LOC003457,Palermo,14.0
R01,R08,LOC010915,Palermo,14.0
R01,R08,LOC010162,Palermo,14.0
R01,R08,LOC020213,Palermo,14.0
R01,R08,LOC007349,Palermo,14.0
R01,R08,LOC020212,Palermo,14.0
R01,R08,LOC020211,Palermo,14.0
R01,R08,LOC014385,Palermo,14.0
R01,R08,LOC010751,Palermo,14.0
R01,R08,LOC020195,Palermo,14.0
R01,R08,LOC010192,Palermo,14.0
R01,R08,LOC014384,Palermo,14.0
R01,R08,LOC014362,Palermo,14.0
R01,R08,LOC000701,Palermo,14.0
R01,R08,LOC020166,Palermo,14.0
R01,R08,LOC014363,Palermo,14.0
R01,R08,LOC003217,Palermo,14.0
R01,R08,LOC020210,Palermo,14.0
R01,R08,LOC002699,Palermo,14.0
R01,R08,LOC020196,Palermo,14.0
R01,R08,LOC001402,Palermo,14.0
R01,R08,LOC020194,Palermo,14.0
R01,R08,LOC009839,Palermo,14.0
R01,R08,LOC018410,Villa Crespo,15.0
R01,R08,LOC014375,Villa Crespo,15.0
R01,R08,LOC014376,Palermo,14.0
R01,R08,LOC006092,Palermo,14.0
R01,R08,LOC005793,Palermo,14.0
R01,R08,LOC020197,Palermo,14.0
R01,R08,LOC018276,Villa Crespo,15.0
R01,R08,LOC018275,Villa Crespo,15.0
R01,R08,LOC020164,Palermo,14.0
R01,R08,LOC014187,Villa Crespo,15.0
R01,R08,LOC010163,Palermo,14.0
R01,R08,LOC014174,Villa Crespo,15.0
R01,R08,LOC018234,Villa Crespo,15.0
R01,R08,LOC020325,Palermo,14.0
R01,R08,LOC002726,Villa Crespo,15.0
R01,R08,LOC009412,Villa Crespo,15.0
R01,R08,LOC018233,Villa Crespo,15.0
R01,R08,LOC014186,Palermo,14.0
R01,R08,LOC008729,Palermo,14.0
R01,R08,LOC014364,Palermo,14.0
R01,R08,LOC014365,Palermo,14.0
R01,R08,LOC001787,Palermo,14.0
R01,R08,LOC009778,Palermo,14.0
R01,R08,LOC020167,Palermo,14.0
R01,R08,LOC014368,Palermo,14.0
R01,R08,LOC017432,Chacarita,15.0
R01,R08,LOC019455,Palermo,14.0
R01,R08,LOC014157,Palermo,14.0
R01,R08,LOC014156,Palermo,14.0
R01,R08,LOC014155,Palermo,14.0
R01,R08,LOC019751,Palermo,14.0
R01,R08,LOC004239,Palermo,14.0
R01,R08,LOC019750,Palermo,14.0
R01,R08,LOC017446,Chacarita,15.0
R01,R08,LOC019749,Palermo,14.0
R01,R08,LOC014151,Palermo,14.0
R01,R08,LOC019454,Palermo,14.0
R01,R08,LOC019453,Palermo,14.0
R01,R08,LOC019748,Palermo,14.0
R01,R08,LOC008647,Palermo,14.0
R01,R08,LOC020324,Palermo,14.0
R01,R08,LOC014175,Villa Crespo,15.0
R01,R08,LOC014185,Palermo,14.0
R01,R08,LOC003818,Palermo,14.0
R01,R08,LOC007670,Palermo,14.0
R01,R08,LOC020453,Palermo,14.0
R01,R08,LOC000229,Palermo,14.0
R01,R08,LOC004181,Palermo,14.0
R01,R09,LOC005787,Chacarita,15.0
R01,R09,LOC019312,Palermo,14.0
R01,R09,LOC019742,Palermo,14.0
R01,R09,LOC015507,Palermo,14.0
R01,R09,LOC003345,Palermo,14.0
R01,R09,LOC020109,Palermo,14.0
R01,R09,LOC008843,Palermo,14.0
R01,R09,LOC005821,Palermo,14.0
R01,R09,LOC002204,Palermo,14.0
R01,R19,LOC002121,Chacarita,15.0
R01,R19,LOC009843,Chacarita,15.0
R01,R19,LOC020114,Palermo,14.0
R01,R19,LOC011090,Palermo,14.0
R01,R19,LOC001423,Chacarita,15.0
R01,R19,LOC015475,Chacarita,15.0
R01,R19,LOC000373,Chacarita,15.0
R01,R19,LOC017421,Chacarita,15.0
R01,R19,LOC020115,Palermo,14.0
R01,R19,LOC005389,Chacarita,15.0
R01,R19,LOC001490,Palermo,14.0
R01,R19,LOC020117,Palermo,14.0
R01,R19,LOC020108,Palermo,14.0
R01,R19,LOC015478,Palermo,14.0
R01,R19,LOC015506,Palermo,14.0
R01,R19,LOC020118,Palermo,14.0
R01,R19,LOC019478,Palermo,14.0
R01,R19,LOC004893,Palermo,14.0
R01,R19,LOC019477,Palermo,14.0
R01,R19,LOC015505,Palermo,14.0
R01,R19,LOC015503,Palermo,14.0
R01,R19,LOC007623,Chacarita,15.0
R01,R19,LOC020109,Palermo,14.0
R01,R19,LOC019479,Palermo,14.0
R01,R19,LOC010861,Palermo,14.0
R01,R19,LOC000504,Palermo,14.0
R01,R19,LOC017404,Chacarita,15.0
R01,R19,LOC008423,Chacarita,15.0
R01,R19,LOC017405,Chacarita,15.0
R01,R19,LOC001828,Chacarita,15.0
R01,R19,LOC005326,Palermo,14.0
R01,R19,LOC003140,Chacarita,15.0
R01,R19,LOC005821,Palermo,14.0
R01,R19,LOC015488,Chacarita,15.0
R01,R19,LOC001871,Palermo,14.0
R01,R19,LOC005111,Colegiales,13.0
R01,R19,LOC000168,Colegiales,13.0
R01,R19,LOC019480,Palermo,14.0
R01,R19,LOC007916,Palermo,14.0
R01,R19,LOC000763,Palermo,14.0
R01,R19,LOC008294,Palermo,14.0
R01,R19,LOC003802,Palermo,14.0
R01,R19,LOC015078,Palermo,14.0
R01,R19,LOC010229,Palermo,14.0
R01,R19,LOC010313,Palermo,14.0
R01,R19,LOC015079,Palermo,14.0
R01,R19,LOC019613,Palermo,14.0
R01,R19,LOC003391,Palermo,14.0
R01,R19,LOC007333,Palermo,14.0
R01,R19,LOC006698,Palermo,14.0
R01,R19,LOC004026,Palermo,14.0
R01,R19,LOC015081,Palermo,14.0
R01,R19,LOC016810,Palermo,14.0
R01,R19,LOC015080,Palermo,14.0
R01,R19,LOC010311,Palermo,14.0
R01,R19,LOC015082,Palermo,14.0
R01,R19,LOC019617,Palermo,14.0
R01,R19,LOC004661,Palermo,14.0
R01,R19,LOC019614,Palermo,14.0
R01,R19,LOC003664,Palermo,14.0
R01,R19,LOC019612,Palermo,14.0
R01,R19,LOC019615,Palermo,14.0
R01,R19,LOC019871,Palermo,14.0
R01,R19,LOC019610,Palermo,14.0
R01,R19,LOC000214,Palermo,14.0
R01,R19,LOC019611,Palermo,14.0
R01,R19,LOC009046,Palermo,14.0
R01,R19,LOC004368,Palermo,14.0
R01,R19,LOC019607,Palermo,14.0
R01,R19,LOC015098,Palermo,14.0
R01,R19,LOC009464,Palermo,14.0
R01,R19,LOC003912,Palermo,14.0
R01,R19,LOC005065,Palermo,14.0
R01,R19,LOC010797,Palermo,14.0
R01,R19,LOC020424,Palermo,14.0
R01,R19,LOC005453,Palermo,14.0
R01,R19,LOC020422,Palermo,14.0
R01,R19,LOC009127,Palermo,14.0
R01,R19,LOC019608,Palermo,14.0
R01,R19,LOC009081,Palermo,14.0
R01,R19,LOC004638,Palermo,14.0
R01,R19,LOC010413,Palermo,14.0
R01,R19,LOC019787,Palermo,14.0
R01,R19,LOC019786,Palermo,14.0
R01,R19,LOC015099,Palermo,14.0
R01,R19,LOC019782,Palermo,14.0
R01,R19,LOC000501,Palermo,14.0
R01,R19,LOC019785,Palermo,14.0
R01,R19,LOC008938,Palermo,14.0
R01,R19,LOC019873,Palermo,14.0
R01,R19,LOC015083,Palermo,14.0
R01,R19,LOC019872,Palermo,14.0
R01,R19,LOC001737,Palermo,14.0
R01,R19,LOC015097,Palermo,14.0
R01,R19,LOC019781,Palermo,14.0
R01,R19,LOC001391,Palermo,14.0
R01,R19,LOC019783,Palermo,14.0
R01,R19,LOC004931,Palermo,14.0
R01,Z43,LOC005111,Colegiales,13.0
R01,Z43,LOC000168,Colegiales,13.0
R01,Z43,LOC015493,Colegiales,13.0
R01,Z43,LOC006368,Colegiales,13.0
R01,Z43,LOC015423,Colegiales,13.0
R01,Z43,LOC015424,Colegiales,13.0
R01,Z43,LOC015422,Colegiales,13.0
R01,Z43,LOC008905,Colegiales,13.0
R02,R12,LOC015919,San Nicolas,1.0
R02,R12,LOC024551,San Nicolas,1.0
R02,R12,LOC024401,San Nicolas,1.0
R02,R12,LOC004796,San Nicolas,1.0
R02,R12,LOC008012,San Nicolas,1.0
R02,R12,LOC001114,San Nicolas,1.0
R02,R12,LOC005853,San Nicolas,1.0
R02,R12,LOC002797,San Nicolas,1.0
R02,R12,LOC015927,San Nicolas,1.0
R02,R12,LOC006337,San Nicolas,1.0
R02,R12,LOC010691,San Nicolas,1.0
R02,R12,LOC024350,San Nicolas,1.0
R02,R12,LOC024323,San Nicolas,1.0
R02,R12,LOC015947,San Nicolas,1.0
R02,R12,LOC015957,San Nicolas,1.0
R02,R12,LOC024512,San Nicolas,1.0
R02,R12,LOC015961,San Nicolas,1.0
R02,R12,LOC003548,San Nicolas,1.0
R02,R12,LOC024532,San Nicolas,1.0
R02,R12,LOC024380,San Nicolas,1.0
R02,R12,LOC015955,San Nicolas,1.0
R02,R12,LOC024362,San Nicolas,1.0
R02,R12,LOC007484,San Nicolas,1.0
R02,R12,LOC001094,San Nicolas,1.0
R02,R12,LOC008968,San Nicolas,1.0
R02,R12,LOC009543,San Nicolas,1.0
R02,R12,LOC004503,San Nicolas,1.0
R02,R12,LOC009196,San Nicolas,1.0
R02,R12,LOC015939,San Nicolas,1.0
R02,R12,LOC024211,San Nicolas,1.0
R02,R12,LOC008060,San Nicolas,1.0
R02,R12,LOC000664,San Nicolas,1.0
R02,R12,LOC024379,San Nicolas,1.0
R02,R12,LOC024419,San Nicolas,1.0
R02,R12,LOC024352,San Nicolas,1.0
R02,R12,LOC024414,San Nicolas,1.0
R02,R12,LOC024398,San Nicolas,1.0
R02,R12,LOC024336,San Nicolas,1.0
R02,R12,LOC007825,San Nicolas,1.0
R02,R12,LOC001631,San Nicolas,1.0
R02,R12,LOC004615,San Nicolas,1.0
R02,R12,LOC007888,San Nicolas,1.0
R02,R12,LOC011057,San Nicolas,1.0
R02,R12,LOC024412,San Nicolas,1.0
R02,R12,LOC024319,San Nicolas,1.0
R02,R12,LOC024428,San Nicolas,1.0
R02,R12,LOC015990,San Nicolas,1.0
R02,R12,LOC010879,San Nicolas,1.0
R02,R12,LOC015993,San Nicolas,1.0
R02,R12,LOC001642,San Nicolas,1.0
R02,R12,LOC009949,San Nicolas,1.0
R02,R12,LOC008123,San Nicolas,1.0
R02,R12,LOC024307,San Nicolas,1.0
R02,R12,LOC008923,San Nicolas,1.0
R02,R12,LOC024356,San Nicolas,1.0
R02,R12,LOC004767,San Nicolas,1.0
R02,R12,LOC024378,San Nicolas,1.0
R02,R12,LOC024314,San Nicolas,1.0
R02,R12,LOC024312,San Nicolas,1.0
R02,R12,LOC010237,San Nicolas,1.0
R02,R12,LOC024366,San Nicolas,1.0
R02,R12,LOC024420,San Nicolas,1.0
R02,R12,LOC024424,San Nicolas,1.0
R02,R12,LOC024367,San Nicolas,1.0
R02,R12,LOC016009,San Nicolas,1.0
R02,R12,LOC016010,San Nicolas,1.0
R02,R12,LOC024364,San Nicolas,1.0
R02,R12,LOC024359,San Nicolas,1.0
R02,R12,LOC024333,San Nicolas,1.0
R02,R12,LOC024357,San Nicolas,1.0
R02,R12,LOC024384,San Nicolas,1.0
R02,R12,LOC024360,San Nicolas,1.0
R02,R12,LOC016004,San Nicolas,1.0
R02,R12,LOC024328,San Nicolas,1.0
R02,R12,LOC008952,San Nicolas,1.0
R02,R12,LOC005279,San Nicolas,1.0
R02,R12,LOC024329,San Nicolas,1.0
R02,R12,LOC024432,San Nicolas,1.0
R02,R12,LOC011152,San Nicolas,1.0
R02,R12,LOC002262,San Nicolas,1.0
R02,R12,LOC024425,San Nicolas,1.0
R02,R12,LOC024363,San Nicolas,1.0
R02,R12,LOC016019,San Nicolas,1.0
R02,R12,LOC016017,San Nicolas,1.0
R02,R12,LOC016032,San Nicolas,1.0
R02,R12,LOC024355,San Nicolas,1.0
R02,R12,LOC016021,San Nicolas,1.0
R02,R12,LOC024402,San Nicolas,1.0
R02,R12,LOC001859,San Nicolas,1.0
R02,R12,LOC024324,San Nicolas,1.0
R02,R12,LOC024327,San Nicolas,1.0
R02,R12,LOC004858,San Nicolas,1.0
R02,R12,LOC008951,San Nicolas,1.0
R02,R12,LOC024369,San Nicolas,1.0
R02,R12,LOC016040,San Nicolas,1.0
R02,R12,LOC024188,San Nicolas,1.0
R02,R12,LOC024322,San Nicolas,1.0
R02,R12,LOC008756,San Nicolas,1.0
R02,R12,LOC016031,San Nicolas,1.0
R02,R12,LOC008967,San Nicolas,1.0
R02,R12,LOC024321,San Nicolas,1.0
R02,R12,LOC006676,San Nicolas,1.0
R02,R12,LOC016033,San Nicolas,1.0
R02,R12,LOC024409,San Nicolas,1.0
R02,R12,LOC016039,San Nicolas,1.0
R02,R12,LOC024418,San Nicolas,1.0
R02,R12,LOC024399,San Nicolas,1.0
R02,R12,LOC008292,San Nicolas,1.0
R02,R12,LOC000152,San Nicolas,1.0
R02,R12,LOC024342,San Nicolas,1.0
R02,R12,LOC009978,San Nicolas,1.0
R02,R12,LOC006541,San Nicolas,1.0
R02,R12,LOC016030,San Nicolas,1.0
R02,R12,LOC003742,San Nicolas,1.0
R02,R12,LOC016036,San Nicolas,1.0
R02,R12,LOC003412,San Nicolas,1.0
R02,R12,LOC024338,San Nicolas,1.0
R02,R12,LOC024308,San Nicolas,1.0
R02,R12,LOC016047,San Nicolas,1.0
R02,R12,LOC024417,San Nicolas,1.0
R02,R12,LOC024340,San Nicolas,1.0
R02,R12,LOC024377,San Nicolas,1.0
R02,R12,LOC009021,San Nicolas,1.0
R02,R12,LOC024392,San Nicolas,1.0
R02,R12,LOC016045,San Nicolas,1.0
R02,R12,LOC009107,San Nicolas,1.0
R02,R12,LOC024304,San Nicolas,1.0
R02,R12,LOC004293,San Nicolas,1.0
R02,R12,LOC000682,San Nicolas,1.0
R02,R12,LOC000832,San Nicolas,1.0
R02,R12,LOC007102,San Nicolas,1.0
R02,R12,LOC005118,San Nicolas,1.0
R02,R12,LOC024400,San Nicolas,1.0
R04,Z46,LOC006821,Retiro,1.0
R04,Z46,LOC009717,Retiro,1.0
R04,Z46,LOC024717,Retiro,1.0
R04,Z46,LOC016215,Retiro,1.0
R08,R19,LOC001134,Chacarita,15.0
R08,R21,LOC007077,Villa Crespo,15.0
R08,R21,LOC018488,Villa Crespo,15.0
R08,R21,LOC018430,Villa Crespo,15.0
R08,R21,LOC002111,Villa Crespo,15.0
R08,R21,LOC018552,Villa Crespo,15.0
R08,R21,LOC018534,Villa Crespo,15.0
R08,R21,LOC018550,Villa Crespo,15.0
R08,R21,LOC018539,Villa Crespo,15.0
R08,R21,LOC008871,Caballito,6.0
R08,R21,LOC026723,Caballito,6.0
R08,R21,LOC009918,Caballito,6.0
R08,R21,LOC026689,Caballito,6.0
R08,R21,LOC014621,Caballito,6.0
R08,R21,LOC010281,Caballito,6.0
R08,R21,LOC003797,Caballito,6.0
R08,R21,LOC027085,Caballito,6.0
R08,R21,LOC014615,Caballito,6.0
R08,R21,LOC014616,Caballito,6.0
R08,R21,LOC014617,Caballito,6.0
R08,R21,LOC014618,Caballito,6.0
R08,R21,LOC027087,Caballito,6.0
R08,R21,LOC014619,Caballito,6.0
R08,R21,LOC014614,Villa Crespo,15.0
R08,R21,LOC018493,Villa Crespo,15.0
R08,R21,LOC026902,Caballito,6.0
R08,R21,LOC026895,Caballito,6.0
R08,R21,LOC014581,Paternal,15.0
R08,R21,LOC005513,Caballito,6.0
R08,R21,LOC027088,Caballito,6.0
R08,R21,LOC014620,Caballito,6.0
R08,R21,LOC014622,Caballito,6.0
R08,R21,LOC014623,Villa Crespo,15.0
R08,R21,LOC014624,Villa Crespo,15.0
R08,R21,LOC014625,Villa Crespo,15.0
R08,R21,LOC018562,Villa Crespo,15.0
R08,R21,LOC002905,Villa Crespo,15.0
R08,R21,LOC018431,Villa Crespo,15.0
R08,R21,LOC011008,Villa Crespo,15.0
R08,R21,LOC018576,Villa Crespo,15.0
R08,R21,LOC008918,Villa Crespo,15.0
R08,R21,LOC018447,Villa Crespo,15.0
R08,R21,LOC010957,Villa Crespo,15.0
R08,R21,LOC018526,Villa Crespo,15.0
R08,R21,LOC007956,Villa Crespo,15.0
R08,R21,LOC014626,Villa Crespo,15.0
R08,R21,LOC014627,Villa Crespo,15.0
R08,R21,LOC001245,Villa Crespo,15.0
R08,R21,LOC018595,Villa Crespo,15.0
R08,R21,LOC014628,Villa Crespo,15.0
R08,R21,LOC018529,Villa Crespo,15.0
R08,R21,LOC018530,Villa Crespo,15.0
R08,R21,LOC018551,Villa Crespo,15.0
R08,R21,LOC000710,Caballito,6.0
R08,R21,LOC026883,Caballito,6.0
R08,R21,LOC014635,Villa Crespo,15.0
R08,R21,LOC014587,Villa Crespo,15.0
R08,R21,LOC018601,Villa Crespo,15.0
R08,R21,LOC000343,Villa Crespo,15.0
R08,R21,LOC018528,Villa Crespo,15.0
R08,R21,LOC009422,Villa Crespo,15.0
R08,R21,LOC014593,Villa Crespo,15.0
R08,R21,LOC018425,Villa Crespo,15.0
R08,R21,LOC009483,Villa Crespo,15.0
R08,R21,LOC014594,Villa Crespo,15.0
R08,R21,LOC018429,Villa Crespo,15.0
R08,R21,LOC014570,Villa Crespo,15.0
R08,R21,LOC006088,Villa Crespo,15.0
R08,R21,LOC007139,Villa Crespo,15.0
R08,R21,LOC014564,Villa Crespo,15.0
R08,R21,LOC014563,Villa Crespo,15.0
R08,R21,LOC018537,Villa Crespo,15.0
R08,R21,LOC018459,Villa Crespo,15.0
R08,R21,LOC014567,Villa Crespo,15.0
R08,R21,LOC018577,Villa Crespo,15.0
R08,R21,LOC004296,Villa Crespo,15.0
R08,R21,LOC018557,Villa Crespo,15.0
R08,R21,LOC018556,Villa Crespo,15.0
R08,R21,LOC009199,Villa Crespo,15.0
R08,R21,LOC002720,Villa Crespo,15.0
R08,R21,LOC003223,Villa Crespo,15.0
R08,R21,LOC014566,Villa Crespo,15.0
R08,R21,LOC006312,Villa Crespo,15.0
R08,R21,LOC001134,Chacarita,15.0
R08,R21,LOC007710,Villa Crespo,15.0
R08,R21,LOC018035,Paternal,15.0
R08,R21,LOC018034,Paternal,15.0
R08,R21,LOC018053,Paternal,15.0
R08,R21,LOC018032,Paternal,15.0
R08,R21,LOC000173,Paternal,15.0
R08,R21,LOC018036,Paternal,15.0
R08,R21,LOC010530,Paternal,15.0
R09,R19,LOC017401,Chacarita,15.0
R09,R19,LOC006614,Chacarita,15.0
R09,R19,LOC007616,Chacarita,15.0
R09,R19,LOC017461,Chacarita,15.0
R09,R19,LOC017460,Chacarita,15.0
R09,R19,LOC008803,Chacarita,15.0
R09,R19,LOC017459,Chacarita,15.0
R09,R19,LOC017476,Chacarita,15.0
R09,R19,LOC017386,Chacarita,15.0
R09,R19,LOC017514,Chacarita,15.0
R09,R19,LOC004291,Chacarita,15.0
R09,R19,LOC009148,Chacarita,15.0
R09,R19,LOC017467,Chacarita,15.0
R09,R19,LOC004046,Chacarita,15.0
R09,R19,LOC017468,Chacarita,15.0
R09,R19,LOC017418,Chacarita,15.0
R09,R19,LOC008206,Chacarita,15.0
R09,R19,LOC000450,Chacarita,15.0
R09,R19,LOC017409,Chacarita,15.0
R09,R19,LOC014133,Chacarita,15.0
R09,R19,LOC017447,Chacarita,15.0
R09,R19,LOC008234,Chacarita,15.0
R09,R19,LOC014140,Chacarita,15.0
R09,R19,LOC017436,Chacarita,15.0
R09,R19,LOC017513,Chacarita,15.0
R09,R19,LOC017437,Chacarita,15.0
R09,R19,LOC004183,Villa Crespo,15.0
R09,R19,LOC018474,Villa Crespo,15.0
R09,R19,LOC018559,Villa Crespo,15.0
R09,R19,LOC014075,Villa Crespo,15.0
R09,R19,LOC018470,Villa Crespo,15.0
R09,R19,LOC001930,Villa Crespo,15.0
R09,R19,LOC018452,Villa Crespo,15.0
R09,R19,LOC018453,Villa Crespo,15.0
R09,R19,LOC014073,Villa Crespo,15.0
R09,R19,LOC009413,Villa Crespo,15.0
R09,R19,LOC004218,Chacarita,15.0
R09,R19,LOC014119,Chacarita,15.0
R09,R19,LOC014121,Chacarita,15.0
R09,R19,LOC017532,Chacarita,15.0
R09,R19,LOC017470,Chacarita,15.0
R09,R19,LOC014122,Villa Crespo,15.0
R09,R19,LOC007969,Chacarita,15.0
R09,R19,LOC006074,Chacarita,15.0
R09,R19,LOC007427,Chacarita,15.0
R09,R19,LOC017471,Chacarita,15.0
R09,R19,LOC014168,Chacarita,15.0
R09,R19,LOC017469,Chacarita,15.0
R09,R19,LOC001528,Chacarita,15.0
R09,R19,LOC014166,Chacarita,15.0
R09,R19,LOC014162,Chacarita,15.0
R09,R19,LOC017509,Chacarita,15.0
R09,R19,LOC009626,Chacarita,15.0
R09,R19,LOC017510,Chacarita,15.0
R09,R19,LOC017511,Chacarita,15.0
R09,R19,LOC007189,Chacarita,15.0
R09,R19,LOC017505,Chacarita,15.0
R09,R19,LOC008820,Chacarita,15.0
R09,R19,LOC017506,Chacarita,15.0
R09,R19,LOC017504,Chacarita,15.0
R09,R19,LOC017462,Chacarita,15.0
R09,R19,LOC008094,Chacarita,15.0
R09,R19,LOC008265,Chacarita,15.0
R09,R19,LOC007190,Chacarita,15.0
R09,R19,LOC014132,Chacarita,15.0
R09,R19,LOC014131,Chacarita,15.0
R09,R19,LOC017439,Chacarita,15.0
R09,R19,LOC008904,Chacarita,15.0
R09,R19,LOC001565,Chacarita,15.0
R09,R19,LOC009957,Chacarita,15.0
R09,R19,LOC001006,Chacarita,15.0
R09,R19,LOC004280,Chacarita,15.0
R09,R19,LOC017498,Chacarita,15.0
R09,R19,LOC017496,Chacarita,15.0
R09,R19,LOC006216,Chacarita,15.0
R09,R19,LOC017499,Chacarita,15.0
R09,R19,LOC017500,Chacarita,15.0
R09,R19,LOC017474,Chacarita,15.0
R09,R19,LOC008730,Chacarita,15.0
R09,R19,LOC017457,Chacarita,15.0
R09,R19,LOC017458,Chacarita,15.0
R09,R19,LOC014137,Chacarita,15.0
R09,R19,LOC017448,Chacarita,15.0
R09,R19,LOC017449,Chacarita,15.0
R09,R19,LOC001482,Chacarita,15.0
R09,R19,LOC003924,Chacarita,15.0
R09,R19,LOC005319,Chacarita,15.0
R09,R19,LOC000502,Chacarita,15.0
R09,R19,LOC009961,Chacarita,15.0
R09,R19,LOC010607,Chacarita,15.0
R09,R19,LOC006479,Chacarita,15.0
R09,R19,LOC009965,Chacarita,15.0
R09,R19,LOC000235,Chacarita,15.0
R09,R19,LOC017455,Chacarita,15.0
R09,R19,LOC005277,Chacarita,15.0
R09,R19,LOC014130,Chacarita,15.0
R09,R19,LOC014129,Chacarita,15.0
R09,R19,LOC015473,Chacarita,15.0
R09,R19,LOC008486,Chacarita,15.0
R09,R19,LOC017394,Chacarita,15.0
R09,R19,LOC017466,Chacarita,15.0
R09,R19,LOC017402,Chacarita,15.0
R09,R19,LOC003771,Chacarita,15.0
R09,R19,LOC017393,Chacarita,15.0
R09,R19,LOC015474,Chacarita,15.0
R09,R19,LOC008279,Chacarita,15.0
R09,R19,LOC017429,Chacarita,15.0
R09,R19,LOC003637,Chacarita,15.0
R09,R19,LOC008092,Chacarita,15.0
R09,R19,LOC015471,Chacarita,15.0
R09,R19,LOC017518,Chacarita,15.0
R09,R19,LOC015465,Chacarita,15.0
R09,R19,LOC017489,Chacarita,15.0
R09,R19,LOC017493,Chacarita,15.0
R09,R19,LOC017423,Chacarita,15.0
R09,R19,LOC009416,Chacarita,15.0
R09,R19,LOC017438,Chacarita,15.0
R09,R19,LOC015472,Chacarita,15.0
R09,R19,LOC005871,Chacarita,15.0
R09,R19,LOC015467,Chacarita,15.0
R09,R19,LOC015468,Chacarita,15.0
R09,R19,LOC017479,Chacarita,15.0
R09,R19,LOC015469,Chacarita,15.0
R09,R19,LOC017416,Chacarita,15.0
R09,R19,LOC002311,Chacarita,15.0
R09,R19,LOC015484,Chacarita,15.0
R09,R19,LOC002559,Chacarita,15.0
R09,R19,LOC008869,Chacarita,15.0
R09,R19,LOC015485,Chacarita,15.0
R09,R19,LOC017442,Chacarita,15.0
R09,R19,LOC004546,Chacarita,15.0
R09,R19,LOC002388,Chacarita,15.0
R09,R19,LOC015470,Chacarita,15.0
R09,R19,LOC017480,Chacarita,15.0
R09,R19,LOC015457,Chacarita,15.0
R09,R19,LOC015458,Chacarita,15.0
R09,R19,LOC017485,Chacarita,15.0
